t,x,y,z,vx,vy,vz,thetas,omegas,CPs,CGs,masavuelo,viento_mags,viento_dirs,viento_vecs,wind_xs,wind_ys,wind_zs,Tmags,Dmags,Nmags,Txs,Tys,Tzs,Dxs,Dys,Dzs,Nxs,Nys,Nzs,accels,palancas,accangs,Gammas,Alphas,torcas,Cds,Machs
21.429460300875835,131.51579663529586,0.0,1322.7995272112505,6.136530315387445,0.0,-17.683917919217357,29.873392592196655,1.7525759015496365,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,90.89617297919263,1.527438808155443,5.5387075642198065,2.5686004804093985,0.0,-90.85987317752182,-0.5007469543939355,-0.0,1.4430252251171907,5.232612060818608,-0.0,1.8157787593540509,[  0.27063883   0.         -13.06367145],[ 0.00316299  0.         -0.11188553],0.018596842454969738,-1.2367859699549206,31.110178562151575,0.5397348011945668,0.4462926239431424,0.055845847796958975
21.439460300875837,131.5771705064647,0.0,1322.6221002570194,6.138293099974654,0.0,-17.801478938341507,29.89091984740642,1.752872892901922,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.03370533213383,1.5445543699747692,5.258035273701871,4.166943952009237,0.0,-90.93828723149885,-0.5034994910937123,-0.0,1.4601837090847607,4.970817212849504,-0.0,1.7140335982506891,[  0.32008458   0.         -13.06971467],[ 0.00512345  0.         -0.11181291],0.017771010281243237,-1.2387442853122737,31.12966413271869,0.5157667342936594,0.44594844862436855,0.056178920686094924
21.449460300875838,131.63856347899903,0.0,1322.4434975220233,6.140350391808308,0.0,-17.919073094565913,29.908450003719647,1.7531559840630226,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.17123768507501,1.561781641632129,4.9681980610400505,5.769087148264483,0.0,-90.98852792799855,-0.5062779533048647,-0.0,1.4774452714522408,4.6999148518937295,-0.0,1.6105254914688127,[  0.3693326   0.        -13.074775 ],[ 0.00708266  0.         -0.11170592],0.016894405953366234,-1.2406653601044455,31.14911536382409,0.490325110868681,0.4456036645605279,0.056512582683360055
21.45946030087584,131.69997849187874,0.0,1322.2637187042678,6.142700953159801,0.0,-18.036694507951697,29.925982918006074,1.7534243511194014,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.30877003801623,1.579119456302601,4.669185372388887,7.374520534672124,0.0,-91.01048254316109,-0.5090823876223045,-0.0,1.4948088104791848,4.4198932541490885,-0.0,1.5052692993805896,[  0.41836357   0.         -13.07884775],[ 0.00904001  0.         -0.11156457],0.015967675120310148,-1.2425497598183173,31.16853267782439,0.4634286695426034,0.44525829873563344,0.05684680767519342
21.46946030087584,131.7614184711306,0.0,1322.082763560694,6.145343431200311,0.0,-18.154337271585,29.943518438951735,1.7536771815174346,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.44630239095741,1.59656662088313,4.360992419410026,8.982730930260466,0.0,-91.00404807486844,-0.5119128301080574,-0.0,1.5122731992893794,4.130746485561589,-0.0,1.398280499103199,[  0.46715824   0.         -13.08192858],[ 0.01099486  0.         -0.11138891],0.014991563580751955,-1.2443980469723919,31.187916485924127,0.435099055575993,0.44491237811802836,0.05718156956319838
21.479460300875843,131.8228863286797,0.0,1321.900631907439,6.148276358510568,0.0,-18.2719954536094,29.961056407180752,1.753913675700808,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.58383474389862,1.6141219163418945,4.043620282207194,10.593201713474427,0.0,-90.96913137903084,-0.5147693060274718,-0.0,1.5298372862455747,3.832474496820547,-0.0,1.289575208313762,[  0.51569745   0.         -13.08401346],[ 0.0129466   0.         -0.11117896],0.013966917505964368,-1.2462107810249263,31.20726718820568,0.40536082733593604,0.4445659296554191,0.05751684226894927
21.489460300875844,131.88438496120625,0.0,1321.717323620074,6.151498153657532,0.0,-18.389663099282576,29.978596655393503,1.7541330487500346,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.7213670968398,1.6317840980836613,3.7170760078688083,12.205413034786549,0.0,-90.90564930059908,-0.5176518295943477,-0.0,1.547499895339684,3.5250832140734083,-0.0,1.179170209143619,[  0.56396216   0.         -13.08509875],[ 0.01489462  0.         -0.11093478],0.012894683476054348,-1.247988518285827,31.22658517367933,0.3742414573477863,0.4442189802698617,0.05785259973884355
21.499460300875846,131.94591724900883,0.0,1321.5328386338242,6.155007121838463,0.0,-18.507334233055936,29.996139008521176,1.7543345320210149,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.858899449781,1.6495518963310427,3.381372704395476,13.818842035881547,0.0,-90.81352879892032,-0.520560403725388,-0.0,1.565259826598319,3.2085846251448724,-0.0,1.0670829720854482,[  0.61193342   0.         -13.08518113],[ 0.01683828  0.         -0.11065644],0.011775908325962854,-1.2497318118321563,31.245870820353332,0.34177132782562725,0.4438715568527008,0.058188815948999204
21.509460300875848,132.00748605487405,0.0,1321.347176943765,6.158801455592806,0.0,-18.625002860675956,30.013683283896714,1.7545173747795078,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,91.99643180272223,1.6674240165215788,3.036529629797191,15.43296307523567,0.0,-90.69270706705878,-0.5234950198043761,-0.0,1.5831158565035506,2.8829968610522156,-0.0,0.953331679846704,[  0.65959243   0.         -13.08425764],[ 0.01877698  0.         -0.11034401],0.010611738798044397,-1.2514412114270934,31.265124495323807,0.30798372058911355,0.4435236862594625,0.05852546491019761
21.51946030087585,132.06909422295382,0.0,1321.160338604999,6.162879235582218,0.0,-18.742662971305844,30.031229291442052,1.7546808458283305,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,92.13396415566339,1.685399139720525,2.682572276148357,17.047247959888992,0.0,-90.54313164470913,-0.5264556574564613,-0.0,1.6010667384287174,2.548344272612094,-0.0,0.8379352510814386,[  0.70692049   0.         -13.08232568],[ 0.02071009  0.         -0.10999758],0.00940342099845473,-1.2531172634422112,31.284346554884262,0.2729148012862508,0.44317539530469974,0.05886252067287122
21.52946030087585,132.1307445865942,0.0,1320.9723236878683,6.167241702721091,0.0,-18.86032477756959,30.048776833871646,1.7548242351554575,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,92.45023529454966,1.7034785524280933,2.31953428766791,18.697314661477503,0.0,-90.53980577882467,-0.5294429434556908,-0.0,1.6191137539430287,2.204659320513569,-0.0,0.7209137203159097,[  0.75523921   0.         -13.0858721 ],[ 0.02263699  0.         -0.10961726],0.008152306301721682,-1.254760608423519,31.303537442295166,0.23660379076132398,0.44282666004243515,0.0592000064105466
21.539460300875852,132.19244002171348,0.0,1320.7831320259434,6.171893505172927,0.0,-18.978011249399742,30.066325706913076,1.7549468556599384,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,92.7990352945497,1.721665690760242,1.9474551565660696,20.359751078284265,0.0,-90.53806651143697,-0.5324581040295384,-0.0,1.6372602475459452,1.8519802821394657,-0.0,0.6022878227246504,[  0.80368204   0.         -13.08953312],[ 0.02455706  0.         -0.10920314],0.006859841823245654,-1.256371906131363,31.32269761304444,0.1990926885389745,0.44247741564734205,0.05953798485741091
21.549460300875854,132.25418341923535,0.0,1320.5927634007567,6.176834064965502,0.0,-19.095716356643784,30.08387569954305,1.75504804448072,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,93.14783529454976,1.739959352548279,1.5663759780436635,22.027962148997116,0.0,-90.5057351974057,-0.5355012494677844,-0.0,1.6555050469082444,1.4903470780563361,-0.0,0.4820780969108475,[  0.85200596   0.         -13.09211513],[ 0.0264697   0.         -0.10875537],0.005527553723025377,-1.257951598831856,31.341827298374906,0.16042578824945172,0.44212768708033884,0.0598764318577366
21.559460300875855,132.31597766297503,0.0,1320.4012176582717,6.182062605978986,0.0,-19.213433613112063,30.101426594236163,1.755127164063584,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,93.49663529454983,1.758729615061122,1.1763442093838183,23.70136531719634,0.0,-90.44261215545946,-0.5386862118781341,-0.0,1.6742004133392836,1.1198059921855679,-0.0,0.3603057574007618,[  0.90018687   0.         -13.09359687],[ 0.02837427  0.         -0.10827408],0.004156984110739187,-1.2595001249236017,31.360926719159764,0.12064784642939211,0.4418708068437182,0.06021532192713634
21.569460300875857,132.37782562823776,0.0,1320.2084947100373,6.187578209802179,0.0,-19.33115641117889,30.11897816721986,1.7551836033932546,2.830679366272703,2.94260959377679,26.9749381,0.0,0.0,[0. 0. 0.],0.0,0.0,0.0,93.84543529454987,1.777828436813884,0.7774137878176868,25.379372099118818,0.0,-90.34850965831156,-0.5419667266600077,-0.0,1.693205840391987,0.7404097823371504,-0.0,0.2369927250117541,[  0.94820663   0.         -13.09397578],[ 0.03027019  0.         -0.10775942],0.0027499493594682124,-1.261017921479581,31.379996088699443,0.07981157954215283,0.4416672224484733,0.060554629252544574
