TRACKER,DATE,TIME,GS Lat,GS Lon,GS Alt asl,TRACKER Lat,TRACKER Lon,TRACKER Alt asl,FIX,HORZV,VERTV,HEAD,FLAGS,#TOT,>40,>32,>24,RSSI Down,RSSI Up,Horizontal range (ft),Alt AGL (ft),Total range (ft),LoRa Max Range (kft),LoRa Success Rate,BATT,GS_batt_v,Down Sent,Down Rcvd,Found Sent,Up Sent,Up Rccvd,Found rocket ID,Found rocket lat,Found rocket lon,Found rocket altitude,Found rocket fix,Found rocket batt_v,Found RSSI,GS_ASL_offset
GPS_GS0469,22/06/2024,08:49.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4590.4,3,0,0,126,0x03,26,0,1,14,-104,-108,1737.64,31.083,1737.916,34.67,0%,3.624,3.843,11669,316,0,314,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:50.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4589.8,3,0,0,90,0x03,24,0,1,10,-105,-108,1737.52,30.489,1737.784,30.898,0%,3.622,3.842,11670,317,0,315,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:51.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4588.9,3,0,0,176,0x03,25,0,1,12,-108,-108,1737.46,29.617,1737.708,21.873,0%,3.622,3.843,11671,318,0,316,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:52.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4587.9,3,0,0,-109,0x03,25,0,1,13,-110,-108,1737.43,28.665,1737.662,17.374,0%,3.621,3.841,11672,319,0,317,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:53.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4587.2,3,0,0,51,0x03,25,0,1,14,-105,-108,1737.49,27.907,1737.711,30.897,0%,3.621,3.842,11673,320,0,318,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:54.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4586.2,3,0,0,-6,0x03,25,0,1,14,-101,-108,1737.52,26.949,1737.726,48.97,0%,3.621,3.84,11674,321,0,319,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:55.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4584.8,3,0,0,-107,0x03,25,0,1,15,-104,-108,1737.64,25.502,1737.826,34.67,0%,3.621,3.843,11675,322,0,320,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:56.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4583.7,3,0,0,41,0x03,26,0,1,15,-104,-108,1737.64,24.466,1737.811,34.67,0%,3.624,3.84,11676,323,0,321,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:57.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4582.6,3,0,0,7,0x03,26,0,1,13,-105,-108,1737.67,23.337,1737.826,30.901,0%,3.624,3.843,11677,324,0,322,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:58.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4582.1,3,0,0,154,0x03,26,0,1,13,-104,-108,1737.73,22.809,1737.879,34.672,0%,3.619,3.841,11678,325,0,323,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,08:59.5,32.9481,-106.91582,4559.3,32.94751,-106.9102,4581.6,3,0,0,4,0x03,27,0,1,14,-105,-108,1737.76,22.32,1737.903,30.902,0%,3.619,3.843,11679,326,0,324,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:00.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4581.3,3,0,0,-104,0x03,28,0,1,14,-105,-108,1737.76,22.054,1737.9,30.902,0%,3.624,3.84,11680,327,0,325,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:01.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4580.7,3,0,0,-161,0x03,27,0,1,15,-104,-108,1737.88,21.388,1738.013,34.675,0%,3.624,3.842,11681,328,0,326,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:02.5,32.9481,-106.91582,4559.3,32.94751,-106.9102,4580.4,3,0,0,37,0x03,27,0,1,13,-105,-108,1737.91,21.168,1738.041,30.905,0%,3.623,3.841,11682,329,0,327,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:03.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4579.9,3,0,0,35,0x03,26,0,1,15,-106,-108,1737.91,20.63,1738.035,27.544,0%,3.623,3.828,11683,330,0,328,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:04.5,32.9481,-106.91582,4559.3,32.94751,-106.9102,4579.4,3,0,0,120,0x03,25,0,1,15,-108,-108,1737.85,20.151,1737.968,21.878,0%,3.618,3.84,11684,331,0,329,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:05.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4579.3,3,0,0,119,0x03,26,0,1,14,-105,-108,1737.7,19.974,1737.814,30.901,0%,3.618,3.829,11685,332,0,330,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:06.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4579.3,3,0,0,-98,0x03,26,0,1,14,-109,-108,1737.52,20.02,1737.632,19.495,0%,3.623,3.843,11686,333,0,331,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:07.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4580.1,3,0,0,-130,0x03,26,0,0,15,-105,-108,1737.24,20.794,1737.368,30.893,0%,3.623,3.842,11687,334,0,332,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:08.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4580.3,3,0,0,21,0x03,26,0,1,14,-106,-108,1737.09,20.991,1737.218,27.531,0%,3.62,3.841,11688,335,0,333,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:09.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4579.6,3,0,0,-20,0x03,27,0,1,11,-103,-108,1737,20.332,1737.119,38.887,0%,3.62,3.843,11689,336,0,334,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:10.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4579,3,0,0,-62,0x03,27,0,1,12,-105,-108,1736.88,19.725,1736.99,30.887,0%,3.631,3.839,11690,337,0,335,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:11.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4578.6,3,0,0,30,0x03,27,0,1,11,-105,-108,1736.76,19.318,1736.864,30.884,0%,3.631,3.843,11691,338,0,336,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:12.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4578.4,3,0,0,65,0x03,25,0,1,11,-105,-108,1736.64,19.092,1736.74,30.882,0%,3.621,3.841,11692,339,0,337,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:13.4,32.9481,-106.91582,4559.3,32.94751,-106.9102,4578.2,3,0,0,110,0x03,26,0,1,11,-104,-108,1736.54,18.928,1736.647,34.649,0%,3.621,3.843,11693,340,0,338,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:14.5,32.9481,-106.91582,4559.3,32.94751,-106.91021,4578.1,3,0,0,-177,0x03,26,0,1,11,-103,-108,1736.42,18.829,1736.524,38.874,0%,3.621,3.84,11694,341,0,339,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:15.4,32.9481,-106.91585,4560,32.94751,-106.91021,4577.9,3,0,0,-127,0x03,25,0,1,11,-100,-108,1742.82,17.916,1742.913,55.113,0%,3.621,3.828,11695,342,0,340,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:16.5,32.9481,-106.91585,4560,32.94751,-106.91021,4578.3,3,0,0,-160,0x03,24,0,1,10,-104,-108,1742.7,18.29,1742.796,34.771,0%,3.631,3.84,11696,343,0,341,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:17.4,32.9481,-106.91585,4560,32.94751,-106.91021,4578.9,3,0,0,173,0x03,26,0,1,11,-103,-108,1742.61,18.867,1742.711,39.012,0%,3.631,3.828,11697,344,0,342,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:18.4,32.9481,-106.91585,4560,32.94751,-106.91021,4579.4,3,0,0,-21,0x03,25,0,1,11,-103,-108,1742.55,19.375,1742.655,39.011,0%,3.618,3.841,11698,345,0,343,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:19.5,32.9481,-106.91585,4560,32.94751,-106.91021,4579.8,3,0,0,158,0x03,26,0,1,11,-104,-108,1742.52,19.733,1742.629,34.768,0%,3.618,3.843,11699,346,0,344,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:20.4,32.9481,-106.91585,4560,32.94751,-106.91021,4580,3,0,0,-167,0x03,25,0,1,12,-103,-108,1742.46,20.012,1742.571,39.009,0%,3.618,3.84,11700,347,0,345,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:21.4,32.9481,-106.91585,4560,32.94751,-106.91021,4580.4,3,0,0,39,0x03,25,0,1,10,-105,-108,1742.37,20.343,1742.484,30.984,0%,3.605,3.843,11701,348,0,346,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:22.5,32.9481,-106.91585,4560,32.94751,-106.91021,4580.5,3,0,0,-46,0x03,25,0,1,11,-104,-108,1742.3,20.484,1742.425,34.764,0%,3.605,3.839,11702,349,0,347,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:23.4,32.9481,-106.91585,4560,32.94751,-106.91021,4580.3,3,0,0,-126,0x03,25,0,1,11,-104,-108,1742.27,20.254,1742.392,34.763,0%,3.607,3.828,11703,350,0,348,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:24.5,32.9481,-106.91585,4560,32.94751,-106.91021,4579.9,3,0,0,10,0x03,25,0,1,11,-104,-108,1742.33,19.857,1742.448,34.764,0%,3.607,3.84,11704,351,0,349,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:25.4,32.9481,-106.91585,4560,32.94751,-106.91021,4579.8,3,0,0,-3,0x03,25,0,1,11,-103,-108,1742.37,19.809,1742.478,39.007,0%,3.606,3.828,11705,352,0,350,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:26.4,32.9481,-106.91585,4560,32.94751,-106.91021,4579.2,3,0,0,170,0x03,25,0,1,10,-103,-108,1742.4,19.202,1742.501,39.007,0%,3.606,3.84,11706,353,0,351,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:27.5,32.9481,-106.91585,4560,32.94751,-106.91021,4578.4,3,0,0,-123,0x03,26,0,1,14,-102,-108,1742.46,18.42,1742.554,43.769,0%,3.608,3.842,11707,354,0,352,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:28.4,32.9481,-106.91585,4560,32.94751,-106.91021,4577.4,3,0,0,53,0x03,26,0,1,13,-104,-108,1742.58,17.417,1742.665,34.769,0%,3.608,3.84,11708,355,0,353,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:29.4,32.9481,-106.91585,4560,32.94751,-106.91021,4576.4,3,0,0,-20,0x03,26,0,1,12,-105,-108,1742.67,16.37,1742.746,30.99,0%,3.606,3.842,11709,356,0,354,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:30.4,32.9481,-106.91585,4560,32.94751,-106.91021,4575.2,3,0,0,-137,0x03,26,0,1,10,-104,-108,1742.76,15.169,1742.827,34.773,0%,3.606,3.84,11710,357,0,355,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:31.4,32.9481,-106.91585,4560,32.94751,-106.91021,4574.6,3,0,0,180,0x03,26,0,1,9,-104,-108,1742.79,14.622,1742.852,34.773,0%,3.61,3.843,11711,358,0,356,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:32.5,32.9481,-106.91585,4560,32.94751,-106.91021,4574.3,3,0,0,-153,0x03,27,0,1,11,-103,-108,1742.79,14.296,1742.85,39.016,0%,3.61,3.84,11712,359,0,357,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:33.4,32.9481,-106.91585,4560,32.94751,-106.91021,4573.8,3,0,0,90,0x03,27,0,1,11,-100,-108,1742.82,13.765,1742.876,55.113,0%,3.606,3.828,11713,360,0,358,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:34.5,32.9481,-106.91585,4560,32.94751,-106.9102,4573,3,0,0,38,0x03,28,0,1,12,-101,-108,1742.94,12.964,1742.991,49.123,0%,3.606,3.84,11714,361,0,359,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:35.4,32.9481,-106.91585,4560,32.94751,-106.91021,4572.9,3,0,0,18,0x03,28,0,1,12,-99,-108,1742.91,12.889,1742.96,61.841,0%,3.62,3.829,11715,362,0,360,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:36.4,32.9481,-106.91585,4560,32.94751,-106.9102,4572.8,3,0,0,-151,0x03,28,0,1,12,-99,-111,1742.94,12.742,1742.989,61.842,0%,3.62,3.84,11716,363,0,361,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:37.4,32.9481,-106.91585,4560,32.94751,-106.9102,4572.3,3,0,0,48,0x03,28,0,1,13,-106,-111,1742.97,12.318,1743.017,27.624,0%,3.622,3.843,11717,364,0,362,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:38.4,32.9481,-106.91585,4560,32.94751,-106.9102,4572.3,3,0,0,-64,0x03,28,0,1,10,-105,-111,1742.97,12.256,1743.016,30.995,0%,3.622,3.841,11718,365,0,363,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:39.5,32.9481,-106.91585,4560,32.94751,-106.9102,4572.2,3,0,0,-138,0x03,28,0,1,12,-106,-111,1742.97,12.223,1743.016,27.624,0%,3.624,3.842,11719,366,0,364,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:40.4,32.9481,-106.91585,4560,32.94751,-106.9102,4572.1,3,0,0,-45,0x03,28,0,0,13,-104,-111,1743,12.105,1743.046,34.777,0%,3.624,3.84,11720,367,0,365,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:41.4,32.9481,-106.91585,4560,32.94751,-106.9102,4571.7,3,0,0,-32,0x03,28,0,0,12,-104,-111,1743.06,11.679,1743.104,34.779,0%,3.62,3.841,11721,368,0,366,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:42.5,32.9481,-106.91585,4560,32.94751,-106.9102,4571.5,3,0,0,-158,0x03,27,0,1,12,-108,-111,1743.09,11.442,1743.133,21.944,0%,3.62,3.84,11722,369,0,367,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:43.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4571.2,3,0,0,172,0x03,27,0,0,11,-102,-111,1737.44,11.647,1737.479,43.643,0%,3.623,3.828,11723,370,0,368,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:44.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4571,3,0,0,144,0x03,26,0,0,10,-99,-111,1737.44,11.451,1737.477,61.647,0%,3.623,3.84,11724,371,0,369,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:45.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4571.1,3,0,0,33,0x03,28,0,0,13,-97,-111,1737.41,11.572,1737.448,77.607,0%,3.617,3.828,11725,372,0,370,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:46.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4571.4,3,0,0,172,0x03,28,0,0,12,-99,-111,1737.44,11.795,1737.48,61.647,0%,3.617,3.84,11726,373,0,371,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:47.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4571.2,3,0,0,-173,0x03,28,0,0,15,-100,-111,1737.44,11.631,1737.479,54.943,0%,3.619,3.842,11727,374,0,372,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:48.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.9,3,0,0,145,0x03,27,0,0,11,-98,-111,1737.5,11.362,1737.538,69.171,0%,3.619,3.84,11728,375,0,373,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:49.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.6,3,0,0,-142,0x03,26,0,0,13,-98,-111,1737.62,10.981,1737.657,69.176,0%,3.621,3.842,11729,376,0,374,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:50.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.3,3,0,0,140,0x03,27,0,0,12,-100,-111,1737.71,10.726,1737.746,54.951,0%,3.621,3.84,11730,377,0,375,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:51.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.2,3,0,0,-169,0x03,27,0,0,12,-101,-111,1737.8,10.67,1737.837,48.978,0%,3.62,3.827,11731,378,0,376,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:52.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.2,3,0,0,57,0x03,26,0,0,14,-102,-111,1737.93,10.647,1737.959,43.655,0%,3.62,3.84,11732,379,0,377,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:53.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.2,3,0,0,51,0x03,26,0,0,12,-104,-111,1738.08,10.601,1738.11,34.679,0%,3.626,3.842,11733,380,0,378,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:54.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.2,3,0,0,-50,0x03,27,0,0,17,-103,-111,1738.11,10.634,1738.141,38.911,0%,3.626,3.84,11734,381,0,379,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:55.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.3,3,0,0,-10,0x03,27,0,0,10,-105,-111,1738.08,10.716,1738.111,30.908,0%,3.62,3.842,11735,382,0,380,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:56.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.5,3,0,0,-129,0x03,27,0,0,11,-105,-111,1737.99,10.972,1738.022,30.906,0%,3.62,3.84,11736,383,0,381,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:57.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.5,3,0,0,12,0x03,26,0,0,13,-105,-111,1737.96,10.89,1737.991,30.906,0%,3.624,3.842,11737,384,0,382,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:58.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.5,3,0,0,143,0x03,28,0,0,13,-105,-111,1737.99,10.936,1738.021,30.906,0%,3.624,3.84,11738,385,0,383,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,09:59.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.4,3,0,0,103,0x03,28,0,0,17,-103,-111,1737.99,10.798,1738.02,38.909,0%,3.618,3.841,11739,386,0,384,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:00.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.3,3,0,0,173,0x03,27,0,0,14,-103,-111,1738.05,10.703,1738.081,38.91,0%,3.618,3.84,11740,387,0,385,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:01.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.1,3,0,0,46,0x03,26,0,0,15,-114,-111,1738.05,10.552,1738.08,10.966,0%,3.626,3.828,11741,388,0,386,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:02.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.5,3,0,0,173,0x03,26,0,0,13,-112,-111,1738.08,10.968,1738.113,13.806,0%,3.626,3.839,11742,389,0,387,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:03.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.4,3,0,0,-66,0x03,28,0,0,13,-108,-111,1738.08,10.804,1738.112,21.881,0%,3.618,3.842,11743,390,0,388,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:04.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.3,3,0,0,-88,0x03,28,0,0,15,-110,-111,1738.08,10.775,1738.112,17.381,0%,3.618,3.838,11744,391,0,389,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:05.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.6,3,0,0,-71,0x03,28,0,0,14,-113,-111,1738.05,10.985,1738.082,12.304,0%,3.623,3.842,11745,392,0,390,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:06.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.7,3,0,0,177,0x03,27,0,0,14,-106,-111,1737.99,11.086,1738.022,27.545,0%,3.623,3.84,11746,393,0,391,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:07.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.9,3,0,0,48,0x03,28,0,0,13,-112,-111,1737.99,11.283,1738.024,13.805,0%,3.622,3.828,11747,394,0,392,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:08.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4571.2,3,0,0,-41,0x03,27,0,0,14,-112,-111,1737.96,11.615,1737.995,13.805,0%,3.622,3.84,11748,395,0,393,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:10.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4571,3,0,0,-77,0x03,27,0,0,14,-105,-111,1737.96,11.421,1737.994,30.906,0%,3.621,3.828,11750,396,0,394,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:11.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.6,3,0,0,63,0x03,27,0,0,13,-106,-111,1737.93,11.001,1737.961,27.544,0%,3.619,3.84,11751,397,0,395,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:12.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4570.3,3,0,0,57,0x03,27,0,0,11,-100,-111,1737.99,10.758,1738.02,54.96,0%,3.619,3.828,11752,398,0,396,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:13.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4569.9,3,0,0,-98,0x03,27,0,0,13,-102,-111,1738.02,10.296,1738.048,43.657,0%,3.62,3.839,11753,399,0,397,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:14.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4569.3,3,0,0,180,0x03,28,0,0,11,-99,-111,1738.05,9.712,1738.075,61.668,0%,3.62,3.841,11754,400,0,398,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:15.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4568.7,3,0,0,-165,0x03,26,0,0,12,-109,-111,1738.05,9.17,1738.072,19.501,0%,3.618,3.84,11755,401,0,399,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:16.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4568.4,3,0,0,-61,0x03,26,0,0,13,-108,-111,1738.05,8.839,1738.07,21.881,0%,3.618,3.828,11756,402,0,400,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:17.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4567.8,3,0,0,133,0x03,27,0,0,10,-110,-111,1738.08,8.258,1738.098,17.381,0%,3.622,3.84,11757,403,0,401,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:18.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4567.3,3,0,0,-85,0x03,27,0,0,14,-108,-111,1738.11,7.714,1738.126,21.881,0%,3.622,3.84,11758,404,0,402,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:19.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4567.2,3,0,0,7,0x03,27,0,0,10,-106,-111,1738.08,7.596,1738.095,27.547,0%,3.623,3.839,11759,405,0,403,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:20.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4567.5,3,0,0,0,0x03,27,0,0,11,-108,-110,1738.02,7.911,1738.035,21.88,0%,3.623,3.842,11760,406,0,404,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:21.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4567.7,3,0,0,68,0x03,27,0,0,11,-106,-110,1737.96,8.137,1737.976,27.545,0%,3.622,3.84,11761,407,0,405,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:22.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4567.8,3,0,0,72,0x03,27,0,0,10,-106,-110,1737.99,8.203,1738.006,27.545,0%,3.622,3.828,11762,408,0,406,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:23.5,32.94811,-106.91582,4559.6,32.94751,-106.9102,4567.9,3,0,0,-122,0x03,27,0,0,12,-113,-110,1737.93,8.321,1737.946,12.304,0%,3.62,3.839,11763,409,0,407,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:24.4,32.94811,-106.91582,4559.6,32.94753,-106.9102,4567.6,3,0,0,-157,0x03,26,0,0,12,-117,-110,1736.8,8.002,1736.814,7.758,0%,3.62,3.828,11764,410,0,408,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:25.4,32.94811,-106.91582,4559.6,32.94753,-106.9102,4567.6,3,0,0,-131,0x03,27,0,0,14,-98,-110,1736.8,7.989,1736.814,69.143,0%,3.622,3.838,11765,411,0,409,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:26.4,32.94811,-106.91582,4559.6,32.94753,-106.9102,4567.3,3,0,0,40,0x03,26,0,0,13,-98,-110,1736.83,7.766,1736.844,69.144,0%,3.622,3.84,11766,412,0,410,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:27.4,32.94811,-106.91582,4559.6,32.94753,-106.9102,4567.2,3,0,0,21,0x03,27,0,0,13,-103,-110,1736.64,7.612,1736.66,38.879,0%,3.62,3.839,11767,413,0,411,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:28.4,32.94811,-106.91582,4559.6,32.94753,-106.9102,4566.8,3,0,0,32,0x03,27,0,0,14,-100,-110,1736.49,7.212,1736.506,54.913,0%,3.62,3.841,11768,414,0,412,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:29.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4566.3,3,0,0,35,0x03,27,0,0,13,-97,-110,1737.5,6.756,1737.514,77.611,0%,3.619,3.84,11769,415,0,413,0,,0,0,0,0,0,-50,0
GPS_GS0469,22/06/2024,10:30.4,32.94811,-106.91582,4559.6,32.94751,-106.9102,4565.9,3,0,0,-50,0x03,27,0,0,13,-104,-110,1737.44,6.323,1737.451,34.666,0%,3.619,3.842,11770,416,0,414,0,,0,0,0,0,0,-50,0
