Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-0.00047,-0.09321,-9.32062,0.09321,9.32062,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46599.88038,26999.7313,53.46254,0.10656,NaN,245.24967,NaN,0.00027,26848.688,21.9744,-0.00013,1.31185,-1.31185,1.22862,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00317
0.02,-0.00046,-0.09245,-9.24483,0.09245,9.24483,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46599.61168,26999.4626,53.46234,0.10656,NaN,245.24933,NaN,0.00027,26630.37399,25.506,-0.00013,1.31496,-1.31496,1.23173,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00426
0.03,-0.00046,-0.09169,-9.16904,0.09169,9.16904,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46599.34298,26999.1939,53.46214,0.10656,NaN,245.24899,NaN,0.00027,26412.05747,29.0376,-0.00012,1.31811,-1.31811,1.23488,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00513
0.04,-0.00045,-0.09093,-9.09325,0.09093,9.09325,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46599.07429,26998.9252,53.46194,0.10656,NaN,245.24865,NaN,0.00027,26193.73842,32.5692,-0.00012,1.3213,-1.3213,1.23806,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00597
0.05,-0.00045,-0.09017,-9.01746,0.09017,9.01746,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46598.80559,26998.65651,53.46174,0.10656,NaN,245.24831,NaN,0.00026,25975.41686,36.1008,-0.00012,1.32452,-1.32452,1.24129,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00668
0.06,-0.00045,-0.08942,-8.94167,0.08942,8.94167,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46598.53689,26998.38781,53.46154,0.10656,NaN,245.24797,NaN,0.00026,25757.09278,39.6324,-0.00012,1.32778,-1.32778,1.24455,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00725
0.07,-0.00044,-0.08866,-8.86587,0.08866,8.86587,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46598.26819,26998.11911,53.46133,0.10656,NaN,245.24763,NaN,0.00026,25538.76619,43.164,-0.00012,1.33109,-1.33109,1.24786,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.0078
0.08,-0.00044,-0.0879,-8.79008,0.0879,8.79008,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46597.99949,26997.85041,53.46113,0.10656,NaN,245.24729,NaN,0.00026,25320.43707,46.6956,-0.00012,1.33444,-1.33444,1.25121,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00835
0.09,-0.00044,-0.08714,-8.71429,0.08714,8.71429,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46597.73079,26997.58171,53.46093,0.10656,NaN,245.24695,NaN,0.00026,25102.10544,50.2272,-0.00011,1.33783,-1.33783,1.2546,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00901
0.1,-0.00043,-0.08638,-8.63849,0.08638,8.63849,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46597.46209,26997.31301,53.46073,0.10656,NaN,245.24661,NaN,0.00025,24883.77129,53.7588,-0.00011,1.34126,-1.34126,1.25803,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.00957
0.11,-0.00039,-0.07872,-7.87179,0.07872,7.87179,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46594.61047,26994.46139,53.45859,0.10656,NaN,245.24301,NaN,0.00023,22675.39333,89.4797,-0.0001,1.37868,-1.37868,1.29544,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.01033
0.12,-0.00032,-0.06414,-6.41411,0.06414,6.41411,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46591.75886,26991.60977,53.45645,0.10655,NaN,245.23941,NaN,0.00019,18476.588,157.38991,-0.00007,1.46725,-1.46725,1.38401,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.01104
0.13,-0.00025,-0.04956,-4.95626,0.04956,4.95626,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46588.90724,26988.75816,53.45431,0.10655,NaN,245.23581,NaN,0.00015,14277.26863,225.30011,-0.00004,1.5923,-1.5923,1.50907,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.01181
0.14,-0.00017,-0.03498,-3.49823,0.03498,3.49823,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46586.05562,26985.90654,53.45217,0.10655,NaN,245.2322,NaN,0.0001,10077.43505,293.21032,-0.00002,1.79009,-1.79009,1.70686,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.01254
0.15,-0.0001,-0.0204,-2.04002,0.0204,2.04002,0,0,0,0,0,0,28.61,-80.6,9.79218,180,0,0,0,46583.204,26983.05492,53.45003,0.10654,NaN,245.2286,NaN,0.00006,5877.08717,361.12053,-0.00001,1.79306,-1.79306,1.70982,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.01309
0.16,-0.00003,-0.00582,-0.58163,0.00582,0.58163,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46580.35238,26980.2033,53.44789,0.10654,NaN,245.225,NaN,0.00002,1676.2249,429.03073,0,1.79306,1.79306,1.70982,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,0,15,1013.25,340.3889,0.01,0.01388
0.17,0.00004,0.00877,0.87694,0.00877,0.87694,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46577.50076,26977.35168,53.44575,0.10654,NaN,245.22139,NaN,0.00003,2525.15184,496.94094,0,1.79306,1.79306,1.70982,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,0,15,1013.24999,340.3889,0.01,0.01475
0.18,0.00025,0.03212,2.33569,0.03212,2.33569,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46574.64914,26974.50006,53.44361,0.10653,NaN,245.21779,NaN,0.00009,9252.19427,564.85114,0.00002,1.79306,1.79306,1.70982,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,0,15,1013.24997,340.3889,0.01,0.01561
0.19,0.00076,0.07006,3.79461,0.07006,3.79461,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46571.79753,26971.64844,53.44147,0.10653,NaN,245.21418,NaN,0.00021,20181.63928,632.76135,0.00008,1.42799,1.42799,1.34476,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,0,15,1013.24991,340.3889,0.01,0.01653
0.2,0.00172,0.12259,5.25372,0.12259,5.25372,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46568.94591,26968.79683,53.43933,0.10653,NaN,245.21057,NaN,0.00036,35313.99677,700.67156,0.0002,1.21395,1.21395,1.13072,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00002,15.24,182.41469,90,0,0,14.99999,1013.2498,340.38889,0.01,0.01733
0.21,0.00329,0.19165,6.90701,0.19165,6.90701,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46561.43341,26961.28433,53.43369,0.10652,NaN,245.20107,NaN,0.00056,55205.62614,777.53855,0.00044,1.07771,1.07771,0.99448,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00002,15.24,182.41469,90,0,0,14.99998,1013.24961,340.38889,0.01,0.018
0.22,0.00566,0.28121,8.95812,0.28121,8.95812,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46552.75569,26952.60661,53.42717,0.10651,NaN,245.19009,NaN,0.00083,81005.26373,872.87894,0.00087,0.9795,0.9795,0.89627,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00004,15.24,182.41469,90,0,0,14.99996,1013.24934,340.38888,0.01,0.01859
0.23,0.00902,0.39141,11.02202,0.39141,11.02202,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46544.07797,26943.92889,53.42065,0.1065,NaN,245.17911,NaN,0.00115,112749.3299,968.77912,0.00155,0.90604,0.90604,0.82281,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00005,15.24,182.41469,90,0,0,14.99994,1013.24894,340.38886,0.01,0.01946
0.24,0.01359,0.52226,13.08668,0.52226,13.08668,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46535.40025,26935.25117,53.41413,0.10649,NaN,245.16812,NaN,0.00153,150440.2091,1064.6793,0.00259,0.8491,0.8491,0.76587,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00007,15.24,182.41469,90,0,0,14.99991,1013.24841,340.38885,0.01,0.02058
0.25,0.01957,0.67376,15.1521,0.67376,15.1521,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46526.72253,26926.57345,53.40762,0.10648,NaN,245.15713,NaN,0.00198,194080.0752,1160.57948,0.00408,0.80358,0.80358,0.72035,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00009,15.24,182.41469,90,0,0,14.99987,1013.2477,340.38882,0.01,0.02167
0.26,0.02717,0.84592,17.21828,0.84592,17.21828,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46518.04481,26917.89573,53.40109,0.10647,NaN,245.14614,NaN,0.00249,243671.0905,1256.47966,0.00613,0.76627,0.76627,0.68304,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00011,15.24,182.41469,90,0,0,14.99982,1013.24681,340.38879,0.01,0.02239
0.27,0.03659,1.03874,19.28521,1.03874,19.28521,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46509.36709,26909.21801,53.39457,0.10646,NaN,245.13514,NaN,0.00305,299215.4039,1352.37985,0.00886,0.73503,0.73503,0.6518,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00013,15.24,182.41469,90,0,0,14.99976,1013.24571,340.38876,0.01,0.02326
0.28,0.04805,1.25224,21.3529,1.25224,21.3529,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46500.68937,26900.54029,53.38805,0.10645,NaN,245.12413,NaN,0.00368,360715.1497,1448.28003,0.01241,0.70842,0.70842,0.62519,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00016,15.24,182.41469,90,0,0,14.99969,1013.24437,340.38871,0.01,0.0239
0.29,0.06174,1.48642,23.42134,1.48642,23.42134,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46492.01165,26891.86257,53.38153,0.10643,NaN,245.11313,NaN,0.00437,428172.4457,1544.18021,0.01692,0.68542,0.68542,0.60219,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00019,15.24,182.41469,90,0,0,14.9996,1013.24276,340.38866,0.01,0.02488
0.3,0.07788,1.7413,25.49053,1.7413,25.49053,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46483.33393,26883.18485,53.375,0.10642,NaN,245.10211,NaN,0.00512,501589.3917,1640.08039,0.02254,0.6653,0.6653,0.58206,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00022,15.24,182.41469,90,0,0,14.99949,1013.24087,340.38859,0.01,0.02557
0.31,0.09664,2.01021,26.89644,2.01021,26.89644,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46470.9937,26870.84462,53.36572,0.10641,NaN,245.08645,NaN,0.00591,579050.8686,1704.98583,0.02925,0.6479,0.6479,0.56466,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00026,15.24,182.41469,90,0,0,14.99937,1013.23867,340.38852,0.01,0.02624
0.32,0.1181,2.28348,27.33151,2.28348,27.33151,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46458.24651,26858.09743,53.35613,0.10639,NaN,245.07025,NaN,0.00671,657765.2404,1724.73842,0.03688,0.6331,0.6331,0.54987,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00029,15.24,182.41469,90,0,0,14.99923,1013.23615,340.38843,0.01,0.02697
0.33,0.14233,2.56101,27.75856,2.56101,27.75856,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46445.49933,26845.35025,53.34654,0.10638,NaN,245.05405,NaN,0.00752,737709.0437,1744.10836,0.04545,0.62028,0.62028,0.53704,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00033,15.24,182.41469,90,0,0,14.99907,1013.23331,340.38834,0.01,0.02757
0.34,0.16934,2.84282,28.18583,2.84282,28.18583,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46432.75215,26832.60306,53.33694,0.10636,NaN,245.03784,NaN,0.00835,818882.9897,1763.4783,0.05499,0.60899,0.60899,0.52575,0.04054,0.04269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00036,15.24,182.41469,90,0,0,14.9989,1013.23014,340.38823,0.01,0.02812
0.35,0.1992,3.1289,28.61331,3.1289,28.61331,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46420.00496,26819.85588,53.32735,0.10635,NaN,245.02162,NaN,0.00919,901287.6319,1782.84824,0.06551,0.59894,0.59894,0.5157,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,15.24,182.41469,90,0,0,14.99871,1013.22664,340.38812,0.01,0.02867
0.36,0.23194,3.41926,29.041,3.41926,29.041,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46407.25778,26807.1087,53.31775,0.10633,NaN,245.0054,NaN,0.01005,984923.5201,1802.21818,0.07705,0.58989,0.58989,0.50665,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00044,15.24,182.41469,90,0,0,14.99849,1013.2228,340.38799,0.01,0.02923
0.37,0.26761,3.7139,29.4689,3.7139,29.4689,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46394.51059,26794.36151,53.30815,0.10632,NaN,244.98916,NaN,0.01091,1069791.2,1821.58812,0.08964,0.58167,0.58167,0.49843,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00048,15.24,182.41469,90,0,0,14.99826,1013.21861,340.38785,0.01,0.02978
0.38,0.30624,4.01281,29.89702,4.01281,29.89702,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46381.76341,26781.61433,53.29854,0.1063,NaN,244.97291,NaN,0.01179,1155891.214,1840.95806,0.1033,0.57415,0.57415,0.49091,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00051,15.24,182.41469,90,0,0,14.99801,1013.21408,340.38769,0.01,0.03033
0.39,0.34789,4.31601,30.32534,4.31601,30.32534,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46369.01623,26768.86715,53.28893,0.10629,NaN,244.95666,NaN,0.01268,1243224.099,1860.32801,0.11805,0.56724,0.56724,0.48399,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00055,15.24,182.41469,90,0,0,14.99774,1013.2092,340.38753,0.01,0.03092
0.4,0.39258,4.6235,30.75388,4.6235,30.75388,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46356.26904,26756.11996,53.27933,0.10627,NaN,244.9404,NaN,0.01358,1331790.39,1879.69795,0.13395,0.56084,0.56084,0.47758,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00059,15.24,182.41469,90,0,0,14.99745,1013.20396,340.38735,0.01,0.03147
0.41,0.44037,4.93424,31.08035,4.93424,31.08035,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46343.03263,26742.88355,53.26935,0.10626,NaN,244.9235,NaN,0.0145,1421295.145,1894.30769,0.15094,0.5549,0.5549,0.47165,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00063,15.24,182.41469,90,0,0,14.99714,1013.19835,340.38717,0.01,0.03202
0.42,0.49127,5.24528,31.10941,5.24528,31.10941,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46329.58655,26729.43747,53.2592,0.10624,NaN,244.90633,NaN,0.01541,1510882.719,1895.12255,0.16889,0.54943,0.54943,0.46617,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00067,15.24,182.41469,90,0,0,14.99681,1013.19238,340.38696,0.01,0.03257
0.43,0.54528,5.55642,31.1196,5.55642,31.1196,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46316.14047,26715.99139,53.24906,0.10622,NaN,244.88914,NaN,0.01632,1600498.495,1895.0631,0.18776,0.54435,0.54435,0.46109,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00071,15.24,182.41469,90,0,0,14.99646,1013.18605,340.38675,0.01,0.03311
0.44,0.6024,5.86766,31.12976,5.86766,31.12976,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46302.69439,26702.54531,53.23891,0.10621,NaN,244.87195,NaN,0.01724,1690142.457,1895.00365,0.20757,0.53963,0.53963,0.45636,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00075,15.24,182.41469,90,0,0,14.99608,1013.17935,340.38653,0.01,0.03367
0.45,0.66263,6.179,31.13992,6.179,31.13992,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46289.24831,26689.09923,53.22876,0.10619,NaN,244.85474,NaN,0.01815,1779814.502,1894.94419,0.2283,0.53521,0.53521,0.45195,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00079,15.24,182.41469,90,0,0,14.99569,1013.17228,340.38629,0.01,0.03424
0.46,0.72598,6.49044,31.15006,6.49044,31.15006,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46275.80223,26675.65315,53.21861,0.10618,NaN,244.83753,NaN,0.01907,1869514.524,1894.88474,0.24994,0.53107,0.53107,0.4478,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00083,15.24,182.41469,90,0,0,14.99528,1013.16485,340.38604,0.01,0.03479
0.47,0.79244,6.80199,31.16019,6.80199,31.16019,0,0,0,0,0,0,28.61,-80.6,9.79218,0,0,0,0,46262.35616,26662.20708,53.20846,0.10616,NaN,244.8203,NaN,0.01998,1959242.421,1894.82528,0.2725,0.52718,0.52718,0.44391,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00087,15.24,182.41469,90,0,0,14.99485,1013.15706,340.38578,0.01,0.03542
0.48,0.86202,7.11364,31.1703,7.11364,31.1703,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46248.91008,26648.761,53.1983,0.10614,NaN,244.80307,NaN,0.0209,2048998.09,1894.76583,0.29596,0.52351,0.52351,0.44023,0.04057,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00091,15.24,182.41469,90,0,0,14.9944,1013.1489,340.3855,0.01,0.03638
0.49,0.93471,7.42538,31.1804,7.42538,31.1804,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46235.464,26635.31492,53.18814,0.10613,NaN,244.78582,NaN,0.02181,2138781.426,1894.70637,0.32033,0.52003,0.52003,0.43675,0.04057,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00095,15.24,182.41469,90,0,0,14.99392,1013.14037,340.38522,0.01,0.03728
0.5,1.01053,7.73723,31.19049,7.73723,31.19049,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46222.01792,26621.86884,53.17797,0.10611,NaN,244.76857,NaN,0.02273,2228592.327,1894.64692,0.3456,0.51674,0.51674,0.43345,0.04057,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00099,15.24,182.41469,90,0,0,14.99343,1013.13148,340.38492,0.01,0.03786
0.51,1.08946,8.04922,31.20511,8.04922,31.20511,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46208.55625,26608.40717,53.1678,0.10609,NaN,244.75128,NaN,0.02365,2318443.784,1894.7973,0.37176,0.51361,0.51361,0.43032,0.04057,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00103,15.24,182.41469,90,0,0,14.99292,1013.12222,340.38461,0.01,0.03842
0.52,1.17151,8.36146,31.2291,8.36146,31.2291,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46195.09068,26594.94159,53.15761,0.10608,NaN,244.73398,NaN,0.02456,2408362.716,1895.38048,0.39883,0.51063,0.51063,0.42734,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00107,15.24,182.41469,90,0,0,14.99239,1013.1126,340.38429,0.01,0.03897
0.53,1.25669,8.67394,31.25337,8.67394,31.25337,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46181.6251,26581.47602,53.14743,0.10606,NaN,244.71667,NaN,0.02548,2498349.859,1895.97678,0.42681,0.50779,0.50779,0.42449,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00111,15.24,182.41469,90,0,0,14.99183,1013.10261,340.38395,0.01,0.03952
0.54,1.34499,8.98666,31.27763,8.98666,31.27763,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46168.15953,26568.01045,53.13724,0.10605,NaN,244.69935,NaN,0.0264,2588405.133,1896.57307,0.45568,0.50507,0.50507,0.42177,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00115,15.24,182.41469,90,0,0,14.99126,1013.09225,340.3836,0.01,0.04007
0.55,1.43642,9.29962,31.30189,9.29962,31.30189,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46154.69396,26554.54488,53.12705,0.10603,NaN,244.68202,NaN,0.02732,2678528.456,1897.16936,0.48546,0.50247,0.50247,0.41916,0.04059,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00119,15.24,182.41469,90,0,0,14.99066,1013.08153,340.38324,0.01,0.04073
0.56,1.53099,9.61282,31.32614,9.61282,31.32614,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46141.22839,26541.07931,53.11685,0.10601,NaN,244.66468,NaN,0.02824,2768719.748,1897.76566,0.51613,0.49998,0.49998,0.41666,0.04059,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00123,15.24,182.41469,90,0,0,14.99005,1013.07044,340.38287,0.01,0.04151
0.57,1.62868,9.92627,31.35039,9.92627,31.35039,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46127.76282,26527.61374,53.10665,0.106,NaN,244.64733,NaN,0.02916,2858978.928,1898.36195,0.5477,0.49758,0.49758,0.41426,0.04059,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00127,15.24,182.41469,90,0,0,14.98941,1013.05898,340.38248,0.01,0.04237
0.58,1.72951,10.23996,31.37463,10.23996,31.37463,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46114.29725,26514.14817,53.09645,0.10598,NaN,244.62997,NaN,0.03008,2949305.915,1898.95825,0.58016,0.49528,0.49528,0.41195,0.0406,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00131,15.24,182.41469,90,0,0,14.98876,1013.04716,340.38209,0.01,0.04324
0.59,1.83348,10.55389,31.39886,10.55389,31.39886,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46100.83168,26500.6826,53.08625,0.10596,NaN,244.6126,NaN,0.03101,3039700.628,1899.55454,0.61351,0.49307,0.49307,0.40973,0.0406,0.04274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00135,15.24,182.41469,90,0,0,14.98808,1013.03496,340.38168,0.01,0.04414
0.6,1.94059,10.86807,31.42309,10.86807,31.42309,0,0,0,0,0,0,28.61,-80.6,9.79217,0,0,0,0,46087.36611,26487.21703,53.07605,0.10595,NaN,244.59522,NaN,0.03193,3130162.985,1900.15084,0.64776,0.49093,0.49093,0.40759,0.0406,0.04274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00139,15.24,182.41469,90,0,0,14.98739,1013.0224,340.38126,0.01,0.04501
