Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
70.62,2609.67014,-205.16411,-3.93471,205.19656,3.97438,-109.51982,0.07464,109.51984,179.96095,3.64938,0.56015,28.61,-80.60112,9.78413,0.3641,0,0.70574,-0.0014,31600.14908,12000,39.7428,0.08856,275.41622,217.31501,3.81242,0.6216,47909446.55,0,185.00854,0.50878,0.50899,0.38059,0.06763,0.06056,0.0406,0.155,0.00038,0,0,0,0,0.00006,0.02627,15.24,182.41469,-89.34506,-179.94167,0,-1.96286,736.79268,330.10941,0.05,0.82239
70.67,2599.40703,-205.3604,-3.91712,205.39236,3.9476,-109.70161,0.07457,109.70164,179.96105,3.62301,0.48961,28.61,-80.60112,9.78416,0.3058,0,1.27741,-0.00236,31600.14908,12000,39.7428,0.08856,275.72121,217.31501,3.83243,0.62212,47995202.87,0,185.55084,0.50884,0.50898,0.38056,0.06768,0.06059,0.0339,0.12979,-0.00023,0,0,0,0,0.00021,0.0263,15.24,182.41469,-89.29484,-179.95343,0,-1.89615,737.73154,330.14984,0.05,0.82291
70.72,2589.13412,-205.55581,-3.89925,205.58735,3.91872,-109.88219,0.0745,109.88221,179.96115,3.60094,0.39017,28.61,-80.60113,9.78419,0.22297,0,1.72886,-0.00164,31600.14908,12000,39.7428,0.08856,276.15702,217.31501,3.86102,0.62263,48080845.63,0,186.08994,0.50889,0.50897,0.38054,0.06774,0.06062,0.02452,0.09411,0.00013,0,0,0,0,0.00038,0.02632,15.24,182.41469,-89.21888,-179.96688,0,-1.82937,738.67131,330.1903,0.05,0.82347
70.77,2578.85146,-205.75032,-3.88072,205.78154,3.89022,-110.0618,0.07443,110.06182,179.96125,3.58437,0.27165,28.61,-80.60113,9.78422,0.12281,0,2.02214,-0.00439,31600.14908,12000,39.7428,0.08856,276.69203,217.31501,3.89613,0.62314,48166373.07,0,186.63376,0.50895,0.50897,0.38051,0.06779,0.06065,0.01337,0.05107,-0.00002,0,0,0,0,0.00052,0.02635,15.24,182.41469,-89.12418,-179.97956,0,-1.76253,739.61196,330.2308,0.05,0.82414
70.82,2568.5591,-205.94387,-3.86131,205.97488,3.86405,-110.24073,0.07436,110.24075,179.96135,3.57397,0.14541,28.61,-80.60113,9.78425,0.01415,0,2.13968,-0.04076,31600.14908,12000,39.7428,0.08856,277.28421,217.31501,3.93499,0.62365,48251777.62,0,187.18845,0.50901,0.50901,0.38049,0.06784,0.06068,0.00152,0.00551,0.00015,0,0,0,0,0.00058,0.02637,15.24,182.41469,-89.01921,-179.98948,0,-1.69563,740.55351,330.27135,0.05,0.82466
70.87,2558.25709,-206.13643,-3.84101,206.16734,3.84107,-110.4193,0.07429,110.41932,179.96145,3.56989,0.02011,28.61,-80.60113,9.78429,0.09388,0,-2.06836,-0.00408,31600.14908,12000,39.7428,0.08856,276.86333,217.31501,3.90737,0.62416,48337048.3,0,187.75633,0.50906,0.50908,0.38046,0.06789,0.06071,0.01019,0.04052,0.00048,0,0,0,0,-0.00054,0.0264,15.24,182.41469,-88.91317,180,0,-1.62867,741.49593,330.31193,0.05,0.82517
70.92,2547.94547,-206.32796,-3.8201,206.35888,3.82133,-110.59782,0.07422,110.59785,179.96155,3.57191,0.09693,28.61,-80.60113,9.78432,0.19212,0,-1.81624,-0.00478,31600.14908,12000,39.7428,0.08856,276.35219,217.31501,3.87383,0.62466,48422174.1,0,188.33501,0.50912,0.50918,0.38044,0.06794,0.06074,0.02106,0.08219,-0.00031,0,0,0,0,-0.00042,0.02642,15.24,182.41469,-88.81535,179.99497,0,-1.56165,742.43924,330.35254,0.05,0.82569
70.97,2537.62431,-206.51844,-3.79915,206.54946,3.80413,-110.77658,0.07415,110.77661,179.96165,3.57935,0.19472,28.61,-80.60113,9.78435,0.27226,0,-1.41174,-0.00225,31600.14908,12000,39.7428,0.08856,275.94437,217.31501,3.84707,0.62516,48507147.35,0,188.91838,0.50917,0.50929,0.38041,0.06799,0.06077,0.03009,0.1158,-0.00007,0,0,0,0,-0.00025,0.02645,15.24,182.41469,-88.73412,179.99018,0,-1.49456,743.38341,330.3932,0.05,0.82622
71.02,2527.29365,-206.70789,-3.77884,206.73908,3.78805,-110.95583,0.07408,110.95585,179.96175,3.59099,0.2639,28.61,-80.60114,9.78438,0.3278,0,-0.88447,-0.00084,31600.14908,12000,39.7428,0.08856,275.66814,217.31501,3.82895,0.62566,48591965.93,0,189.49893,0.50923,0.5094,0.38039,0.06804,0.0608,0.03644,0.13995,-0.00025,0,0,0,0,-0.0001,0.02647,15.24,182.41469,-88.67639,179.98736,0,-1.42741,744.32846,330.43389,0.05,0.82675
71.07,2516.95354,-206.89635,-3.75977,206.92775,3.77154,-111.13572,0.07401,111.13575,179.96184,3.60521,0.29762,28.61,-80.60114,9.78441,0.35432,0,-0.28899,0.00082,31600.14908,12000,39.7428,0.08856,275.54168,217.31501,3.82065,0.62615,48676633.79,0,190.0701,0.50928,0.50948,0.38036,0.0681,0.06082,0.03949,0.15137,-0.00032,0,0,0,0,-0.00001,0.0265,15.24,182.41469,-88.64702,179.98532,0,-1.3602,745.27437,330.47462,0.05,0.82727
71.12,2506.60403,-207.08389,-3.74225,207.11553,3.75368,-111.31636,0.07395,111.31638,179.96194,3.62015,0.29265,28.61,-80.60114,9.78444,0.34992,0,0.33389,-0.00005,31600.14908,12000,39.7428,0.08856,275.57222,217.31501,3.82265,0.62664,48761159.19,0,190.62849,0.50934,0.50953,0.38034,0.06815,0.06085,0.03899,0.14945,0.00048,0,0,0,0,0.00001,0.02652,15.24,182.41469,-88.64837,179.98482,0,-1.29293,746.22114,330.51539,0.05,0.82778
71.17,2496.24516,-207.2706,-3.72608,207.30245,3.73445,-111.49772,0.07388,111.49774,179.96203,3.63386,0.24991,28.61,-80.60114,9.78448,0.31547,0,0.91905,-0.00225,31600.14908,12000,39.7428,0.08856,275.75583,217.31501,3.8347,0.62713,48846723.58,0,191.17943,0.50939,0.50955,0.38031,0.0682,0.06088,0.03503,0.1345,-0.0002,0,0,0,0,0.00011,0.02654,15.24,182.41469,-88.68018,179.98815,0,-1.22559,747.1867,330.55619,0.05,0.82829
71.22,2485.87698,-207.45652,-3.71075,207.48853,3.71483,-111.67969,0.07382,111.67972,179.96213,3.64457,0.17413,28.61,-80.60114,9.78451,0.25436,0,1.42191,0.00047,31600.14908,12000,39.7428,0.08856,276.07824,217.31501,3.85585,0.62762,48934224.02,0,191.73094,0.50944,0.50955,0.38029,0.06825,0.06091,0.02807,0.10755,-0.00011,0,0,0,0,0.00025,0.02657,15.24,182.41469,-88.73944,179.99284,0,-1.1582,748.18467,330.59703,0.05,0.82882
71.27,2475.49952,-207.64168,-3.69588,207.67377,3.69661,-111.8621,0.07376,111.86212,179.96222,3.65082,0.07348,28.61,-80.60115,9.78454,0.17243,0,1.80028,0.00172,31600.14908,12000,39.7428,0.08856,276.51392,217.31501,3.88444,0.6281,49021602.78,0,192.28179,0.5095,0.50954,0.38027,0.0683,0.06094,0.01887,0.07275,-0.00048,0,0,0,0,0.0004,0.02659,15.24,182.41469,-88.82081,179.99957,0,-1.09075,749.18354,330.63791,0.05,0.82934
71.32,2465.11282,-207.8261,-3.68085,207.85818,3.68109,-112.04469,0.0737,112.04471,179.96231,3.65161,0.04221,28.61,-80.60115,9.78457,0.07688,0,2.01916,0.00295,31600.14908,12000,39.7428,0.08856,277.02987,217.31501,3.9183,0.62858,49108856.28,0,192.83866,0.50955,0.50956,0.38024,0.06834,0.06096,0.00833,0.03226,0.00023,0,0,0,0,0.00051,0.02661,15.24,182.41469,-88.91715,-179.99268,0,-1.02323,750.1833,330.67882,0.05,0.82987
71.37,2454.71693,-208.00976,-3.66514,208.04172,3.66872,-112.22716,0.07363,112.22719,179.96241,3.64646,0.16199,28.61,-80.60115,9.7846,0.02364,0,-2.06507,0.0025,31600.14908,12000,39.7428,0.08856,277.32541,217.31501,3.93769,0.62906,49195976.63,0,193.406,0.5096,0.50961,0.38022,0.06839,0.06099,0.00255,0.01072,-0.00031,0,0,0,0,-0.00053,0.02664,15.24,182.41469,-89.02007,-179.98141,0,-0.95566,751.18394,330.71977,0.05,0.83039
71.42,2444.31186,-208.19261,-3.6486,208.22434,3.65923,-112.40923,0.07357,112.40926,179.9625,3.63536,0.27875,28.61,-80.60115,9.78464,0.12033,0,-1.93243,0.00372,31600.14908,12000,39.7428,0.08856,276.81406,217.31501,3.90414,0.62953,49282953.95,0,193.98436,0.50966,0.50968,0.38019,0.06844,0.06102,0.0131,0.0518,-0.00034,0,0,0,0,-0.00046,0.02666,15.24,182.41469,-89.12073,-179.96656,0,-0.88803,752.18547,330.76076,0.05,0.83091
71.47,2433.89768,-208.37461,-3.63128,208.40603,3.65146,-112.5906,0.07351,112.59063,179.96259,3.61869,0.38332,28.61,-80.60115,9.78467,0.20484,0,-1.63987,0.00114,31600.14908,12000,39.7428,0.08856,276.37645,217.31501,3.87542,0.63,49369779.45,0,194.57023,0.50971,0.50978,0.38017,0.06849,0.06105,0.0225,0.08708,-0.00017,0,0,0,0,-0.00033,0.02668,15.24,182.41469,-89.21063,-179.94767,0,-0.82033,753.18787,330.80178,0.05,0.83144
71.52,2423.47442,-208.55573,-3.61342,208.58675,3.64329,-112.77102,0.07345,112.77105,179.96268,3.59732,0.46557,28.61,-80.60116,9.7847,0.26989,0,-1.20945,-0.00099,31600.14908,12000,39.7428,0.08856,276.0465,217.31501,3.85377,0.63047,49456448.2,0,195.15748,0.50976,0.50988,0.38015,0.06854,0.06107,0.02984,0.11546,-0.00031,0,0,0,0,-0.00018,0.02671,15.24,182.41469,-89.2823,-179.9266,0,-0.75258,754.19115,330.84283,0.05,0.83196
71.57,2413.04212,-208.73595,-3.59533,208.76652,3.63234,-112.95028,0.07338,112.9503,179.96278,3.57258,0.51718,28.61,-80.60116,9.78473,0.30995,0,-0.68587,-0.00039,31600.14908,12000,39.7428,0.08856,275.84857,217.31501,3.84078,0.63094,49542960.6,0,195.73951,0.50981,0.50997,0.38012,0.06859,0.0611,0.03441,0.13174,0.00005,0,0,0,0,-0.00006,0.02673,15.24,182.41469,-89.32988,-179.9083,0,-0.68477,755.19529,330.88393,0.05,0.83249
71.62,2402.60084,-208.91526,-3.5773,208.94536,3.61682,-113.12825,0.07331,113.12827,179.96287,3.54614,0.5332,28.61,-80.60116,9.78476,0.32196,0,-0.11121,0.00002,31600.14908,12000,39.7428,0.08856,275.79498,217.31501,3.83727,0.6314,49629321.93,0,196.31159,0.50987,0.51003,0.3801,0.06864,0.06113,0.03579,0.13775,-0.00013,0,0,0,0,0,0.02675,15.24,182.41469,-89.34977,-179.89829,0,-0.61691,756.2003,330.92506,0.05,0.83304
71.67,2392.15061,-209.09368,-3.55941,209.12331,3.59606,-113.3049,0.07324,113.30492,179.96297,3.51985,0.51207,28.61,-80.60116,9.7848,0.30514,0,0.45877,-0.00015,31600.14908,12000,39.7428,0.08856,275.88891,217.31501,3.84343,0.63186,49715540.23,0,196.87221,0.50992,0.51006,0.38008,0.06868,0.06116,0.03387,0.13006,-0.0004,0,0,0,0,0.00003,0.02678,15.24,182.41469,-89.34076,-179.89788,0,-0.54898,757.20618,330.96622,0.05,0.83357
71.72,2381.69148,-209.27121,-3.54158,209.3004,3.57089,-113.48027,0.07316,113.48029,179.96306,3.49551,0.45656,28.61,-80.60116,9.78483,0.26151,0,0.9737,0.00364,31600.14908,12000,39.7428,0.08856,276.12131,217.31501,3.85868,0.63231,49801623.19,0,197.4237,0.50997,0.51008,0.38006,0.06873,0.06118,0.0289,0.11097,0.00018,0,0,0,0,0.00012,0.0268,15.24,182.41469,-89.30438,-179.90342,0,-0.48099,758.21291,331.00742,0.05,0.8341
71.77,2371.2235,-209.44784,-3.52355,209.47666,3.54321,-113.65451,0.07308,113.65453,179.96316,3.47469,0.37271,28.61,-80.60116,9.78486,0.19532,0,1.39238,0.00405,31600.14908,12000,39.7428,0.08856,276.47373,217.31501,3.88181,0.63277,49887575.23,0,197.97122,0.51002,0.51008,0.38003,0.06878,0.06121,0.02144,0.08308,0.00031,0,0,0,0,0.00024,0.02682,15.24,182.41469,-89.24453,-179.9154,0,-0.41295,759.22049,331.04865,0.05,0.83461
71.82,2360.74671,-209.62356,-3.50503,209.65209,3.51537,-113.82782,0.073,113.82784,179.96325,3.45861,0.26943,28.61,-80.60117,9.78489,0.11287,0,1.67414,0.00594,31600.14908,12000,39.7428,0.08856,276.9174,217.31501,3.91092,0.63322,49973395.89,0,198.52102,0.51007,0.51009,0.38001,0.06883,0.06124,0.01229,0.04816,-0.00025,0,0,0,0,0.00034,0.02684,15.24,182.41469,-89.16709,-179.93276,0,-0.34485,760.22892,331.08992,0.05,0.83513
71.87,2350.26116,-209.79833,-3.48585,209.82666,3.48938,-114.00046,0.07292,114.00048,179.96335,3.44797,0.15698,28.61,-80.60117,9.78492,0.02177,0,1.79708,0.02557,31600.14908,12000,39.7428,0.08856,277.4156,217.31501,3.94361,0.63367,50059079.86,0,199.07824,0.51012,0.51012,0.37999,0.06887,0.06126,0.00235,0.00892,-0.00035,0,0,0,0,0.00039,0.02687,15.24,182.41469,-89.07951,-179.94962,0,-0.2767,761.23819,331.13122,0.05,0.83585
71.92,2339.7669,-209.97213,-3.46599,210.00036,3.46628,-114.17271,0.07284,114.17273,179.96345,3.44299,0.04452,28.61,-80.60117,9.78496,0.06977,0,-1.74814,0.00647,31600.14908,12000,39.7428,0.08856,277.16383,217.31501,3.92709,0.63411,50144618.76,0,199.64512,0.51017,0.51018,0.37997,0.06892,0.06129,0.00756,0.02966,0.0003,0,0,0,0,-0.00037,0.02689,15.24,182.41469,-88.9901,-179.96473,0,-0.20848,762.2483,331.17256,0.05,0.8367
71.97,2329.26397,-210.14492,-3.44568,210.17313,3.44621,-114.34485,0.07275,114.34487,179.96355,3.44348,0.06049,28.61,-80.60117,9.78499,0.15335,0,-1.54292,0.00513,31600.14908,12000,39.7428,0.08856,276.72562,217.31501,3.89833,0.63455,50230003.91,0,200.22014,0.51022,0.51026,0.37994,0.06897,0.06131,0.01677,0.06565,-0.00031,0,0,0,0,-0.00029,0.02691,15.24,182.41469,-88.90715,-179.97613,0,-0.14022,763.25925,331.21393,0.05,0.83735
72.02,2318.75242,-210.3167,-3.42537,210.34497,3.42857,-114.51714,0.07267,114.51716,179.96364,3.44883,0.14797,28.61,-80.60117,9.78502,0.22156,0,-1.193,0.00187,31600.14908,12000,39.7428,0.08856,276.37496,217.31501,3.87532,0.63499,50315229.05,0,200.79871,0.51027,0.51035,0.37992,0.06901,0.06134,0.02439,0.09456,-0.00018,0,0,0,0,-0.00017,0.02693,15.24,182.41469,-88.83829,-179.98655,0,-0.07189,764.27102,331.25533,0.05,0.83787
72.07,2308.23231,-210.48747,-3.40561,210.51587,3.41203,-114.6898,0.07258,114.68982,179.96374,3.45793,0.20932,28.61,-80.60117,9.78505,0.26854,0,-0.73681,0.00327,31600.14908,12000,39.7428,0.08856,276.13856,217.31501,3.85981,0.63543,50400292.3,0,201.37498,0.51032,0.51044,0.3799,0.06906,0.06137,0.02971,0.11443,-0.00037,0,0,0,0,-0.00007,0.02695,15.24,182.41469,-88.78979,180,0,-0.00351,765.28362,331.29677,0.05,0.83839
72.12,2297.70369,-210.65727,-3.38685,210.68584,3.39522,-114.86297,0.0725,114.86299,179.96384,3.46928,0.23816,28.61,-80.60118,9.78509,0.29023,0,-0.21627,0.00192,31600.14908,12000,39.7428,0.08856,276.03419,217.31501,3.85296,0.63586,50485196.51,0,201.94381,0.51037,0.5105,0.37988,0.0691,0.06139,0.03218,0.12429,0.00002,0,0,0,0,-0.00001,0.02698,15.24,182.41469,-88.76595,179.99837,0,0.06493,766.29704,331.33825,0.05,0.83896
72.17,2287.1666,-210.82617,-3.36936,210.85491,3.37731,-115.03673,0.07241,115.03676,179.96393,3.48119,0.23166,28.61,-80.60118,9.78512,0.28498,0,0.32092,0.00062,31600.14908,12000,39.7428,0.08856,276.06865,217.31501,3.85523,0.63629,50569947.95,0,202.50259,0.51042,0.51055,0.37986,0.06915,0.06142,0.03158,0.12173,0.0003,0,0,0,0,0.00001,0.027,15.24,182.41469,-88.76885,179.99515,0,0.13342,767.31127,331.37975,0.05,0.83948
72.22,2276.62109,-210.99423,-3.35304,211.02312,3.35848,-115.21107,0.07233,115.21109,179.96403,3.4919,0.19105,28.61,-80.60118,9.78515,0.25383,0,0.82624,0.00054,31600.14908,12000,39.7428,0.08856,276.23705,217.31501,3.86628,0.63672,50654553.78,0,203.05216,0.51047,0.51057,0.37983,0.06919,0.06144,0.02804,0.1086,0.00004,0,0,0,0,0.00008,0.02702,15.24,182.41469,-88.79805,179.99646,0,0.20196,768.32632,331.42129,0.05,0.84
72.27,2266.06719,-211.16149,-3.33758,211.1905,3.33977,-115.38588,0.07225,115.3859,179.96412,3.49979,0.12099,28.61,-80.60118,9.78518,0.2,0,1.25564,-0.00153,31600.14908,12000,39.7428,0.08856,276.52504,217.31501,3.88517,0.63715,50739019.23,0,203.59627,0.51052,0.51058,0.37981,0.06924,0.06147,0.02198,0.08478,0.0002,0,0,0,0,0.00019,0.02704,15.24,182.41469,-88.85076,180,0,0.27056,769.34217,331.46286,0.05,0.84052
72.32,2255.50495,-211.328,-3.32246,211.35704,3.32259,-115.56098,0.07217,115.561,179.96422,3.50359,0.02891,28.61,-80.60118,9.78522,0.12865,0,1.56569,-0.00037,31600.14908,12000,39.7428,0.08856,276.9092,217.31501,3.91038,0.63757,50823345.59,0,204.14027,0.51057,0.51059,0.37979,0.06928,0.06149,0.01404,0.05455,-0.00008,0,0,0,0,0.00029,0.02706,15.24,182.41469,-88.92198,-179.98892,0,0.33922,770.35882,331.50447,0.05,0.84105
72.37,2244.9344,-211.49374,-3.30718,211.52274,3.30804,-115.73615,0.07209,115.73617,179.96431,3.50242,0.07544,28.61,-80.60119,9.78525,0.04677,0,1.73023,-0.00519,31600.14908,12000,39.7428,0.08856,277.35585,217.31501,3.93969,0.63799,50907529.68,0,204.68926,0.51061,0.51062,0.37977,0.06933,0.06152,0.00506,0.01924,0.00049,0,0,0,0,0.00036,0.02708,15.24,182.41469,-89.00507,-179.97593,0,0.40793,771.37627,331.5461,0.05,0.84158
72.42,2234.35559,-211.65871,-3.29137,211.68758,3.29642,-115.91113,0.07201,115.91115,179.96441,3.49593,0.18227,28.61,-80.60119,9.78528,0.03798,0,-1.73393,-0.00335,31600.14908,12000,39.7428,0.08856,277.41081,217.31501,3.94329,0.63841,50991564.95,0,205.24617,0.51066,0.51066,0.37975,0.06937,0.06154,0.00411,0.01683,0.00026,0,0,0,0,-0.00036,0.0271,15.24,182.41469,-89.09239,-179.95711,0,0.47669,772.39452,331.58777,0.05,0.8421
72.47,2223.76855,-211.82287,-3.27493,211.85152,3.28725,-116.08566,0.07192,116.08568,179.9645,3.48418,0.28437,28.61,-80.60119,9.78531,0.11765,0,-1.58481,-0.00382,31600.14908,12000,39.7428,0.08856,276.98972,217.31501,3.91566,0.63882,51075443.77,0,205.81072,0.51071,0.51073,0.37973,0.06942,0.06157,0.01282,0.0504,-0.00048,0,0,0,0,-0.0003,0.02713,15.24,182.41469,-89.17601,-179.93701,0,0.5455,773.41357,331.62948,0.05,0.84261
72.52,2213.17332,-211.98619,-3.2579,212.01455,3.27912,-116.25947,0.07184,116.25949,179.96459,3.46764,0.37238,28.61,-80.60119,9.78535,0.18495,0,-1.29365,-0.00182,31600.14908,12000,39.7428,0.08856,276.64046,217.31501,3.89275,0.63923,51159159.94,0,206.37954,0.51076,0.51081,0.37971,0.06946,0.06159,0.0203,0.07931,-0.00028,0,0,0,0,-0.0002,0.02715,15.24,182.41469,-89.24844,-179.91809,0,0.61437,774.4334,331.67121,0.05,0.84313
72.57,2202.56994,-212.14866,-3.2405,212.17666,3.26988,-116.43236,0.07175,116.43238,179.96469,3.44725,0.43733,28.61,-80.60119,9.78538,0.23376,0,-0.89125,-0.00109,31600.14908,12000,39.7428,0.08856,276.39212,217.31501,3.87645,0.63964,51242710.72,0,206.94759,0.5108,0.51089,0.37969,0.0695,0.06161,0.02578,0.10023,0.0004,0,0,0,0,-0.00009,0.02717,15.24,182.41469,-89.30334,-179.90129,0,0.6833,775.45401,331.71298,0.05,0.84365
72.62,2191.95847,-212.31024,-3.22295,212.33786,3.2574,-116.60415,0.07167,116.60417,179.96479,3.42434,0.4725,28.61,-80.60119,9.78541,0.25977,0,-0.41765,0.00141,31600.14908,12000,39.7428,0.08856,276.26408,217.31501,3.86805,0.64004,51326097.64,0,207.51002,0.51085,0.51096,0.37967,0.06955,0.06164,0.02873,0.11083,-0.00023,0,0,0,0,-0.00002,0.02719,15.24,182.41469,-89.3361,-179.8919,0,0.75227,776.4754,331.75478,0.05,0.84417
72.67,2181.33893,-212.47095,-3.20543,212.49816,3.24036,-116.77477,0.07157,116.7748,179.96488,3.40051,0.47453,28.61,-80.6012,9.78544,0.261,0,0.08433,-0.00059,31600.14908,12000,39.7428,0.08856,276.26473,217.31501,3.86809,0.64045,51409325.61,0,208.06392,0.5109,0.511,0.37965,0.06959,0.06166,0.02887,0.11163,-0.00005,0,0,0,0,0,0.02721,15.24,182.41469,-89.34423,-179.89043,0,0.8213,777.49757,331.79661,0.05,0.84471
72.72,2170.71139,-212.63079,-3.18795,212.65761,3.21864,-116.94422,0.07148,116.94424,179.96498,3.37743,0.44346,28.61,-80.6012,9.78548,0.23765,0,0.56405,-0.0027,31600.14908,12000,39.7428,0.08856,276.39298,217.31501,3.87651,0.64085,51492400.86,0,208.60923,0.51094,0.51103,0.37963,0.06963,0.06168,0.02623,0.10144,0.00007,0,0,0,0,0.00004,0.02723,15.24,182.41469,-89.32762,-179.89915,0,0.89038,778.52051,331.83847,0.05,0.84532
72.77,2160.07587,-212.78975,-3.17039,212.81622,3.19345,-117.11256,0.07138,117.11258,179.96508,3.35666,0.38309,28.61,-80.6012,9.78551,0.19236,0,0.98095,-0.00247,31600.14908,12000,39.7428,0.08856,276.63682,217.31501,3.89251,0.64124,51575328.43,0,209.14875,0.51099,0.51105,0.37961,0.06968,0.06171,0.02113,0.08224,-0.00018,0,0,0,0,0.00011,0.02725,15.24,182.41469,-89.2884,-179.91746,0,0.95951,779.54422,331.88036,0.05,0.84584
72.82,2149.43242,-212.94782,-3.15254,212.97401,3.16679,-117.27994,0.07128,117.27996,179.96518,3.33953,0.30009,28.61,-80.6012,9.78554,0.12967,0,1.29097,-0.0035,31600.14908,12000,39.7428,0.08856,276.97531,217.31501,3.91472,0.64164,51658110.14,0,209.68701,0.51103,0.51106,0.37959,0.06972,0.06173,0.01416,0.05504,0.00029,0,0,0,0,0.0002,0.02727,15.24,182.41469,-89.23087,-179.94097,0,1.02869,780.56869,331.92229,0.05,0.84637
72.87,2138.7811,-213.105,-3.13424,213.13096,3.14084,-117.44658,0.07118,117.44661,179.96527,3.32693,0.20357,28.61,-80.6012,9.78557,0.05597,0,1.46957,-0.00743,31600.14908,12000,39.7428,0.08856,277.37756,217.31501,3.94111,0.64203,51740743.83,0,210.22868,0.51108,0.51109,0.37957,0.06976,0.06176,0.00606,0.02397,-0.00001,0,0,0,0,0.00026,0.02729,15.24,182.41469,-89.16104,-179.96461,0,1.09792,781.59392,331.96424,0.05,0.8469
72.92,2128.12194,-213.26124,-3.11542,213.28707,3.11713,-117.61272,0.07108,117.61274,179.96537,3.3193,0.10303,28.61,-80.6012,9.78561,0.02173,0,-1.50269,-0.01485,31600.14908,12000,39.7428,0.08856,277.57023,217.31501,3.95375,0.64242,51823224.05,0,210.77674,0.51113,0.51113,0.37955,0.0698,0.06178,0.00235,0.00992,-0.00046,0,0,0,0,-0.00027,0.02731,15.24,182.41469,-89.08597,-179.98446,0,1.16721,782.6199,332.00623,0.05,0.84742
72.97,2117.45499,-213.41653,-3.09618,213.4423,3.09619,-117.7786,0.07098,117.77862,179.96547,3.31665,0.00603,28.61,-80.60121,9.78564,0.09585,0,-1.38595,-0.00034,31600.14908,12000,39.7428,0.08856,277.17667,217.31501,3.92793,0.64281,51905544.02,0,211.33142,0.51117,0.51118,0.37953,0.06984,0.0618,0.01043,0.04162,0.00031,0,0,0,0,-0.00023,0.02733,15.24,182.41469,-89.01314,180,0,1.23654,783.64663,332.04824,0.05,0.84795
73.02,2106.7803,-213.57086,-3.07682,213.59664,3.07783,-117.94446,0.07088,117.94448,179.96557,3.31858,0.07893,28.61,-80.60121,9.78567,0.15953,0,-1.13475,-0.00184,31600.14908,12000,39.7428,0.08856,276.84424,217.31501,3.90612,0.64319,51987697.84,0,211.89018,0.51121,0.51125,0.37951,0.06988,0.06182,0.01747,0.06869,0.00009,0,0,0,0,-0.00015,0.02735,15.24,182.41469,-88.94966,179.99108,0,1.30593,784.67411,332.09029,0.05,0.84846
73.07,2096.09792,-213.72422,-3.05775,213.75007,3.06109,-118.11052,0.07078,118.11054,179.96566,3.32427,0.14283,28.61,-80.60121,9.7857,0.20667,0,-0.77402,-0.00007,31600.14908,12000,39.7428,0.08856,276.60267,217.31501,3.89027,0.64357,52069682.51,0,212.44871,0.51126,0.51133,0.37949,0.06993,0.06185,0.02274,0.08842,-0.00045,0,0,0,0,-0.00007,0.02737,15.24,182.41469,-88.90169,179.98703,0,1.37536,785.70233,332.13237,0.05,0.84898
73.12,2085.4079,-213.87664,-3.03939,213.9026,3.04467,-118.27693,0.07069,118.27695,179.96576,3.33247,0.17929,28.61,-80.60121,9.78574,0.2332,0,-0.337,-0.00137,31600.14908,12000,39.7428,0.08856,276.47068,217.31501,3.88161,0.64395,52151498.76,0,213.0027,0.5113,0.51139,0.37947,0.06997,0.06187,0.02573,0.09985,-0.00008,0,0,0,0,-0.00001,0.02739,15.24,182.41469,-88.87379,179.98747,0,1.44485,786.73128,332.17448,0.05,0.8495
73.17,2074.71027,-214.02817,-3.02198,214.05426,3.02761,-118.44378,0.07059,118.4438,179.96585,3.34172,0.18447,28.61,-80.60121,9.78577,0.23676,0,0.12725,-0.0019,31600.14908,12000,39.7428,0.08856,276.45873,217.31501,3.88082,0.64432,52233150.49,0,213.5493,0.51135,0.51144,0.37945,0.07001,0.06189,0.02614,0.10152,0.00046,0,0,0,0,0,0.02741,15.24,182.41469,-88.8686,179.99099,0,1.51438,787.76097,332.21662,0.05,0.85003
