Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-0.00047,-0.09321,-9.32062,0.09321,9.32062,0,0,0,0,0,0,28.61,-80.6,9.79218,91.04908,0,0,0,46599.88038,26999.7313,53.46254,0.10656,NaN,245.24967,NaN,0.01496,1466430.037,21.9744,0,0.55209,-0.00001,0.46883,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.08991,15,1013.25,340.3889,0.01,0.00312
0.02,-0.00046,-0.09245,-9.24483,0.09245,9.24483,0,0,0,0,0,0,28.61,-80.6,9.79218,91.01438,0,0,0,46599.61168,26999.4626,53.46234,0.10656,NaN,245.24933,NaN,0.01534,1504258.395,25.506,0,0.54982,-0.00001,0.46656,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.22127,15,1013.25,340.3889,0.01,0.00414
0.03,-0.00046,-0.09169,-9.16904,0.09169,9.16904,0,0,0,0,0,0,28.61,-80.6,9.79218,90.98138,0,0,0,46599.34298,26999.1939,53.46214,0.10656,NaN,245.24899,NaN,0.01573,1542087.278,29.0376,0,0.54762,-0.00001,0.46436,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.35263,15,1013.25,340.3889,0.01,0.00488
0.04,-0.00045,-0.09093,-9.09325,0.09093,9.09325,0,0,0,0,0,0,28.61,-80.6,9.79218,90.94996,0,0,0,46599.07429,26998.9252,53.46194,0.10656,NaN,245.24865,NaN,0.01611,1579916.647,32.5692,0,0.54548,-0.00001,0.46222,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.48399,15,1013.25,340.3889,0.01,0.0057
0.05,-0.00045,-0.09017,-9.01746,0.09017,9.01746,0,0,0,0,0,0,28.61,-80.6,9.79218,90.92001,0,0,0,46598.80559,26998.65651,53.46174,0.10656,NaN,245.24831,NaN,0.0165,1617746.469,36.1008,0,0.54342,-0.00001,0.46015,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.61534,15,1013.25,340.3889,0.01,0.00692
0.06,-0.00045,-0.08942,-8.94167,0.08942,8.94167,0,0,0,0,0,0,28.61,-80.6,9.79218,90.92322,0,0,0,46598.53689,26998.38781,53.46154,0.10656,NaN,245.24797,NaN,0.0163,1598577.717,39.6324,0,0.54446,-0.00001,0.46119,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.5488,15,1013.25,340.3889,0.01,0.0081
0.07,-0.00044,-0.08866,-8.86588,0.08866,8.86588,0,0,0,0,0,0,28.61,-80.6,9.79218,90.9265,0,0,0,46598.26819,26998.11911,53.46133,0.10656,NaN,245.24763,NaN,0.01611,1579408.969,43.164,0,0.54551,-0.00001,0.46225,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.48226,15,1013.25,340.3889,0.01,0.00926
0.08,-0.00044,-0.0879,-8.79008,0.0879,8.79008,0,0,0,0,0,0,28.61,-80.6,9.79218,90.92987,0,0,0,46597.99949,26997.85041,53.46113,0.10656,NaN,245.24729,NaN,0.01591,1560240.227,46.6956,0,0.54658,-0.00001,0.46332,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.41572,15,1013.25,340.3889,0.01,0.01062
0.09,-0.00044,-0.08714,-8.71429,0.08714,8.71429,0,0,0,0,0,0,28.61,-80.6,9.79218,90.93332,0,0,0,46597.73079,26997.58171,53.46093,0.10656,NaN,245.24695,NaN,0.01572,1541071.49,50.2272,0,0.54767,-0.00001,0.46442,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.34918,15,1013.25,340.3889,0.01,0.01189
0.1,-0.00043,-0.08638,-8.63849,0.08638,8.63849,0,0,0,0,0,0,28.61,-80.6,9.79218,90.93685,0,0,0,46597.46209,26997.31301,53.46073,0.10656,NaN,245.24661,NaN,0.01552,1521902.759,53.7588,0,0.54878,-0.00001,0.46552,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.28264,15,1013.25,340.3889,0.01,0.01328
0.11,-0.00039,-0.07872,-7.87179,0.07872,7.87179,0,0,0,0,0,0,28.61,-80.6,9.79218,90.89218,0,0,0,46594.61047,26994.46139,53.45859,0.10656,NaN,245.24301,NaN,0.01485,1456264.356,89.4797,0,0.55271,-0.00001,0.46946,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,5.05486,15,1013.25,340.3889,0.01,0.0146
0.12,-0.00032,-0.06414,-6.41411,0.06414,6.41411,0,0,0,0,0,0,28.61,-80.6,9.79218,90.7613,0,0,0,46591.75886,26991.60977,53.45645,0.10655,NaN,245.23941,NaN,0.01418,1390599.051,157.38991,0,0.55688,0,0.47363,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,4.82709,15,1013.25,340.3889,0.01,0.01596
0.13,-0.00025,-0.04956,-4.95626,0.04956,4.95626,0,0,0,0,0,0,28.61,-80.6,9.79218,90.61742,0,0,0,46588.90724,26988.75816,53.45431,0.10655,NaN,245.23581,NaN,0.01351,1324941.717,225.30011,0,0.56131,0,0.47806,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,4.59932,15,1013.25,340.3889,0.01,0.01715
0.14,-0.00017,-0.03498,-3.49823,0.03498,3.49823,0,0,0,0,0,0,28.61,-80.6,9.79218,90.45851,0,0,0,46586.05562,26985.90654,53.45217,0.10655,NaN,245.2322,NaN,0.01284,1259293.605,293.21032,0,0.56603,0,0.48278,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,4.37155,15,1013.25,340.3889,0.01,0.01821
0.15,-0.0001,-0.0204,-2.04002,0.0204,2.04002,0,0,0,0,0,0,28.61,-80.6,9.79218,90.2821,0,0,0,46583.204,26983.05492,53.45003,0.10654,NaN,245.2286,NaN,0.01217,1193656.242,361.12053,0,0.57108,0,0.48784,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,4.14377,15,1013.25,340.3889,0.01,0.01962
0.16,-0.00003,-0.00582,-0.58163,0.00582,0.58163,0,0,0,0,0,0,28.61,-80.6,9.79218,90.07979,0,0,0,46580.35238,26980.2033,53.44789,0.10654,NaN,245.225,NaN,0.01228,1203742.631,429.03073,0,0.57028,0,0.48704,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,4.17883,15,1013.25,340.3889,0.01,0.02092
0.17,0.00004,0.00877,0.87694,0.00877,0.87694,0,0,0,0,0,0,28.61,-80.6,9.79218,89.88081,0,0,0,46577.50076,26977.35168,53.44575,0.10654,NaN,245.22139,NaN,0.01238,1213843.776,496.94094,0,0.56949,0,0.48624,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,4.2139,15,1013.24999,340.3889,0.01,0.02245
0.18,0.00025,0.03212,2.33569,0.03212,2.33569,0,0,0,0,0,0,28.61,-80.6,9.79218,89.56689,0,0,0,46574.64914,26974.50006,53.44361,0.10653,NaN,245.21779,NaN,0.01248,1223975.79,564.85114,0,0.56871,0,0.48546,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.24,182.41469,90,0,4.24896,15,1013.24997,340.3889,0.01,0.02329
0.19,0.00076,0.07006,3.79462,0.07006,3.79462,0,0,0,0,0,0,28.61,-80.6,9.79218,89.06306,0,0,0,46571.79753,26971.64844,53.44147,0.10653,NaN,245.21418,NaN,0.01259,1234205.478,632.76135,0,0.56792,0.00001,0.48467,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001,15.24,182.41469,90,0,4.28402,15,1013.24991,340.3889,0.01,0.02457
0.2,0.00172,0.12259,5.25372,0.12259,5.25372,0,0,0,0,0,0,28.61,-80.6,9.79218,88.37414,0,0,0,46568.94591,26968.79683,53.43933,0.10653,NaN,245.21057,NaN,0.01269,1244641.142,700.67156,0.00001,0.56713,0.00003,0.48388,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00002,15.24,182.41469,90,0,4.31908,14.99999,1013.2498,340.38889,0.01,0.02606
0.21,0.00329,0.19165,6.90702,0.19165,6.90702,0,0,0,0,0,0,28.61,-80.6,9.79218,87.53175,0,0,0,46561.43341,26961.28433,53.43369,0.10652,NaN,245.20107,NaN,0.01307,1281894.222,777.53855,0.00002,0.56437,0.00011,0.48112,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00002,15.24,182.41469,90,0,4.44602,14.99998,1013.24961,340.38889,0.01,0.027
0.22,0.00566,0.28121,8.95814,0.28121,8.95814,0,0,0,0,0,0,28.61,-80.6,9.79218,86.48103,0,0,0,46552.75569,26952.60661,53.42717,0.10651,NaN,245.19009,NaN,0.01346,1319758.078,872.87894,0.00007,0.56167,0.00032,0.47842,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00004,15.24,182.41469,90,0,4.57295,14.99996,1013.24934,340.38888,0.01,0.02769
0.23,0.00902,0.39141,11.02205,0.39141,11.02205,0,0,0,0,0,0,28.61,-80.6,9.79218,85.2393,0,0,0,46544.07797,26943.92889,53.42065,0.1065,NaN,245.17911,NaN,0.01386,1358521.258,968.77912,0.00019,0.55901,0.00077,0.47576,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00005,15.24,182.41469,90,0,4.69989,14.99994,1013.24894,340.38886,0.01,0.02834
0.24,0.01359,0.52226,13.08672,0.52226,13.08672,0,0,0,0,0,0,28.61,-80.6,9.79218,83.82465,0,0,0,46535.40025,26935.25117,53.41413,0.10649,NaN,245.16812,NaN,0.01426,1398514.029,1064.6793,0.00043,0.55637,0.00164,0.47311,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00007,15.24,182.41469,90,0,4.82683,14.99991,1013.24841,340.38885,0.01,0.02911
0.25,0.01957,0.67376,15.15217,0.67376,15.15217,0,0,0,0,0,0,28.61,-80.6,9.79218,82.25476,0,0,0,46526.72253,26926.57345,53.40762,0.10648,NaN,245.15713,NaN,0.01469,1440101.181,1160.57948,0.00088,0.55372,0.00317,0.47046,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00009,15.24,182.41469,90,0,4.95376,14.99987,1013.2477,340.38882,0.01,0.0299
0.26,0.02717,0.84592,17.21837,0.84592,17.21837,0,0,0,0,0,0,28.61,-80.6,9.79218,79.93856,0,0,0,46518.04481,26917.89573,53.40109,0.10647,NaN,245.14614,NaN,0.01422,1394767.905,1256.47966,0.00178,0.55661,0.00679,0.47336,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00011,15.24,182.41469,90,0,4.76753,14.99982,1013.24681,340.38879,0.01,0.03065
0.27,0.03659,1.03874,19.28533,1.03874,19.28533,0,0,0,0,0,0,28.61,-80.6,9.79218,77.22501,0,0,0,46509.36709,26909.21801,53.39457,0.10646,NaN,245.13514,NaN,0.0138,1353168.434,1352.37985,0.00334,0.55937,0.01354,0.47612,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00013,15.24,182.41469,90,0,4.5813,14.99976,1013.24571,340.38876,0.01,0.03137
0.28,0.04805,1.25225,21.35304,1.25225,21.35304,0,0,0,0,0,0,28.61,-80.6,9.79218,74.09668,0,0,0,46500.68937,26900.54029,53.38805,0.10645,NaN,245.12413,NaN,0.01343,1316411.397,1448.28003,0.0059,0.56191,0.02527,0.47866,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00016,15.24,182.41469,90,0,4.39507,14.99969,1013.24437,340.38871,0.01,0.03196
0.29,0.06174,1.48643,23.42149,1.48643,23.42149,0,0,0,0,0,0,28.61,-80.6,9.79218,70.5484,0,0,0,46492.01165,26891.86257,53.38153,0.10643,NaN,245.11313,NaN,0.01311,1285768.021,1544.18021,0.00988,0.56409,0.0444,0.48084,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00019,15.24,182.41469,90,0,4.20884,14.9996,1013.24276,340.38866,0.01,0.03262
0.3,0.07788,1.7413,25.49067,1.7413,25.49067,0,0,0,0,0,0,28.61,-80.6,9.79218,66.59324,0,0,0,46483.33393,26883.18485,53.375,0.10642,NaN,245.10211,NaN,0.01288,1262639.92,1640.08039,0.01581,0.56578,0.07366,0.48254,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00022,15.24,182.41469,90,0,4.02261,14.99949,1013.24087,340.38859,0.01,0.03324
0.31,0.09664,2.01022,26.89658,2.01022,26.89658,0,0,0,0,0,0,28.61,-80.6,9.79218,64.1152,0,0,0,46470.9937,26870.84462,53.36572,0.10641,NaN,245.08645,NaN,0.01353,1326391.108,1704.98583,0.02262,0.56121,0.09551,0.47796,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00026,15.24,182.41469,90,0,4.14268,14.99937,1013.23867,340.38852,0.01,0.03382
0.32,0.1181,2.28349,27.33164,2.28349,27.33164,0,0,0,0,0,0,28.61,-80.6,9.79218,61.82276,0,0,0,46458.24651,26858.09743,53.35613,0.10639,NaN,245.07025,NaN,0.01421,1392984.509,1724.73842,0.03091,0.55673,0.11829,0.47347,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00029,15.24,182.41469,90,0,4.26275,14.99923,1013.23615,340.38843,0.01,0.03441
0.33,0.14233,2.56102,27.75867,2.56102,27.75867,0,0,0,0,0,0,28.61,-80.6,9.79218,59.70087,0,0,0,46445.49933,26845.35025,53.34654,0.10638,NaN,245.05405,NaN,0.01491,1462222.241,1744.10836,0.04072,0.55235,0.14144,0.46909,0.04055,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00033,15.24,182.41469,90,0,4.38282,14.99907,1013.23331,340.38834,0.01,0.035
0.34,0.16935,2.84283,28.18589,2.84283,28.18589,0,0,0,0,0,0,28.61,-80.6,9.79218,57.73434,0,0,0,46432.75215,26832.60306,53.33694,0.10636,NaN,245.03784,NaN,0.01564,1533938.767,1763.4783,0.05212,0.54808,0.16452,0.46483,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00036,15.24,182.41469,90,0,4.50289,14.9989,1013.23014,340.38823,0.01,0.03554
0.35,0.1992,3.12891,28.61331,3.12891,28.61331,0,0,0,0,0,0,28.61,-80.6,9.79218,55.90904,0,0,0,46420.00496,26819.85588,53.32735,0.10635,NaN,245.02162,NaN,0.0164,1607988.955,1782.84824,0.06517,0.54394,0.18718,0.46068,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0004,15.24,182.41469,90,0,4.62296,14.99871,1013.22664,340.38812,0.01,0.03606
0.36,0.23194,3.41927,29.04089,3.41927,29.04089,0,0,0,0,0,0,28.61,-80.6,9.79218,52.90327,0,0,0,46407.25778,26807.1087,53.31775,0.10633,NaN,245.0054,NaN,0.01665,1632938.374,1802.21818,0.08228,0.5426,0.22915,0.45934,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00044,15.24,182.41469,90,0,4.52162,14.99849,1013.2228,340.38799,0.01,0.03658
0.37,0.26761,3.71391,29.46864,3.71391,29.46864,0,0,0,0,0,0,28.61,-80.6,9.79218,49.9632,0,0,0,46394.51059,26794.36151,53.30815,0.10632,NaN,244.98916,NaN,0.01696,1663031.594,1821.58812,0.10174,0.54102,0.27321,0.45776,0.04056,0.0427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00048,15.24,182.41469,90,0,4.42029,14.99826,1013.21861,340.38785,0.01,0.03709
0.38,0.30624,4.01282,29.89658,4.01282,29.89658,0,0,0,0,0,0,28.61,-80.6,9.79218,47.1043,0,0,0,46381.76341,26781.61433,53.29854,0.1063,NaN,244.97291,NaN,0.01732,1698180.112,1840.95806,0.12356,0.53922,0.31818,0.45595,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00051,15.24,182.41469,90,0,4.31896,14.99801,1013.21408,340.38769,0.01,0.03763
0.39,0.34789,4.31601,30.32471,4.31601,30.32471,0,0,0,0,0,0,28.61,-80.6,9.79218,44.33944,0,0,0,46369.01623,26768.86715,53.28893,0.10629,NaN,244.95666,NaN,0.01773,1738260.667,1860.32801,0.14766,0.53722,0.36292,0.45396,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00055,15.24,182.41469,90,0,4.21763,14.99774,1013.2092,340.38753,0.01,0.03824
0.4,0.39259,4.62349,30.75302,4.62349,30.75302,0,0,0,0,0,0,28.61,-80.6,9.79218,41.67866,0,0,0,46356.26904,26756.11996,53.27933,0.10627,NaN,244.9404,NaN,0.01819,1783122.108,1879.69795,0.17397,0.53505,0.40634,0.45179,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00059,15.24,182.41469,90,0,4.11629,14.99745,1013.20396,340.38735,0.01,0.03877
0.41,0.44037,4.93423,31.07933,4.93423,31.07933,0,0,0,0,0,0,28.61,-80.6,9.79218,40.84203,0,0,0,46343.03263,26742.88355,53.26935,0.10626,NaN,244.9235,NaN,0.01916,1878733.028,1894.30769,0.19822,0.53066,0.41706,0.44739,0.04056,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00063,15.24,182.41469,90,0,4.26543,14.99714,1013.19835,340.38717,0.01,0.03928
0.42,0.49127,5.24525,31.10822,5.24525,31.10822,0,0,0,0,0,0,28.61,-80.6,9.79218,40.08502,0,0,0,46329.58655,26729.43747,53.2592,0.10624,NaN,244.90633,NaN,0.02014,1974768.309,1895.12255,0.22392,0.52653,0.42642,0.44325,0.04057,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00067,15.24,182.41469,90,0,4.41457,14.99681,1013.19238,340.38696,0.01,0.03979
0.43,0.54528,5.55638,31.11823,5.55638,31.11823,0,0,0,0,0,0,28.61,-80.6,9.79218,39.39783,0,0,0,46316.14047,26715.99139,53.24906,0.10622,NaN,244.88914,NaN,0.02112,2071137.319,1895.0631,0.25103,0.52263,0.43459,0.43935,0.04057,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00071,15.24,182.41469,90,0,4.56371,14.99646,1013.18605,340.38675,0.01,0.04036
0.44,0.6024,5.86761,31.12821,5.86761,31.12821,0,0,0,0,0,0,28.61,-80.6,9.79218,38.77135,0,0,0,46302.69439,26702.54531,53.23891,0.10621,NaN,244.87195,NaN,0.02211,2167798.896,1895.00365,0.27954,0.51895,0.44176,0.43567,0.04057,0.04271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00075,15.24,182.41469,90,0,4.71285,14.99608,1013.17935,340.38653,0.01,0.04093
0.45,0.66263,6.17893,31.13817,6.17893,31.13817,0,0,0,0,0,0,28.61,-80.6,9.79218,38.19798,0,0,0,46289.24831,26689.09923,53.22876,0.10619,NaN,244.85474,NaN,0.0231,2264718.699,1894.94419,0.30944,0.51547,0.44805,0.43218,0.04057,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00079,15.24,182.41469,90,0,4.86199,14.99569,1013.17228,340.38629,0.01,0.04146
0.46,0.72598,6.49036,31.148,6.49036,31.148,0,0,0,0,0,0,28.61,-80.6,9.79218,36.31197,0,0,0,46275.80223,26675.65315,53.21861,0.10618,NaN,244.83753,NaN,0.02366,2320027.527,1894.88474,0.34526,0.51356,0.47636,0.43027,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00083,15.24,182.41469,90,0,4.76973,14.99528,1013.16485,340.38604,0.01,0.04199
0.47,0.79244,6.80188,31.15781,6.80188,31.15781,0,0,0,0,0,0,28.61,-80.6,9.79218,34.51527,0,0,0,46262.35616,26662.20708,53.20846,0.10616,NaN,244.8203,NaN,0.02425,2377753.876,1894.82528,0.38238,0.51163,0.50226,0.42834,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00087,15.24,182.41469,90,0,4.67747,14.99485,1013.15706,340.38578,0.01,0.0425
0.48,0.86202,7.1135,31.16761,7.1135,31.16761,0,0,0,0,0,0,28.61,-80.6,9.79217,32.80498,0,0,0,46248.91008,26648.761,53.1983,0.10614,NaN,244.80307,NaN,0.02486,2437728.895,1894.76583,0.42065,0.50969,0.52567,0.42639,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00091,15.24,182.41469,90,0,4.58521,14.9944,1013.1489,340.3855,0.01,0.04305
0.49,0.93471,7.42522,31.17738,7.42522,31.17738,0,0,0,0,0,0,28.61,-80.6,9.79217,31.17788,0,0,0,46235.464,26635.31492,53.18814,0.10613,NaN,244.78582,NaN,0.0255,2499793.545,1894.70637,0.45991,0.50775,0.54655,0.42444,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00095,15.24,182.41469,90,0,4.49295,14.99392,1013.14037,340.38522,0.01,0.04369
0.5,1.01052,7.73703,31.18715,7.73703,31.18715,0,0,0,0,0,0,28.61,-80.6,9.79217,29.6305,0,0,0,46222.01792,26621.86884,53.17797,0.10611,NaN,244.76857,NaN,0.02615,2563798.801,1894.64692,0.50002,0.5058,0.56492,0.4225,0.04058,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00099,15.24,182.41469,90,0,4.4007,14.99343,1013.13148,340.38492,0.01,0.04427
0.51,1.08945,8.04899,31.20146,8.04899,31.20146,0,0,0,0,0,0,28.61,-80.6,9.79217,28.23008,0,0,0,46208.55625,26608.40717,53.1678,0.10609,NaN,244.75128,NaN,0.02684,2631363.854,1894.7973,0.54073,0.50382,0.57994,0.42051,0.04059,0.04272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00103,15.24,182.41469,90,0,4.32127,14.99292,1013.12223,340.38461,0.01,0.04487
0.52,1.1715,8.36119,31.22514,8.36119,31.22514,0,0,0,0,0,0,28.61,-80.6,9.79217,26.89988,0,0,0,46195.09068,26594.94159,53.15761,0.10608,NaN,244.73398,NaN,0.02754,2700481.082,1895.38048,0.58212,0.50186,0.59278,0.41854,0.04059,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00107,15.24,182.41469,90,0,4.24185,14.99239,1013.1126,340.38429,0.01,0.04547
0.53,1.25668,8.67362,31.2491,8.67362,31.2491,0,0,0,0,0,0,28.61,-80.6,9.79217,25.63612,0,0,0,46181.6251,26581.47602,53.14743,0.10606,NaN,244.71667,NaN,0.02826,2771041.506,1895.97678,0.62407,0.49992,0.60354,0.4166,0.04059,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00111,15.24,182.41469,90,0,4.16243,14.99183,1013.10261,340.38395,0.01,0.04605
0.54,1.34498,8.9863,31.27307,8.9863,31.27307,0,0,0,0,0,0,28.61,-80.6,9.79217,24.4351,0,0,0,46168.15953,26568.01045,53.13724,0.10605,NaN,244.69935,NaN,0.029,2842944.017,1896.57307,0.66649,0.498,0.61237,0.41468,0.04059,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00115,15.24,182.41469,90,0,4.08301,14.99126,1013.09226,340.3836,0.01,0.04675
0.55,1.4364,9.29922,31.29704,9.29922,31.29704,0,0,0,0,0,0,28.61,-80.6,9.79217,23.29329,0,0,0,46154.69396,26554.54488,53.12705,0.10603,NaN,244.68202,NaN,0.02974,2916095.531,1897.16936,0.70928,0.49612,0.61939,0.41279,0.0406,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00119,15.24,182.41469,90,0,4.00358,14.99066,1013.08153,340.38324,0.01,0.04745
0.56,1.53096,9.61237,31.32116,9.61237,31.32116,0,0,0,0,0,0,28.61,-80.6,9.79217,20.08386,0,0,0,46141.22839,26541.07931,53.11685,0.10601,NaN,244.66468,NaN,0.03007,2947844.855,1897.76566,0.74588,0.49532,0.6374,0.41199,0.0406,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00123,15.24,182.41469,90,0,3.51456,14.99005,1013.07044,340.38287,0.01,0.04802
0.57,1.62865,9.92577,31.3455,9.92577,31.3455,0,0,0,0,0,0,28.61,-80.6,9.79217,16.95205,0,0,0,46127.76282,26527.61374,53.10665,0.106,NaN,244.64733,NaN,0.03049,2988695.877,1898.36195,0.77295,0.49431,0.6426,0.41097,0.0406,0.04273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00127,15.24,182.41469,90,0,3.02553,14.98941,1013.05899,340.38248,0.01,0.04881
0.58,1.72948,10.23941,31.37028,10.23941,31.37028,0,0,0,0,0,0,28.61,-80.6,9.79217,13.91321,0,0,0,46114.29725,26514.14817,53.09645,0.10598,NaN,244.62997,NaN,0.03099,3038288.056,1898.95825,0.78089,0.4931,0.62817,0.40977,0.0406,0.04274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00131,15.24,182.41469,90,0,2.5365,14.98876,1013.04716,340.38209,0.01,0.04942
0.59,1.83344,10.5533,31.39546,10.5533,31.39546,0,0,0,0,0,0,28.61,-80.6,9.79217,10.97971,0,0,0,46100.83168,26500.6826,53.08625,0.10596,NaN,244.6126,NaN,0.03158,3096208.506,1899.55454,0.77051,0.49173,0.59684,0.40839,0.0406,0.04274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00135,15.24,182.41469,90,0,2.04748,14.98808,1013.03497,340.38168,0.01,0.04999
