time,thrust
2.826,4506.2141
2.827,4506.0262
2.828,4505.8384
2.829,4505.6505
2.83,4505.4626
2.831,4505.2747
2.832,4505.0868
2.833,4504.8989
2.834,4504.711
2.835,4504.523
2.836,4504.3351
2.837,4504.1471
2.838,4503.9591
2.839,4503.7711
2.84,4503.5831
2.841,4503.3951
2.842,4503.2071
2.843,4503.0191
2.844,4502.831
2.845,4502.643
2.846,4502.4549
2.847,4502.2669
2.848,4502.0788
2.849,4501.8907
2.85,4501.7026
2.851,4501.5144
2.852,4501.3263
2.853,4501.1382
2.854,4500.95
2.855,4500.7619
2.856,4500.5737
2.857,4500.3855
2.858,4500.1973
2.859,4500.0091
2.86,4499.8209
2.861,4499.6326
2.862,4499.4444
2.863,4499.2561
2.864,4499.0679
2.865,4498.8796
2.866,4498.6913
2.867,4498.503
2.868,4498.3147
2.869,4498.1264
2.87,4497.9381
2.871,4497.7497
2.872,4497.5614
2.873,4497.373
2.874,4497.1846
2.875,4496.9962
2.876,4496.8079
2.877,4496.6194
2.878,4496.431
2.879,4496.2426
2.88,4496.0542
2.881,4495.8657
2.882,4495.6772
2.883,4495.4888
2.884,4495.3003
2.885,4495.1118
2.886,4494.9233
2.887,4494.7347
2.888,4494.5462
2.889,4494.3577
2.89,4494.1691
2.891,4493.9806
2.892,4493.792
2.893,4493.6034
2.894,4493.4148
2.895,4493.2262
2.896,4493.0376
2.897,4492.8489
2.898,4492.6603
2.899,4492.4716
2.9,4492.283
2.901,4492.0943
2.902,4491.9056
2.903,4491.7169
2.904,4491.5282
2.905,4491.3395
2.906,4491.1507
2.907,4490.962
2.908,4490.7732
2.909,4490.5845
2.91,4490.3957
2.911,4490.2069
2.912,4490.0181
2.913,4489.8293
2.914,4489.6405
2.915,4489.4516
2.916,4489.2628
2.917,4489.0739
2.918,4488.8851
2.919,4488.6962
2.92,4488.5073
2.921,4488.3184
2.922,4488.1295
2.923,4487.9406
2.924,4487.7516
2.925,4487.5627
2.926,4487.3737
2.927,4487.1848
2.928,4486.9958
2.929,4486.8068
2.93,4486.6178
2.931,4486.4288
2.932,4486.2398
2.933,4486.0507
2.934,4485.8617
2.935,4485.6726
2.936,4485.4836
2.937,4485.2945
2.938,4485.1054
2.939,4484.9163
2.94,4484.7272
2.941,4484.538
2.942,4484.3489
2.943,4484.1598
2.944,4483.9706
2.945,4483.7814
2.946,4483.5922
2.947,4483.403
2.948,4483.2138
2.949,4483.0246
2.95,4482.8354
2.951,4482.6462
2.952,4482.4569
2.953,4482.2677
2.954,4482.0784
2.955,4481.8891
2.956,4481.6998
2.957,4481.5105
2.958,4481.3212
2.959,4481.1319
2.96,4480.9425
2.961,4480.7532
2.962,4480.5638
2.963,4480.3744
2.964,4480.185
2.965,4479.9957
2.966,4479.8062
2.967,4479.6168
2.968,4479.4274
2.969,4479.238
2.97,4479.0485
2.971,4478.859
2.972,4478.6696
2.973,4478.4801
2.974,4478.2906
2.975,4478.1011
2.976,4477.9116
2.977,4477.722
2.978,4477.5325
2.979,4477.3429
2.98,4477.1534
2.981,4476.9638
2.982,4476.7742
2.983,4476.5846
2.984,4476.395
2.985,4476.2054
2.986,4476.0157
2.987,4475.8261
2.988,4475.6364
2.989,4475.4468
2.99,4475.2571
2.991,4475.0674
2.992,4474.8777
2.993,4474.688
2.994,4474.4983
2.995,4474.3085
2.996,4474.1188
2.997,4473.929
2.998,4473.7393
2.999,4473.5495
3,4473.3597
3.001,4473.1699
3.002,4472.9801
3.003,4472.7902
3.004,4472.6004
3.005,4472.4106
3.006,4472.2207
3.007,4472.0308
3.008,4471.8409
3.009,4471.6511
3.01,4471.4611
3.011,4471.2712
3.012,4471.0813
3.013,4470.8914
3.014,4470.7014
3.015,4470.5115
3.016,4470.3215
3.017,4470.1315
3.018,4469.9415
3.019,4469.7515
3.02,4469.5615
3.021,4469.3714
3.022,4469.1814
3.023,4468.9914
3.024,4468.8013
3.025,4468.6112
3.026,4468.4211
3.027,4468.231
3.028,4468.0409
3.029,4467.8508
3.03,4467.6607
3.031,4467.4705
3.032,4467.2804
3.033,4467.0902
3.034,4466.9
3.035,4466.7098
3.036,4466.5196
3.037,4466.3294
3.038,4466.1392
3.039,4465.949
3.04,4465.7587
3.041,4465.5685
3.042,4465.3782
3.043,4465.1879
3.044,4464.9976
3.045,4464.8073
3.046,4464.617
3.047,4464.4267
3.048,4464.2363
3.049,4464.046
3.05,4463.8556
3.051,4463.6653
3.052,4463.4749
3.053,4463.2845
3.054,4463.0941
3.055,4462.9037
3.056,4462.7132
3.057,4462.5228
3.058,4462.3323
3.059,4462.1419
3.06,4461.9514
3.061,4461.7609
3.062,4461.5704
3.063,4461.3799
3.064,4461.1894
3.065,4460.9989
3.066,4460.8083
3.067,4460.6178
3.068,4460.4272
3.069,4460.2366
3.07,4460.046
3.071,4459.8554
3.072,4459.6648
3.073,4459.4742
3.074,4459.2836
3.075,4459.0929
3.076,4458.9023
3.077,4458.7116
3.078,4458.5209
3.079,4458.3302
3.08,4458.1395
3.081,4457.9488
3.082,4457.7581
3.083,4457.5673
3.084,4457.3766
3.085,4457.1858
3.086,4456.995
3.087,4456.8043
3.088,4456.6135
3.089,4456.4227
3.09,4456.2318
3.091,4456.041
3.092,4455.8502
3.093,4455.6593
3.094,4455.4685
3.095,4455.2776
3.096,4455.0867
3.097,4454.8958
3.098,4454.7049
3.099,4454.514
3.1,4454.323
3.101,4454.1321
3.102,4453.9411
3.103,4453.7502
3.104,4453.5592
3.105,4453.3682
3.106,4453.1772
3.107,4452.9862
3.108,4452.7952
3.109,4452.6041
3.11,4452.4131
3.111,4452.222
3.112,4452.0309
3.113,4451.8399
3.114,4451.6488
3.115,4451.4577
3.116,4451.2665
3.117,4451.0754
3.118,4450.8843
3.119,4450.6931
3.12,4450.502
3.121,4450.3108
3.122,4450.1196
3.123,4449.9284
3.124,4449.7372
3.125,4449.546
3.126,4449.3547
3.127,4449.1635
3.128,4448.9722
3.129,4448.781
3.13,4448.5897
3.131,4448.3984
3.132,4448.2071
3.133,4448.0158
3.134,4447.8245
3.135,4447.6331
3.136,4447.4418
3.137,4447.2504
3.138,4447.059
3.139,4446.8677
3.14,4446.6763
3.141,4446.4849
3.142,4446.2934
3.143,4446.102
3.144,4445.9106
3.145,4445.7191
3.146,4445.5277
3.147,4445.3362
3.148,4445.1447
3.149,4444.9532
3.15,4444.7617
3.151,4444.5702
3.152,4444.3786
3.153,4444.1871
3.154,4443.9955
3.155,4443.804
3.156,4443.6124
3.157,4443.4208
3.158,4443.2292
3.159,4443.0376
3.16,4442.846
3.161,4442.6543
3.162,4442.4627
3.163,4442.271
3.164,4442.0793
3.165,4441.8877
3.166,4441.696
3.167,4441.5043
3.168,4441.3125
3.169,4441.1208
3.17,4440.9291
3.171,4440.7373
3.172,4440.5455
3.173,4440.3538
3.174,4440.162
3.175,4439.9702
3.176,4439.7784
3.177,4439.5865
3.178,4439.3947
3.179,4439.2029
3.18,4439.011
3.181,4438.8191
3.182,4438.6273
3.183,4438.4354
3.184,4438.2435
3.185,4438.0515
3.186,4437.8596
3.187,4437.6677
3.188,4437.4757
3.189,4437.2838
3.19,4437.0918
3.191,4436.8998
3.192,4436.7078
3.193,4436.5158
3.194,4436.3238
3.195,4436.1317
3.196,4435.9397
3.197,4435.7476
3.198,4435.5556
3.199,4435.3635
3.2,4435.1714
3.201,4434.9793
3.202,4434.7872
3.203,4434.5951
3.204,4434.4029
3.205,4434.2108
3.206,4434.0186
3.207,4433.8264
3.208,4433.6343
3.209,4433.4421
3.21,4433.2499
3.211,4433.0576
3.212,4432.8654
3.213,4432.6732
3.214,4432.4809
3.215,4432.2886
3.216,4432.0964
3.217,4431.9041
3.218,4431.7118
3.219,4431.5195
3.22,4431.3271
3.221,4431.1348
3.222,4430.9425
3.223,4430.7501
3.224,4430.5577
3.225,4430.3653
3.226,4430.1729
3.227,4429.9805
3.228,4429.7881
3.229,4429.5957
3.23,4429.4033
3.231,4429.2108
3.232,4429.0183
3.233,4428.8259
3.234,4428.6334
3.235,4428.4409
3.236,4428.2484
3.237,4428.0558
3.238,4427.8633
3.239,4427.6707
3.24,4427.4782
3.241,4427.2856
3.242,4427.093
3.243,4426.9004
3.244,4426.7078
3.245,4426.5152
3.246,4426.3226
3.247,4426.13
3.248,4425.9373
3.249,4425.7446
3.25,4425.552
3.251,4425.3593
3.252,4425.1666
3.253,4424.9739
3.254,4424.7811
3.255,4424.5884
3.256,4424.3957
3.257,4424.2029
3.258,4424.0101
3.259,4423.8173
3.26,4423.6245
3.261,4423.4317
3.262,4423.2389
3.263,4423.0461
3.264,4422.8533
3.265,4422.6604
3.266,4422.4675
3.267,4422.2747
3.268,4422.0818
3.269,4421.8889
3.27,4421.696
3.271,4421.503
3.272,4421.3101
3.273,4421.1172
3.274,4420.9242
3.275,4420.7312
3.276,4420.5382
3.277,4420.3452
3.278,4420.1522
3.279,4419.9592
3.28,4419.7662
3.281,4419.5732
3.282,4419.3801
3.283,4419.187
3.284,4418.994
3.285,4418.8009
3.286,4418.6078
3.287,4418.4147
3.288,4418.2215
3.289,4418.0284
3.29,4417.8352
3.291,4417.6421
3.292,4417.4489
3.293,4417.2557
3.294,4417.0625
3.295,4416.8693
3.296,4416.6761
3.297,4416.4829
3.298,4416.2896
3.299,4416.0964
3.3,4415.9031
3.301,4415.7098
3.302,4415.5166
3.303,4415.3233
3.304,4415.1299
3.305,4414.9366
3.306,4414.7433
3.307,4414.5499
3.308,4414.3566
3.309,4414.1632
3.31,4413.9698
3.311,4413.7764
3.312,4413.583
3.313,4413.3896
3.314,4413.1961
3.315,4413.0027
3.316,4412.8092
3.317,4412.6158
3.318,4412.4223
3.319,4412.2288
3.32,4412.0353
3.321,4411.8418
3.322,4411.6483
3.323,4411.4547
3.324,4411.2612
3.325,4411.0676
3.326,4410.874
3.327,4410.6804
3.328,4410.4869
3.329,4410.2932
3.33,4410.0996
3.331,4409.906
3.332,4409.7123
3.333,4409.5187
3.334,4409.325
3.335,4409.1313
3.336,4408.9376
3.337,4408.7439
3.338,4408.5502
3.339,4408.3565
3.34,4408.1627
3.341,4407.969
3.342,4407.7752
3.343,4407.5814
3.344,4407.3877
3.345,4407.1939
3.346,4407
3.347,4406.8062
3.348,4406.6124
3.349,4406.4185
3.35,4406.2247
3.351,4406.0308
3.352,4405.8369
3.353,4405.643
3.354,4405.4491
3.355,4405.2552
3.356,4405.0613
3.357,4404.8673
3.358,4404.6734
3.359,4404.4794
3.36,4404.2854
3.361,4404.0914
3.362,4403.8974
3.363,4403.7034
3.364,4403.5094
3.365,4403.3153
3.366,4403.1213
3.367,4402.9272
3.368,4402.7331
3.369,4402.539
3.37,4402.3449
3.371,4402.1508
3.372,4401.9567
3.373,4401.7626
3.374,4401.5684
3.375,4401.3743
3.376,4401.1801
3.377,4400.9859
3.378,4400.7917
3.379,4400.5975
3.38,4400.4033
3.381,4400.2091
3.382,4400.0148
3.383,4399.8206
3.384,4399.6263
3.385,4399.432
3.386,4399.2377
3.387,4399.0434
3.388,4398.8491
3.389,4398.6548
3.39,4398.4604
3.391,4398.2661
3.392,4398.0717
3.393,4397.8773
3.394,4397.683
3.395,4397.4886
3.396,4397.2941
3.397,4397.0997
3.398,4396.9053
3.399,4396.7108
3.4,4396.5164
3.401,4396.3219
3.402,4396.1274
3.403,4395.9329
3.404,4395.7384
3.405,4395.5439
3.406,4395.3494
3.407,4395.1548
3.408,4394.9603
3.409,4394.7657
3.41,4394.5711
3.411,4394.3765
3.412,4394.1819
3.413,4393.9873
3.414,4393.7927
3.415,4393.598
3.416,4393.4034
3.417,4393.2087
3.418,4393.014
3.419,4392.8193
3.42,4392.6246
3.421,4392.4299
3.422,4392.2352
3.423,4392.0405
3.424,4391.8457
3.425,4391.651
3.426,4391.4562
3.427,4391.2614
3.428,4391.0666
3.429,4390.8718
3.43,4390.677
3.431,4390.4821
3.432,4390.2873
3.433,4390.0924
3.434,4389.8976
3.435,4389.7027
3.436,4389.5078
3.437,4389.3129
3.438,4389.118
3.439,4388.923
3.44,4388.7281
3.441,4388.5331
3.442,4388.3382
3.443,4388.1432
3.444,4387.9482
3.445,4387.7532
3.446,4387.5582
3.447,4387.3631
3.448,4387.1681
3.449,4386.9731
3.45,4386.778
3.451,4386.5829
3.452,4386.3878
3.453,4386.1927
3.454,4385.9976
3.455,4385.8025
3.456,4385.6073
3.457,4385.4122
3.458,4385.217
3.459,4385.0219
3.46,4384.8267
3.461,4384.6315
3.462,4384.4363
3.463,4384.241
3.464,4384.0458
3.465,4383.8506
3.466,4383.6553
3.467,4383.46
3.468,4383.2648
3.469,4383.0695
3.47,4382.8742
3.471,4382.6788
3.472,4382.4835
3.473,4382.2882
3.474,4382.0928
3.475,4381.8974
3.476,4381.7021
3.477,4381.5067
3.478,4381.3113
3.479,4381.1158
3.48,4380.9204
3.481,4380.725
3.482,4380.5295
3.483,4380.3341
3.484,4380.1386
3.485,4379.9431
3.486,4379.7476
3.487,4379.5521
3.488,4379.3565
3.489,4379.161
3.49,4378.9654
3.491,4378.7699
3.492,4378.5743
3.493,4378.3787
3.494,4378.1831
3.495,4377.9875
3.496,4377.7919
3.497,4377.5963
3.498,4377.4006
3.499,4377.2049
3.5,4377.0093
3.501,4376.8136
3.502,4376.6179
3.503,4376.4222
3.504,4376.2265
3.505,4376.0307
3.506,4375.835
3.507,4375.6392
3.508,4375.4434
3.509,4375.2477
3.51,4375.0519
3.511,4374.8561
3.512,4374.6602
3.513,4374.4644
3.514,4374.2686
3.515,4374.0727
3.516,4373.8768
3.517,4373.6809
3.518,4373.4851
3.519,4373.2891
3.52,4373.0932
3.521,4372.8973
3.522,4372.7014
3.523,4372.5054
3.524,4372.3094
3.525,4372.1135
3.526,4371.9175
3.527,4371.7215
3.528,4371.5254
3.529,4371.3294
3.53,4371.1334
3.531,4370.9373
3.532,4370.7412
3.533,4370.5452
3.534,4370.3491
3.535,4370.153
3.536,4369.9569
3.537,4369.7607
3.538,4369.5646
3.539,4369.3684
3.54,4369.1723
3.541,4368.9761
3.542,4368.7799
3.543,4368.5837
3.544,4368.3875
3.545,4368.1913
3.546,4367.995
3.547,4367.7988
3.548,4367.6025
3.549,4367.4062
3.55,4367.21
3.551,4367.0137
3.552,4366.8173
3.553,4366.621
3.554,4366.4247
3.555,4366.2283
3.556,4366.032
3.557,4365.8356
3.558,4365.6392
3.559,4365.4428
3.56,4365.2464
3.561,4365.05
3.562,4364.8535
3.563,4364.6571
3.564,4364.4606
3.565,4364.2642
3.566,4364.0677
3.567,4363.8712
3.568,4363.6747
3.569,4363.4781
3.57,4363.2816
3.571,4363.0851
3.572,4362.8885
3.573,4362.6919
3.574,4362.4953
3.575,4362.2988
3.576,4362.1021
3.577,4361.9055
3.578,4361.7089
3.579,4361.5122
3.58,4361.3156
3.581,4361.1189
3.582,4360.9222
3.583,4360.7255
3.584,4360.5288
3.585,4360.3321
3.586,4360.1354
3.587,4359.9386
3.588,4359.7419
3.589,4359.5451
3.59,4359.3483
3.591,4359.1515
3.592,4358.9547
3.593,4358.7579
3.594,4358.5611
3.595,4358.3642
3.596,4358.1674
3.597,4357.9705
3.598,4357.7736
3.599,4357.5767
3.6,4357.3798
3.601,4357.1829
3.602,4356.9859
3.603,4356.789
3.604,4356.592
3.605,4356.3951
3.606,4356.1981
3.607,4356.0011
3.608,4355.8041
3.609,4355.6071
3.61,4355.41
3.611,4355.213
3.612,4355.0159
3.613,4354.8189
3.614,4354.6218
3.615,4354.4247
3.616,4354.2276
3.617,4354.0305
3.618,4353.8333
3.619,4353.6362
3.62,4353.439
3.621,4353.2419
3.622,4353.0447
3.623,4352.8475
3.624,4352.6503
3.625,4352.4531
3.626,4352.2558
3.627,4352.0586
3.628,4351.8613
3.629,4351.6641
3.63,4351.4668
3.631,4351.2695
3.632,4351.0722
3.633,4350.8749
3.634,4350.6775
3.635,4350.4802
3.636,4350.2828
3.637,4350.0855
3.638,4349.8881
3.639,4349.6907
3.64,4349.4933
3.641,4349.2959
3.642,4349.0984
3.643,4348.901
3.644,4348.7035
3.645,4348.5061
3.646,4348.3086
3.647,4348.1111
3.648,4347.9136
3.649,4347.7161
3.65,4347.5185
3.651,4347.321
3.652,4347.1234
3.653,4346.9259
3.654,4346.7283
3.655,4346.5307
3.656,4346.3331
3.657,4346.1354
3.658,4345.9378
3.659,4345.7402
3.66,4345.5425
3.661,4345.3448
3.662,4345.1472
3.663,4344.9495
3.664,4344.7518
3.665,4344.554
3.666,4344.3563
3.667,4344.1586
3.668,4343.9608
3.669,4343.763
3.67,4343.5652
3.671,4343.3674
3.672,4343.1696
3.673,4342.9718
3.674,4342.774
3.675,4342.5761
3.676,4342.3783
3.677,4342.1804
3.678,4341.9825
3.679,4341.7846
3.68,4341.5867
3.681,4341.3888
3.682,4341.1909
3.683,4340.9929
3.684,4340.7949
3.685,4340.597
3.686,4340.399
3.687,4340.201
3.688,4340.003
3.689,4339.805
3.69,4339.6069
3.691,4339.4089
3.692,4339.2108
3.693,4339.0127
3.694,4338.8146
3.695,4338.6165
3.696,4338.4184
3.697,4338.2203
3.698,4338.0222
3.699,4337.824
3.7,4337.6259
3.701,4337.4277
3.702,4337.2295
3.703,4337.0313
3.704,4336.8331
3.705,4336.6349
3.706,4336.4366
3.707,4336.2384
3.708,4336.0401
3.709,4335.8418
3.71,4335.6435
3.711,4335.4452
3.712,4335.2469
3.713,4335.0486
3.714,4334.8502
3.715,4334.6519
3.716,4334.4535
3.717,4334.2552
3.718,4334.0568
3.719,4333.8584
3.72,4333.6599
3.721,4333.4615
3.722,4333.2631
3.723,4333.0646
3.724,4332.8661
3.725,4332.6677
3.726,4332.4692
3.727,4332.2707
3.728,4332.0721
3.729,4331.8736
3.73,4331.6751
3.731,4331.4765
3.732,4331.2779
3.733,4331.0794
3.734,4330.8808
3.735,4330.6822
3.736,4330.4835
3.737,4330.2849
3.738,4330.0863
3.739,4329.8876
3.74,4329.6889
3.741,4329.4902
3.742,4329.2916
3.743,4329.0928
3.744,4328.8941
3.745,4328.6954
3.746,4328.4966
3.747,4328.2979
3.748,4328.0991
3.749,4327.9003
3.75,4327.7015
3.751,4327.5027
3.752,4327.3039
3.753,4327.105
3.754,4326.9062
3.755,4326.7073
3.756,4326.5085
3.757,4326.3096
3.758,4326.1107
3.759,4325.9118
3.76,4325.7128
3.761,4325.5139
3.762,4325.3149
3.763,4325.116
3.764,4324.917
3.765,4324.718
3.766,4324.519
3.767,4324.32
3.768,4324.1209
3.769,4323.9219
3.77,4323.7228
3.771,4323.5238
3.772,4323.3247
3.773,4323.1256
3.774,4322.9265
3.775,4322.7274
3.776,4322.5282
3.777,4322.3291
3.778,4322.1299
3.779,4321.9308
3.78,4321.7316
3.781,4321.5324
3.782,4321.3332
3.783,4321.134
3.784,4320.9347
3.785,4320.7355
3.786,4320.5362
3.787,4320.3369
3.788,4320.1377
3.789,4319.9384
3.79,4319.739
3.791,4319.5397
3.792,4319.3404
3.793,4319.141
3.794,4318.9417
3.795,4318.7423
3.796,4318.5429
3.797,4318.3435
3.798,4318.1441
3.799,4317.9447
3.8,4317.7452
3.801,4317.5458
3.802,4317.3463
3.803,4317.1468
3.804,4316.9473
3.805,4316.7478
3.806,4316.5483
3.807,4316.3488
3.808,4316.1492
3.809,4315.9497
3.81,4315.7501
3.811,4315.5505
3.812,4315.3509
3.813,4315.1513
3.814,4314.9517
3.815,4314.752
3.816,4314.5524
3.817,4314.3527
3.818,4314.1531
3.819,4313.9534
3.82,4313.7537
3.821,4313.554
3.822,4313.3542
3.823,4313.1545
3.824,4312.9547
3.825,4312.755
3.826,4312.5552
3.827,4312.3554
3.828,4312.1556
3.829,4311.9558
3.83,4311.756
3.831,4311.5561
3.832,4311.3563
3.833,4311.1564
3.834,4310.9565
3.835,4310.7566
3.836,4310.5567
3.837,4310.3568
3.838,4310.1569
3.839,4309.9569
3.84,4309.757
3.841,4309.557
3.842,4309.357
3.843,4309.157
3.844,4308.957
3.845,4308.757
3.846,4308.5569
3.847,4308.3569
3.848,4308.1568
3.849,4307.9567
3.85,4307.7566
3.851,4307.5565
3.852,4307.3564
3.853,4307.1563
3.854,4306.9562
3.855,4306.756
3.856,4306.5558
3.857,4306.3557
3.858,4306.1555
3.859,4305.9553
3.86,4305.755
3.861,4305.5548
3.862,4305.3546
3.863,4305.1543
3.864,4304.954
3.865,4304.7538
3.866,4304.5534
3.867,4304.3532
3.868,4304.1528
3.869,4303.9525
3.87,4303.7521
3.871,4303.5518
3.872,4303.3513
3.873,4303.151
3.874,4302.9505
3.875,4302.7503
3.876,4302.5497
3.877,4302.3494
3.878,4302.1487
3.879,4301.9485
3.88,4301.7477
3.881,4301.5476
3.882,4301.3467
3.883,4301.1467
3.884,4300.9455
3.885,4300.7457
3.886,4300.5443
3.887,4300.3447
3.888,4300.1429
3.889,4299.9438
3.89,4299.7414
3.891,4299.5429
3.892,4299.3397
3.893,4299.1421
3.894,4298.9378
3.895,4298.7415
3.896,4298.5356
3.897,4298.3411
3.898,4298.133
3.899,4297.9411
3.9,4297.7415
3.901,4297.542
3.902,4297.3424
3.903,4297.1427
3.904,4296.9431
3.905,4296.7434
3.906,4296.5437
3.907,4296.344
3.908,4296.1443
3.909,4295.9445
3.91,4295.7448
3.911,4295.545
3.912,4295.3451
3.913,4295.1453
3.914,4294.9454
3.915,4294.7455
3.916,4294.5456
3.917,4294.3457
3.918,4294.1457
3.919,4293.9457
3.92,4293.7457
3.921,4293.5457
3.922,4293.3456
3.923,4293.1456
3.924,4292.9455
3.925,4292.7454
3.926,4292.5452
3.927,4292.3451
3.928,4292.1449
3.929,4291.9447
3.93,4291.7445
3.931,4291.5442
3.932,4291.344
3.933,4291.1437
3.934,4290.9434
3.935,4290.7431
3.936,4290.5427
3.937,4290.3424
3.938,4290.142
3.939,4289.9416
3.94,4289.7412
3.941,4289.5407
3.942,4289.3403
3.943,4289.1398
3.944,4288.9393
3.945,4288.7388
3.946,4288.5382
3.947,4288.3377
3.948,4288.1371
3.949,4287.9365
3.95,4287.7359
3.951,4287.5352
3.952,4287.3346
3.953,4287.1339
3.954,4286.9332
3.955,4286.7325
3.956,4286.5317
3.957,4286.331
3.958,4286.1302
3.959,4285.9294
3.96,4285.7286
3.961,4285.5278
3.962,4285.3269
3.963,4285.1261
3.964,4284.9252
3.965,4284.7243
3.966,4284.5234
3.967,4284.3224
3.968,4284.1215
3.969,4283.9205
3.97,4283.7195
3.971,4283.5185
3.972,4283.3175
3.973,4283.1164
3.974,4282.9153
3.975,4282.7143
3.976,4282.5132
3.977,4282.312
3.978,4282.1109
3.979,4281.9097
3.98,4281.7086
3.981,4281.5074
3.982,4281.3062
3.983,4281.105
3.984,4280.9037
3.985,4280.7025
3.986,4280.5012
3.987,4280.2999
3.988,4280.0986
3.989,4279.8972
3.99,4279.6959
3.991,4279.4945
3.992,4279.2932
3.993,4279.0918
3.994,4278.8904
3.995,4278.6889
3.996,4278.4875
3.997,4278.286
3.998,4278.0845
3.999,4277.883
4,4277.6815
4.001,4277.48
4.002,4277.2785
4.003,4277.0769
4.004,4276.8753
4.005,4276.6737
4.006,4276.4721
4.007,4276.2705
4.008,4276.0688
4.009,4275.8672
4.01,4275.6655
4.011,4275.4638
4.012,4275.2621
4.013,4275.0604
4.014,4274.8587
4.015,4274.6569
4.016,4274.4551
4.017,4274.2533
4.018,4274.0515
4.019,4273.8497
4.02,4273.6479
4.021,4273.446
4.022,4273.2442
4.023,4273.0423
4.024,4272.8404
4.025,4272.6385
4.026,4272.4366
4.027,4272.2346
4.028,4272.0327
4.029,4271.8307
4.03,4271.6287
4.031,4271.4267
4.032,4271.2247
4.033,4271.0226
4.034,4270.8206
4.035,4270.6185
4.036,4270.4164
4.037,4270.2144
4.038,4270.0122
4.039,4269.8101
4.04,4269.608
4.041,4269.4058
4.042,4269.2037
4.043,4269.0015
4.044,4268.7993
4.045,4268.5971
4.046,4268.3948
4.047,4268.1926
4.048,4267.9903
4.049,4267.7881
4.05,4267.5858
4.051,4267.3835
4.052,4267.1811
4.053,4266.9788
4.054,4266.7765
4.055,4266.5741
4.056,4266.3717
4.057,4266.1693
4.058,4265.9669
4.059,4265.7645
4.06,4265.5621
4.061,4265.3596
4.062,4265.1572
4.063,4264.9547
4.064,4264.7522
4.065,4264.5497
4.066,4264.3472
4.067,4264.1447
4.068,4263.9421
4.069,4263.7396
4.07,4263.537
4.071,4263.3344
4.072,4263.1318
4.073,4262.9292
4.074,4262.7265
4.075,4262.5239
4.076,4262.3212
4.077,4262.1186
4.078,4261.9159
4.079,4261.7132
4.08,4261.5105
4.081,4261.3077
4.082,4261.105
4.083,4260.9022
4.084,4260.6995
4.085,4260.4967
4.086,4260.2939
4.087,4260.0911
4.088,4259.8883
4.089,4259.6854
4.09,4259.4826
4.091,4259.2797
4.092,4259.0768
4.093,4258.8739
4.094,4258.671
4.095,4258.4681
4.096,4258.2652
4.097,4258.0622
4.098,4257.8593
4.099,4257.6563
4.1,4257.4533
4.101,4257.2503
4.102,4257.0473
4.103,4256.8443
4.104,4256.6412
4.105,4256.4382
4.106,4256.2351
4.107,4256.032
4.108,4255.829
4.109,4255.6259
4.11,4255.4227
4.111,4255.2196
4.112,4255.0165
4.113,4254.8133
4.114,4254.6101
4.115,4254.4069
4.116,4254.2037
4.117,4254.0005
4.118,4253.7973
4.119,4253.5941
4.12,4253.3908
4.121,4253.1876
4.122,4252.9843
4.123,4252.781
4.124,4252.5777
4.125,4252.3744
4.126,4252.1711
4.127,4251.9677
4.128,4251.7644
4.129,4251.561
4.13,4251.3576
4.131,4251.1542
4.132,4250.9508
4.133,4250.7474
4.134,4250.544
4.135,4250.3405
4.136,4250.1371
4.137,4249.9336
4.138,4249.7301
4.139,4249.5266
4.14,4249.3231
4.141,4249.1196
4.142,4248.9161
4.143,4248.7125
4.144,4248.509
4.145,4248.3054
4.146,4248.1018
4.147,4247.8982
4.148,4247.6946
4.149,4247.491
4.15,4247.2874
4.151,4247.0837
4.152,4246.8801
4.153,4246.6764
4.154,4246.4727
4.155,4246.269
4.156,4246.0653
4.157,4245.8616
4.158,4245.6578
4.159,4245.4541
4.16,4245.2503
4.161,4245.0466
4.162,4244.8428
4.163,4244.639
4.164,4244.4352
4.165,4244.2314
4.166,4244.0275
4.167,4243.8237
4.168,4243.6198
4.169,4243.416
4.17,4243.2121
4.171,4243.0082
4.172,4242.8043
4.173,4242.6004
4.174,4242.3964
4.175,4242.1925
4.176,4241.9885
4.177,4241.7846
4.178,4241.5806
4.179,4241.3766
4.18,4241.1726
4.181,4240.9686
4.182,4240.7645
4.183,4240.5605
4.184,4240.3564
4.185,4240.1524
4.186,4239.9483
4.187,4239.7442
4.188,4239.5401
4.189,4239.336
4.19,4239.1319
4.191,4238.9277
4.192,4238.7236
4.193,4238.5194
4.194,4238.3152
4.195,4238.1111
4.196,4237.9069
4.197,4237.7026
4.198,4237.4984
4.199,4237.2942
4.2,4237.0899
4.201,4236.8857
4.202,4236.6814
4.203,4236.4771
4.204,4236.2728
4.205,4236.0685
4.206,4235.8642
4.207,4235.6599
4.208,4235.4555
4.209,4235.2512
4.21,4235.0468
4.211,4234.8424
4.212,4234.638
4.213,4234.4336
4.214,4234.2292
4.215,4234.0248
4.216,4233.8204
4.217,4233.6159
4.218,4233.4115
4.219,4233.207
4.22,4233.0025
4.221,4232.798
4.222,4232.5935
4.223,4232.389
4.224,4232.1844
4.225,4231.9799
4.226,4231.7753
4.227,4231.5708
4.228,4231.3662
4.229,4231.1616
4.23,4230.957
4.231,4230.7524
4.232,4230.5478
4.233,4230.3431
4.234,4230.1385
4.235,4229.9338
4.236,4229.7291
4.237,4229.5244
4.238,4229.3197
4.239,4229.115
4.24,4228.9103
