time,thrust
1.412,4761.2411
1.413,4761.068
1.414,4760.8949
1.415,4760.7218
1.416,4760.5487
1.417,4760.3755
1.418,4760.2024
1.419,4760.0292
1.42,4759.856
1.421,4759.6829
1.422,4759.5097
1.423,4759.3365
1.424,4759.1632
1.425,4758.99
1.426,4758.8168
1.427,4758.6435
1.428,4758.4703
1.429,4758.297
1.43,4758.1238
1.431,4757.9505
1.432,4757.7772
1.433,4757.6039
1.434,4757.4306
1.435,4757.2572
1.436,4757.0839
1.437,4756.9106
1.438,4756.7372
1.439,4756.5638
1.44,4756.3905
1.441,4756.2171
1.442,4756.0437
1.443,4755.8703
1.444,4755.6969
1.445,4755.5234
1.446,4755.35
1.447,4755.1765
1.448,4755.0031
1.449,4754.8296
1.45,4754.6561
1.451,4754.4827
1.452,4754.3092
1.453,4754.1357
1.454,4753.9621
1.455,4753.7886
1.456,4753.6151
1.457,4753.4415
1.458,4753.268
1.459,4753.0944
1.46,4752.9208
1.461,4752.7472
1.462,4752.5736
1.463,4752.4
1.464,4752.2264
1.465,4752.0528
1.466,4751.8791
1.467,4751.7055
1.468,4751.5318
1.469,4751.3582
1.47,4751.1845
1.471,4751.0108
1.472,4750.8371
1.473,4750.6634
1.474,4750.4897
1.475,4750.3159
1.476,4750.1422
1.477,4749.9684
1.478,4749.7947
1.479,4749.6209
1.48,4749.4471
1.481,4749.2733
1.482,4749.0995
1.483,4748.9257
1.484,4748.7519
1.485,4748.5781
1.486,4748.4042
1.487,4748.2304
1.488,4748.0565
1.489,4747.8826
1.49,4747.7088
1.491,4747.5349
1.492,4747.361
1.493,4747.1871
1.494,4747.0131
1.495,4746.8392
1.496,4746.6653
1.497,4746.4913
1.498,4746.3173
1.499,4746.1434
1.5,4745.9694
1.501,4745.7954
1.502,4745.6214
1.503,4745.4474
1.504,4745.2734
1.505,4745.0993
1.506,4744.9253
1.507,4744.7512
1.508,4744.5772
1.509,4744.4031
1.51,4744.229
1.511,4744.0549
1.512,4743.8808
1.513,4743.7067
1.514,4743.5326
1.515,4743.3584
1.516,4743.1843
1.517,4743.0101
1.518,4742.836
1.519,4742.6618
1.52,4742.4876
1.521,4742.3134
1.522,4742.1392
1.523,4741.965
1.524,4741.7907
1.525,4741.6165
1.526,4741.4423
1.527,4741.268
1.528,4741.0937
1.529,4740.9195
1.53,4740.7452
1.531,4740.5709
1.532,4740.3966
1.533,4740.2223
1.534,4740.0479
1.535,4739.8736
1.536,4739.6992
1.537,4739.5249
1.538,4739.3505
1.539,4739.1761
1.54,4739.0017
1.541,4738.8273
1.542,4738.6529
1.543,4738.4785
1.544,4738.3041
1.545,4738.1297
1.546,4737.9552
1.547,4737.7807
1.548,4737.6063
1.549,4737.4318
1.55,4737.2573
1.551,4737.0828
1.552,4736.9083
1.553,4736.7338
1.554,4736.5592
1.555,4736.3847
1.556,4736.2102
1.557,4736.0356
1.558,4735.861
1.559,4735.6864
1.56,4735.5119
1.561,4735.3372
1.562,4735.1626
1.563,4734.988
1.564,4734.8134
1.565,4734.6387
1.566,4734.4641
1.567,4734.2894
1.568,4734.1148
1.569,4733.9401
1.57,4733.7654
1.571,4733.5907
1.572,4733.416
1.573,4733.2412
1.574,4733.0665
1.575,4732.8918
1.576,4732.717
1.577,4732.5423
1.578,4732.3675
1.579,4732.1927
1.58,4732.0179
1.581,4731.8431
1.582,4731.6683
1.583,4731.4935
1.584,4731.3186
1.585,4731.1438
1.586,4730.9689
1.587,4730.7941
1.588,4730.6192
1.589,4730.4443
1.59,4730.2694
1.591,4730.0945
1.592,4729.9196
1.593,4729.7447
1.594,4729.5697
1.595,4729.3948
1.596,4729.2198
1.597,4729.0449
1.598,4728.8699
1.599,4728.6949
1.6,4728.5199
1.601,4728.3449
1.602,4728.1699
1.603,4727.9949
1.604,4727.8198
1.605,4727.6448
1.606,4727.4697
1.607,4727.2946
1.608,4727.1196
1.609,4726.9445
1.61,4726.7694
1.611,4726.5943
1.612,4726.4192
1.613,4726.244
1.614,4726.0689
1.615,4725.8937
1.616,4725.7186
1.617,4725.5434
1.618,4725.3682
1.619,4725.193
1.62,4725.0178
1.621,4724.8426
1.622,4724.6674
1.623,4724.4922
1.624,4724.3169
1.625,4724.1417
1.626,4723.9664
1.627,4723.7912
1.628,4723.6159
1.629,4723.4406
1.63,4723.2653
1.631,4723.09
1.632,4722.9147
1.633,4722.7393
1.634,4722.564
1.635,4722.3886
1.636,4722.2133
1.637,4722.0379
1.638,4721.8625
1.639,4721.6871
1.64,4721.5117
1.641,4721.3363
1.642,4721.1609
1.643,4720.9855
1.644,4720.81
1.645,4720.6346
1.646,4720.4591
1.647,4720.2836
1.648,4720.1082
1.649,4719.9327
1.65,4719.7572
1.651,4719.5817
1.652,4719.4061
1.653,4719.2306
1.654,4719.0551
1.655,4718.8795
1.656,4718.7039
1.657,4718.5284
1.658,4718.3528
1.659,4718.1772
1.66,4718.0016
1.661,4717.826
1.662,4717.6503
1.663,4717.4747
1.664,4717.2991
1.665,4717.1234
1.666,4716.9477
1.667,4716.7721
1.668,4716.5964
1.669,4716.4207
1.67,4716.245
1.671,4716.0693
1.672,4715.8935
1.673,4715.7178
1.674,4715.5421
1.675,4715.3663
1.676,4715.1905
1.677,4715.0148
1.678,4714.839
1.679,4714.6632
1.68,4714.4874
1.681,4714.3115
1.682,4714.1357
1.683,4713.9599
1.684,4713.784
1.685,4713.6082
1.686,4713.4323
1.687,4713.2564
1.688,4713.0805
1.689,4712.9046
1.69,4712.7287
1.691,4712.5528
1.692,4712.3769
1.693,4712.2009
1.694,4712.025
1.695,4711.849
1.696,4711.6731
1.697,4711.4971
1.698,4711.3211
1.699,4711.1451
1.7,4710.9691
1.701,4710.7931
1.702,4710.617
1.703,4710.441
1.704,4710.2649
1.705,4710.0889
1.706,4709.9128
1.707,4709.7367
1.708,4709.5606
1.709,4709.3845
1.71,4709.2084
1.711,4709.0323
1.712,4708.8562
1.713,4708.68
1.714,4708.5039
1.715,4708.3277
1.716,4708.1515
1.717,4707.9754
1.718,4707.7992
1.719,4707.623
1.72,4707.4468
1.721,4707.2705
1.722,4707.0943
1.723,4706.9181
1.724,4706.7418
1.725,4706.5655
1.726,4706.3893
1.727,4706.213
1.728,4706.0367
1.729,4705.8604
1.73,4705.6841
1.731,4705.5077
1.732,4705.3314
1.733,4705.1551
1.734,4704.9787
1.735,4704.8023
1.736,4704.626
1.737,4704.4496
1.738,4704.2732
1.739,4704.0968
1.74,4703.9204
1.741,4703.7439
1.742,4703.5675
1.743,4703.391
1.744,4703.2146
1.745,4703.0381
1.746,4702.8616
1.747,4702.6852
1.748,4702.5087
1.749,4702.3322
1.75,4702.1556
1.751,4701.9791
1.752,4701.8026
1.753,4701.626
1.754,4701.4495
1.755,4701.2729
1.756,4701.0963
1.757,4700.9197
1.758,4700.7431
1.759,4700.5665
1.76,4700.3899
1.761,4700.2133
1.762,4700.0366
1.763,4699.86
1.764,4699.6833
1.765,4699.5067
1.766,4699.33
1.767,4699.1533
1.768,4698.9766
1.769,4698.7999
1.77,4698.6231
1.771,4698.4464
1.772,4698.2697
1.773,4698.0929
1.774,4697.9162
1.775,4697.7394
1.776,4697.5626
1.777,4697.3858
1.778,4697.209
1.779,4697.0322
1.78,4696.8554
1.781,4696.6785
1.782,4696.5017
1.783,4696.3248
1.784,4696.148
1.785,4695.9711
1.786,4695.7942
1.787,4695.6173
1.788,4695.4404
1.789,4695.2635
1.79,4695.0866
1.791,4694.9097
1.792,4694.7327
1.793,4694.5558
1.794,4694.3788
1.795,4694.2018
1.796,4694.0248
1.797,4693.8478
1.798,4693.6708
1.799,4693.4938
1.8,4693.3168
1.801,4693.1398
1.802,4692.9627
1.803,4692.7856
1.804,4692.6086
1.805,4692.4315
1.806,4692.2544
1.807,4692.0773
1.808,4691.9002
1.809,4691.7231
1.81,4691.546
1.811,4691.3688
1.812,4691.1917
1.813,4691.0145
1.814,4690.8374
1.815,4690.6602
1.816,4690.483
1.817,4690.3058
1.818,4690.1286
1.819,4689.9514
1.82,4689.7741
1.821,4689.5969
1.822,4689.4196
1.823,4689.2424
1.824,4689.0651
1.825,4688.8878
1.826,4688.7105
1.827,4688.5332
1.828,4688.3559
1.829,4688.1786
1.83,4688.0013
1.831,4687.8239
1.832,4687.6466
1.833,4687.4692
1.834,4687.2918
1.835,4687.1145
1.836,4686.9371
1.837,4686.7597
1.838,4686.5823
1.839,4686.4048
1.84,4686.2274
1.841,4686.05
1.842,4685.8725
1.843,4685.695
1.844,4685.5176
1.845,4685.3401
1.846,4685.1626
1.847,4684.9851
1.848,4684.8076
1.849,4684.63
1.85,4684.4525
1.851,4684.275
1.852,4684.0974
1.853,4683.9198
1.854,4683.7423
1.855,4683.5647
1.856,4683.3871
1.857,4683.2095
1.858,4683.0319
1.859,4682.8542
1.86,4682.6766
1.861,4682.4989
1.862,4682.3213
1.863,4682.1436
1.864,4681.9659
1.865,4681.7882
1.866,4681.6105
1.867,4681.4328
1.868,4681.2551
1.869,4681.0774
1.87,4680.8997
1.871,4680.7219
1.872,4680.5441
1.873,4680.3664
1.874,4680.1886
1.875,4680.0108
1.876,4679.833
1.877,4679.6552
1.878,4679.4774
1.879,4679.2995
1.88,4679.1217
1.881,4678.9438
1.882,4678.766
1.883,4678.5881
1.884,4678.4102
1.885,4678.2323
1.886,4678.0544
1.887,4677.8765
1.888,4677.6986
1.889,4677.5207
1.89,4677.3427
1.891,4677.1648
1.892,4676.9868
1.893,4676.8088
1.894,4676.6308
1.895,4676.4529
1.896,4676.2748
1.897,4676.0968
1.898,4675.9188
1.899,4675.7408
1.9,4675.5627
1.901,4675.3847
1.902,4675.2066
1.903,4675.0285
1.904,4674.8504
1.905,4674.6723
1.906,4674.4942
1.907,4674.3161
1.908,4674.138
1.909,4673.9599
1.91,4673.7817
1.911,4673.6035
1.912,4673.4254
1.913,4673.2472
1.914,4673.069
1.915,4672.8908
1.916,4672.7126
1.917,4672.5344
1.918,4672.3562
1.919,4672.1779
1.92,4671.9997
1.921,4671.8214
1.922,4671.6431
1.923,4671.4649
1.924,4671.2866
1.925,4671.1083
1.926,4670.93
1.927,4670.7516
1.928,4670.5733
1.929,4670.395
1.93,4670.2166
1.931,4670.0382
1.932,4669.8599
1.933,4669.6815
1.934,4669.5031
1.935,4669.3247
1.936,4669.1463
1.937,4668.9679
1.938,4668.7894
1.939,4668.611
1.94,4668.4325
1.941,4668.2541
1.942,4668.0756
1.943,4667.8971
1.944,4667.7186
1.945,4667.5401
1.946,4667.3616
1.947,4667.183
1.948,4667.0045
1.949,4666.826
1.95,4666.6474
1.951,4666.4688
1.952,4666.2903
1.953,4666.1117
1.954,4665.9331
1.955,4665.7545
1.956,4665.5759
1.957,4665.3972
1.958,4665.2186
1.959,4665.0399
1.96,4664.8613
1.961,4664.6826
1.962,4664.5039
1.963,4664.3252
1.964,4664.1465
1.965,4663.9678
1.966,4663.7891
1.967,4663.6104
1.968,4663.4316
1.969,4663.2529
1.97,4663.0741
1.971,4662.8953
1.972,4662.7166
1.973,4662.5378
1.974,4662.359
1.975,4662.1802
1.976,4662.0013
1.977,4661.8225
1.978,4661.6437
1.979,4661.4648
1.98,4661.2859
1.981,4661.1071
1.982,4660.9282
1.983,4660.7493
1.984,4660.5704
1.985,4660.3915
1.986,4660.2125
1.987,4660.0336
1.988,4659.8546
1.989,4659.6757
1.99,4659.4967
1.991,4659.3177
1.992,4659.1388
1.993,4658.9598
1.994,4658.7808
1.995,4658.6017
1.996,4658.4227
1.997,4658.2437
1.998,4658.0646
1.999,4657.8856
2,4657.7065
2.001,4657.5274
2.002,4657.3483
2.003,4657.1692
2.004,4656.9901
2.005,4656.811
2.006,4656.6319
2.007,4656.4527
2.008,4656.2736
2.009,4656.0944
2.01,4655.9152
2.011,4655.736
2.012,4655.5569
2.013,4655.3776
2.014,4655.1984
2.015,4655.0192
2.016,4654.84
2.017,4654.6607
2.018,4654.4815
2.019,4654.3022
2.02,4654.1229
2.021,4653.9437
2.022,4653.7644
2.023,4653.585
2.024,4653.4057
2.025,4653.2264
2.026,4653.0471
2.027,4652.8677
2.028,4652.6884
2.029,4652.509
2.03,4652.3296
2.031,4652.1502
2.032,4651.9708
2.033,4651.7914
2.034,4651.612
2.035,4651.4326
2.036,4651.2531
2.037,4651.0737
2.038,4650.8942
2.039,4650.7148
2.04,4650.5353
2.041,4650.3558
2.042,4650.1763
2.043,4649.9968
2.044,4649.8172
2.045,4649.6377
2.046,4649.4582
2.047,4649.2786
2.048,4649.0991
2.049,4648.9195
2.05,4648.7399
2.051,4648.5603
2.052,4648.3807
2.053,4648.2011
2.054,4648.0215
2.055,4647.8418
2.056,4647.6622
2.057,4647.4825
2.058,4647.3029
2.059,4647.1232
2.06,4646.9435
2.061,4646.7638
2.062,4646.5841
2.063,4646.4044
2.064,4646.2246
2.065,4646.0449
2.066,4645.8652
2.067,4645.6854
2.068,4645.5056
2.069,4645.3258
2.07,4645.1461
2.071,4644.9663
2.072,4644.7864
2.073,4644.6066
2.074,4644.4268
2.075,4644.247
2.076,4644.0671
2.077,4643.8872
2.078,4643.7074
2.079,4643.5275
2.08,4643.3476
2.081,4643.1677
2.082,4642.9878
2.083,4642.8078
2.084,4642.6279
2.085,4642.448
2.086,4642.268
2.087,4642.088
2.088,4641.9081
2.089,4641.7281
2.09,4641.5481
2.091,4641.3681
2.092,4641.1881
2.093,4641.008
2.094,4640.828
2.095,4640.648
2.096,4640.4679
2.097,4640.2878
2.098,4640.1077
2.099,4639.9277
2.1,4639.7476
2.101,4639.5675
2.102,4639.3873
2.103,4639.2072
2.104,4639.0271
2.105,4638.8469
2.106,4638.6667
2.107,4638.4866
2.108,4638.3064
2.109,4638.1262
2.11,4637.946
2.111,4637.7658
2.112,4637.5856
2.113,4637.4053
2.114,4637.2251
2.115,4637.0448
2.116,4636.8646
2.117,4636.6843
2.118,4636.504
2.119,4636.3237
2.12,4636.1434
2.121,4635.9631
2.122,4635.7828
2.123,4635.6024
2.124,4635.4221
2.125,4635.2417
2.126,4635.0613
2.127,4634.881
2.128,4634.7006
2.129,4634.5202
2.13,4634.3398
2.131,4634.1593
2.132,4633.9789
2.133,4633.7985
2.134,4633.618
2.135,4633.4376
2.136,4633.2571
2.137,4633.0766
2.138,4632.8961
2.139,4632.7156
2.14,4632.5351
2.141,4632.3546
2.142,4632.174
2.143,4631.9935
2.144,4631.8129
2.145,4631.6324
2.146,4631.4518
2.147,4631.2712
2.148,4631.0906
2.149,4630.91
2.15,4630.7294
2.151,4630.5488
2.152,4630.3681
2.153,4630.1875
2.154,4630.0068
2.155,4629.8262
2.156,4629.6455
2.157,4629.4648
2.158,4629.2841
2.159,4629.1034
2.16,4628.9227
2.161,4628.7419
2.162,4628.5612
2.163,4628.3804
2.164,4628.1997
2.165,4628.0189
2.166,4627.8381
2.167,4627.6573
2.168,4627.4765
2.169,4627.2957
2.17,4627.1149
2.171,4626.934
2.172,4626.7532
2.173,4626.5723
2.174,4626.3915
2.175,4626.2106
2.176,4626.0297
2.177,4625.8488
2.178,4625.6679
2.179,4625.487
2.18,4625.3061
2.181,4625.1251
2.182,4624.9442
2.183,4624.7632
2.184,4624.5822
2.185,4624.4013
2.186,4624.2203
2.187,4624.0393
2.188,4623.8583
2.189,4623.6772
2.19,4623.4962
2.191,4623.3152
2.192,4623.1341
2.193,4622.9531
2.194,4622.772
2.195,4622.5909
2.196,4622.4098
2.197,4622.2287
2.198,4622.0476
2.199,4621.8665
2.2,4621.6853
2.201,4621.5042
2.202,4621.323
2.203,4621.1418
2.204,4620.9607
2.205,4620.7795
2.206,4620.5983
2.207,4620.4171
2.208,4620.2359
2.209,4620.0546
2.21,4619.8734
2.211,4619.6921
2.212,4619.5109
2.213,4619.3296
2.214,4619.1483
2.215,4618.967
2.216,4618.7857
2.217,4618.6044
2.218,4618.4231
2.219,4618.2418
2.22,4618.0604
2.221,4617.8791
2.222,4617.6977
2.223,4617.5163
2.224,4617.3349
2.225,4617.1535
2.226,4616.9721
2.227,4616.7907
2.228,4616.6093
2.229,4616.4278
2.23,4616.2464
2.231,4616.0649
2.232,4615.8835
2.233,4615.702
2.234,4615.5205
2.235,4615.339
2.236,4615.1575
2.237,4614.976
2.238,4614.7944
2.239,4614.6129
2.24,4614.4313
2.241,4614.2498
2.242,4614.0682
2.243,4613.8866
2.244,4613.705
2.245,4613.5234
2.246,4613.3418
2.247,4613.1602
2.248,4612.9785
2.249,4612.7969
2.25,4612.6152
2.251,4612.4336
2.252,4612.2519
2.253,4612.0702
2.254,4611.8885
2.255,4611.7068
2.256,4611.5251
2.257,4611.3433
2.258,4611.1616
2.259,4610.9798
2.26,4610.7981
2.261,4610.6163
2.262,4610.4345
2.263,4610.2527
2.264,4610.0709
2.265,4609.8891
2.266,4609.7073
2.267,4609.5255
2.268,4609.3436
2.269,4609.1617
2.27,4608.9799
2.271,4608.798
2.272,4608.6161
2.273,4608.4342
2.274,4608.2523
2.275,4608.0704
2.276,4607.8885
2.277,4607.7065
2.278,4607.5246
2.279,4607.3426
2.28,4607.1606
2.281,4606.9787
2.282,4606.7967
2.283,4606.6147
2.284,4606.4327
2.285,4606.2506
2.286,4606.0686
2.287,4605.8866
2.288,4605.7045
2.289,4605.5224
2.29,4605.3404
2.291,4605.1583
2.292,4604.9762
2.293,4604.7941
2.294,4604.6119
2.295,4604.4298
2.296,4604.2477
2.297,4604.0655
2.298,4603.8834
2.299,4603.7012
2.3,4603.519
2.301,4603.3368
2.302,4603.1546
2.303,4602.9724
2.304,4602.7902
2.305,4602.608
2.306,4602.4257
2.307,4602.2435
2.308,4602.0612
2.309,4601.8789
2.31,4601.6966
2.311,4601.5143
2.312,4601.332
2.313,4601.1497
2.314,4600.9674
2.315,4600.7851
2.316,4600.6027
2.317,4600.4203
2.318,4600.238
2.319,4600.0556
2.32,4599.8732
2.321,4599.6908
2.322,4599.5084
2.323,4599.326
2.324,4599.1435
2.325,4598.9611
2.326,4598.7786
2.327,4598.5962
2.328,4598.4137
2.329,4598.2312
2.33,4598.0487
2.331,4597.8662
2.332,4597.6837
2.333,4597.5012
2.334,4597.3186
2.335,4597.1361
2.336,4596.9535
2.337,4596.771
2.338,4596.5884
2.339,4596.4058
2.34,4596.2232
2.341,4596.0406
2.342,4595.858
2.343,4595.6753
2.344,4595.4927
2.345,4595.31
2.346,4595.1274
2.347,4594.9447
2.348,4594.762
2.349,4594.5793
2.35,4594.3966
2.351,4594.2139
2.352,4594.0312
2.353,4593.8484
2.354,4593.6657
2.355,4593.4829
2.356,4593.3001
2.357,4593.1174
2.358,4592.9346
2.359,4592.7518
2.36,4592.569
2.361,4592.3861
2.362,4592.2033
2.363,4592.0205
2.364,4591.8376
2.365,4591.6547
2.366,4591.4719
2.367,4591.289
2.368,4591.1061
2.369,4590.9232
2.37,4590.7403
2.371,4590.5573
2.372,4590.3744
2.373,4590.1915
2.374,4590.0085
2.375,4589.8255
2.376,4589.6425
2.377,4589.4596
2.378,4589.2766
2.379,4589.0935
2.38,4588.9105
2.381,4588.7275
2.382,4588.5444
2.383,4588.3614
2.384,4588.1783
2.385,4587.9952
2.386,4587.8122
2.387,4587.6291
2.388,4587.446
2.389,4587.2628
2.39,4587.0797
2.391,4586.8966
2.392,4586.7134
2.393,4586.5303
2.394,4586.3471
2.395,4586.1639
2.396,4585.9807
2.397,4585.7975
2.398,4585.6143
2.399,4585.4311
2.4,4585.2479
2.401,4585.0646
2.402,4584.8814
2.403,4584.6981
2.404,4584.5148
2.405,4584.3315
2.406,4584.1482
2.407,4583.9649
2.408,4583.7816
2.409,4583.5983
2.41,4583.4149
2.411,4583.2316
2.412,4583.0482
2.413,4582.8648
2.414,4582.6815
2.415,4582.4981
2.416,4582.3147
2.417,4582.1313
2.418,4581.9478
2.419,4581.7644
2.42,4581.581
2.421,4581.3975
2.422,4581.214
2.423,4581.0306
2.424,4580.8471
2.425,4580.6636
2.426,4580.4801
2.427,4580.2965
2.428,4580.113
2.429,4579.9295
2.43,4579.7459
2.431,4579.5623
2.432,4579.3788
2.433,4579.1952
2.434,4579.0116
2.435,4578.828
2.436,4578.6444
2.437,4578.4608
2.438,4578.2771
2.439,4578.0935
2.44,4577.9098
2.441,4577.7261
2.442,4577.5425
2.443,4577.3588
2.444,4577.1751
2.445,4576.9914
2.446,4576.8076
2.447,4576.6239
2.448,4576.4402
2.449,4576.2564
2.45,4576.0726
2.451,4575.8889
2.452,4575.7051
2.453,4575.5213
2.454,4575.3375
2.455,4575.1537
2.456,4574.9698
2.457,4574.786
2.458,4574.6022
2.459,4574.4183
2.46,4574.2344
2.461,4574.0505
2.462,4573.8667
2.463,4573.6827
2.464,4573.4988
2.465,4573.3149
2.466,4573.131
2.467,4572.947
2.468,4572.7631
2.469,4572.5791
2.47,4572.3951
2.471,4572.2111
2.472,4572.0271
2.473,4571.8431
2.474,4571.6591
2.475,4571.4751
2.476,4571.291
2.477,4571.107
2.478,4570.9229
2.479,4570.7389
2.48,4570.5548
2.481,4570.3707
2.482,4570.1866
2.483,4570.0025
2.484,4569.8183
2.485,4569.6342
2.486,4569.4501
2.487,4569.2659
2.488,4569.0817
2.489,4568.8975
2.49,4568.7134
2.491,4568.5292
2.492,4568.3449
2.493,4568.1607
2.494,4567.9765
2.495,4567.7922
2.496,4567.608
2.497,4567.4237
2.498,4567.2395
2.499,4567.0552
2.5,4566.8709
2.501,4566.6866
2.502,4566.5022
2.503,4566.3179
2.504,4566.1336
2.505,4565.9492
2.506,4565.7649
2.507,4565.5805
2.508,4565.3961
2.509,4565.2117
2.51,4565.0273
2.511,4564.8429
2.512,4564.6585
2.513,4564.474
2.514,4564.2896
2.515,4564.1051
2.516,4563.9207
2.517,4563.7362
2.518,4563.5517
2.519,4563.3672
2.52,4563.1827
2.521,4562.9982
2.522,4562.8136
2.523,4562.6291
2.524,4562.4445
2.525,4562.26
2.526,4562.0754
2.527,4561.8908
2.528,4561.7062
2.529,4561.5216
2.53,4561.337
2.531,4561.1524
2.532,4560.9677
2.533,4560.7831
2.534,4560.5984
2.535,4560.4137
2.536,4560.2291
2.537,4560.0444
2.538,4559.8597
2.539,4559.675
2.54,4559.4902
2.541,4559.3055
2.542,4559.1207
2.543,4558.936
2.544,4558.7512
2.545,4558.5664
2.546,4558.3817
2.547,4558.1969
2.548,4558.012
2.549,4557.8272
2.55,4557.6424
2.551,4557.4575
2.552,4557.2727
2.553,4557.0878
2.554,4556.903
2.555,4556.7181
2.556,4556.5332
2.557,4556.3483
2.558,4556.1633
2.559,4555.9784
2.56,4555.7935
2.561,4555.6085
2.562,4555.4236
2.563,4555.2386
2.564,4555.0536
2.565,4554.8686
2.566,4554.6836
2.567,4554.4986
2.568,4554.3136
2.569,4554.1285
2.57,4553.9435
2.571,4553.7584
2.572,4553.5734
2.573,4553.3883
2.574,4553.2032
2.575,4553.0181
2.576,4552.833
2.577,4552.6479
2.578,4552.4627
2.579,4552.2776
2.58,4552.0924
2.581,4551.9073
2.582,4551.7221
2.583,4551.5369
2.584,4551.3517
2.585,4551.1665
2.586,4550.9813
2.587,4550.796
2.588,4550.6108
2.589,4550.4255
2.59,4550.2403
2.591,4550.055
2.592,4549.8697
2.593,4549.6844
2.594,4549.4991
2.595,4549.3138
2.596,4549.1285
2.597,4548.9431
2.598,4548.7578
2.599,4548.5724
2.6,4548.3871
2.601,4548.2017
2.602,4548.0163
2.603,4547.8309
2.604,4547.6455
2.605,4547.46
2.606,4547.2746
2.607,4547.0892
2.608,4546.9037
2.609,4546.7182
2.61,4546.5328
2.611,4546.3473
2.612,4546.1618
2.613,4545.9763
2.614,4545.7907
2.615,4545.6052
2.616,4545.4197
2.617,4545.2341
2.618,4545.0485
2.619,4544.863
2.62,4544.6774
2.621,4544.4918
2.622,4544.3062
2.623,4544.1206
2.624,4543.9349
2.625,4543.7493
2.626,4543.5636
2.627,4543.378
2.628,4543.1923
2.629,4543.0066
2.63,4542.8209
2.631,4542.6352
2.632,4542.4495
2.633,4542.2638
2.634,4542.078
2.635,4541.8923
2.636,4541.7065
2.637,4541.5208
2.638,4541.335
2.639,4541.1492
2.64,4540.9634
2.641,4540.7776
2.642,4540.5917
2.643,4540.4059
2.644,4540.2201
2.645,4540.0342
2.646,4539.8483
2.647,4539.6624
2.648,4539.4766
2.649,4539.2907
2.65,4539.1047
2.651,4538.9188
2.652,4538.7329
2.653,4538.5469
2.654,4538.361
2.655,4538.175
2.656,4537.989
2.657,4537.8031
2.658,4537.6171
2.659,4537.4311
2.66,4537.245
2.661,4537.059
2.662,4536.873
2.663,4536.6869
2.664,4536.5008
2.665,4536.3148
2.666,4536.1287
2.667,4535.9426
2.668,4535.7565
2.669,4535.5704
2.67,4535.3842
2.671,4535.1981
2.672,4535.0119
2.673,4534.8258
2.674,4534.6396
2.675,4534.4534
2.676,4534.2672
2.677,4534.081
2.678,4533.8948
2.679,4533.7086
2.68,4533.5223
2.681,4533.3361
2.682,4533.1498
2.683,4532.9636
2.684,4532.7773
2.685,4532.591
2.686,4532.4047
2.687,4532.2184
2.688,4532.032
2.689,4531.8457
2.69,4531.6594
2.691,4531.473
2.692,4531.2866
2.693,4531.1003
2.694,4530.9139
2.695,4530.7275
2.696,4530.5411
2.697,4530.3546
2.698,4530.1682
2.699,4529.9818
2.7,4529.7953
2.701,4529.6088
2.702,4529.4224
2.703,4529.2359
2.704,4529.0494
2.705,4528.8629
2.706,4528.6763
2.707,4528.4898
2.708,4528.3033
2.709,4528.1167
2.71,4527.9301
2.711,4527.7436
2.712,4527.557
2.713,4527.3704
2.714,4527.1838
2.715,4526.9971
2.716,4526.8105
2.717,4526.6239
2.718,4526.4372
2.719,4526.2506
2.72,4526.0639
2.721,4525.8772
2.722,4525.6905
2.723,4525.5038
2.724,4525.3171
2.725,4525.1303
2.726,4524.9436
2.727,4524.7569
2.728,4524.5701
2.729,4524.3833
2.73,4524.1965
2.731,4524.0097
2.732,4523.8229
2.733,4523.6361
2.734,4523.4493
2.735,4523.2625
2.736,4523.0756
2.737,4522.8887
2.738,4522.7019
2.739,4522.515
2.74,4522.3281
2.741,4522.1412
2.742,4521.9543
2.743,4521.7674
2.744,4521.5804
2.745,4521.3935
2.746,4521.2065
2.747,4521.0195
2.748,4520.8326
2.749,4520.6456
2.75,4520.4586
2.751,4520.2715
2.752,4520.0845
2.753,4519.8975
2.754,4519.7104
2.755,4519.5234
2.756,4519.3363
2.757,4519.1492
2.758,4518.9621
2.759,4518.775
2.76,4518.5879
2.761,4518.4008
2.762,4518.2137
2.763,4518.0265
2.764,4517.8394
2.765,4517.6522
2.766,4517.465
2.767,4517.2778
2.768,4517.0906
2.769,4516.9034
2.77,4516.7162
2.771,4516.529
2.772,4516.3417
2.773,4516.1545
2.774,4515.9672
2.775,4515.7799
2.776,4515.5926
2.777,4515.4053
2.778,4515.218
2.779,4515.0307
2.78,4514.8433
2.781,4514.656
2.782,4514.4686
2.783,4514.2813
2.784,4514.0939
2.785,4513.9065
2.786,4513.7191
2.787,4513.5317
2.788,4513.3443
2.789,4513.1569
2.79,4512.9694
2.791,4512.782
2.792,4512.5945
2.793,4512.407
2.794,4512.2195
2.795,4512.032
2.796,4511.8445
2.797,4511.657
2.798,4511.4695
2.799,4511.2819
2.8,4511.0944
2.801,4510.9068
2.802,4510.7192
2.803,4510.5316
2.804,4510.344
2.805,4510.1564
2.806,4509.9688
2.807,4509.7812
2.808,4509.5935
2.809,4509.4059
2.81,4509.2182
2.811,4509.0305
2.812,4508.8429
2.813,4508.6552
2.814,4508.4675
2.815,4508.2797
2.816,4508.092
2.817,4507.9043
2.818,4507.7165
2.819,4507.5287
2.82,4507.341
2.821,4507.1532
2.822,4506.9654
2.823,4506.7776
2.824,4506.5898
2.825,4506.4019
