type,counter,time,altitude,pressure,temperature,ax,ay,az,rx,ry,rz,totalAcceleration,rssi
1,74546.00,3727353.00,4249.42,59668.40,48.00,-3.66,0.09,0.70,249.99,-10.72,17.56,3.73,-128
1,74550.00,3727553.00,4204.10,60023.80,48.00,-3.88,0.02,0.94,249.99,-11.12,17.28,3.99,-112
1,74554.00,3727753.00,4159.60,60374.40,48.00,-3.36,0.36,0.44,249.99,-11.23,16.07,3.41,-128
1,74558.00,3727953.00,4115.39,60724.40,48.00,-3.02,0.38,1.36,249.99,-10.50,16.69,3.33,-128
1,74562.00,3728153.00,4067.77,61103.20,48.00,-3.81,-0.01,0.56,249.99,-9.74,15.01,3.85,-128
1,74566.00,3728353.00,4023.16,61459.80,48.00,-3.97,0.40,1.17,249.99,-10.65,15.81,4.16,-128
1,74570.00,3728553.00,3975.98,61838.80,48.00,-3.97,0.82,0.60,249.99,-12.15,14.36,4.09,-128
1,74574.00,3728753.00,3930.39,62206.80,48.00,-4.00,-0.02,0.82,249.99,-12.39,16.63,4.08,-128
1,74578.00,3728953.00,3883.59,62586.40,48.00,-4.33,-0.15,1.03,249.99,-12.08,13.19,4.45,-128
1,74582.00,3729153.00,3837.97,62958.20,48.00,-4.18,-0.04,1.15,249.99,-12.96,13.56,4.34,-128
1,74586.00,3729353.00,3790.58,63346.40,48.00,-4.22,-0.02,1.21,249.99,-15.37,12.74,4.39,-128
1,74590.00,3729553.00,3746.52,63709.00,48.00,-4.58,-0.03,0.57,249.99,-14.59,15.98,4.61,-128
1,74594.00,3729753.00,3699.55,64097.40,48.00,-4.37,0.24,0.38,249.99,-14.72,14.11,4.39,-128
1,74598.00,3729953.00,3653.68,64478.60,48.00,-4.05,-1.85,0.37,249.99,-12.63,12.59,4.47,-128
1,74602.00,3730153.00,3606.50,64872.60,48.00,-4.84,0.23,0.23,249.99,-17.44,12.84,4.85,-128
1,74606.00,3730353.00,3558.59,65274.60,48.00,-4.28,-0.12,1.10,249.99,-15.39,13.71,4.42,-128
1,74610.00,3730553.00,3508.83,65694.40,48.00,-5.13,0.65,-0.01,249.99,-14.31,9.61,5.17,-128
1,74614.00,3730753.00,3461.38,66096.60,48.00,-4.68,-0.08,0.79,249.99,-14.16,10.23,4.74,-114
1,74618.00,3730953.00,3411.36,66522.80,48.00,-4.88,0.27,0.45,249.99,-17.00,9.08,4.91,-128
1,74621.00,3731103.00,3375.59,66829.00,48.00,-4.42,-0.22,-0.17,249.99,-15.23,8.59,4.43,-128
1,74625.00,3731303.00,3322.37,67286.60,48.00,-4.89,0.21,1.14,249.99,-13.05,6.89,5.03,-128
1,74628.00,3731453.00,3286.37,67597.60,48.00,-4.57,0.44,0.60,249.99,-16.11,6.19,4.63,-128
1,74631.00,3731603.00,3249.58,67916.60,48.00,-5.74,0.54,1.18,249.99,-15.23,6.61,5.89,-128
1,74634.00,3731753.00,3210.82,68254.00,48.00,-5.22,-0.36,1.30,249.99,-16.17,6.25,5.39,-128
1,74638.00,3731953.00,3160.33,68695.60,48.00,-5.48,0.00,1.22,249.99,-13.50,4.74,5.61,-128
1,74641.00,3732103.00,3122.83,69025.00,48.00,-5.54,0.70,0.74,249.99,-13.47,4.51,5.63,-128
1,74644.00,3732253.00,3084.78,69360.60,48.00,-5.83,1.21,4.10,249.99,-13.37,3.86,7.23,-128
1,74647.00,3732403.00,3048.32,69683.40,48.00,-5.71,0.37,-0.28,249.99,-14.89,3.67,5.73,-128
1,74651.00,3732603.00,2998.80,70123.80,48.00,-5.74,0.65,0.92,249.99,-14.43,4.60,5.85,-128
1,74654.00,3732753.00,2961.09,70460.60,48.00,-5.83,0.45,1.67,249.99,-13.57,3.62,6.08,-128
1,74657.00,3732903.00,2922.71,70804.80,48.00,-5.59,0.34,2.51,249.99,-15.91,3.06,6.14,-114
1,74660.00,3733053.00,2885.43,71140.40,48.00,-5.41,0.17,0.42,249.99,-14.45,2.11,5.43,-128
1,74663.00,3733203.00,2847.81,71480.40,48.00,-5.62,0.65,1.41,249.99,-13.00,2.36,5.83,-114
1,74666.00,3733353.00,2809.98,71823.60,48.00,-6.06,0.60,1.48,249.99,-13.08,1.49,6.27,-128
1,74669.00,3733503.00,2773.16,72159.00,47.90,-5.85,0.03,1.34,249.99,-13.78,3.20,6.00,-128
1,74672.00,3733653.00,2735.38,72504.40,48.00,-6.62,-0.05,2.22,249.99,-14.43,0.78,6.98,-128
1,74676.00,3733853.00,2685.94,72958.40,47.90,-5.72,0.93,2.36,249.99,-13.30,1.73,6.25,-128
1,74679.00,3734003.00,2646.41,73323.00,48.00,-5.88,-0.70,3.51,249.99,-13.63,0.05,6.89,-128
1,74683.00,3734203.00,2597.03,73780.60,47.90,-5.69,1.48,1.78,249.99,-12.55,1.86,6.14,-128
1,74686.00,3734353.00,2560.95,74116.40,47.90,-5.28,1.14,0.29,249.99,-14.29,1.35,5.41,-128
1,74689.00,3734503.00,2525.24,74450.00,47.90,-5.97,-0.28,3.04,249.99,-15.89,2.88,6.71,-128
1,74693.00,3734703.00,2473.83,74932.40,47.90,-6.21,0.87,1.18,249.99,-12.64,1.05,6.38,-128
1,74696.00,3734853.00,2436.06,75288.40,47.90,-4.64,0.71,2.00,249.99,-11.80,0.70,5.10,-128
1,74699.00,3735003.00,2397.89,75649.60,47.90,-6.36,0.78,2.39,249.99,-12.72,-0.29,6.83,-128
1,74703.00,3735203.00,2347.15,76131.80,47.90,-5.92,0.56,0.51,249.99,-11.34,1.97,5.96,-128
1,74706.00,3735353.00,2311.27,76474.40,47.90,-6.04,0.01,1.28,249.99,-7.96,1.86,6.17,-128
1,74709.00,3735503.00,2271.74,76853.20,47.90,-5.58,-1.08,-0.06,249.99,-13.58,-2.73,5.68,-128
1,74713.00,3735703.00,2220.09,77350.40,47.90,-6.16,0.77,2.44,249.99,-8.38,-0.11,6.67,-128
1,74716.00,3735853.00,2180.39,77734.40,47.90,-6.37,0.02,1.71,249.99,-11.54,-2.22,6.60,-128
1,74720.00,3736053.00,2130.61,78218.00,47.90,-6.81,0.86,2.42,249.99,-7.83,-1.13,7.27,-128
1,74723.00,3736203.00,2088.96,78624.60,47.90,-6.63,1.11,0.98,249.99,-8.70,-5.26,6.80,-128
1,74726.00,3736353.00,2051.49,78991.80,47.90,-6.31,-1.32,2.54,249.99,-13.70,-3.68,6.93,-114
1,74730.00,3736553.00,1997.85,79519.80,47.90,-5.99,0.98,-2.71,249.99,-4.07,-5.10,6.65,-112
1,74734.00,3736753.00,1948.92,80004.00,47.90,-6.38,-0.35,0.75,249.99,-6.38,-2.48,6.44,-128
1,74742.00,3737153.00,1846.02,81030.00,47.90,-7.49,0.72,-0.31,249.99,-2.00,-1.40,7.53,-128
1,74746.00,3737353.00,1785.62,81637.20,47.90,-7.29,0.83,0.97,249.99,-7.61,-0.47,7.40,-128
1,74749.00,3737503.00,1741.17,82086.40,47.90,-6.21,-1.13,3.60,249.99,-4.68,0.08,7.27,-114
1,74752.00,3737653.00,1715.75,82344.20,47.90,-7.81,0.76,1.03,249.99,-3.84,-2.10,7.91,-128
1,74755.00,3737803.00,1677.83,82730.00,47.90,-7.05,0.72,1.69,249.99,-3.14,-1.56,7.28,-128
1,74758.00,3737953.00,1636.53,83151.80,47.90,-6.69,-0.29,0.53,249.99,-4.40,-3.19,6.72,-128
1,74762.00,3738153.00,1583.19,83699.20,47.90,-6.45,0.34,0.80,249.99,-2.74,-2.20,6.51,-128
1,74765.00,3738303.00,1543.15,84112.00,47.90,-7.95,0.56,-1.57,249.99,-2.18,-7.06,8.12,-116
1,74769.00,3738503.00,1491.55,84646.40,47.90,-7.70,-0.45,1.76,249.99,-3.16,0.60,7.91,-128
1,74772.00,3738653.00,1448.92,85090.00,47.90,-6.71,-2.64,4.40,249.99,-6.07,-4.81,8.45,-128
1,74776.00,3738853.00,1395.30,85650.60,47.90,-7.42,-0.51,1.41,249.99,-6.05,-2.58,7.57,-128
1,74780.00,3739053.00,1341.35,86217.60,47.90,-7.81,-0.01,4.91,249.99,-8.26,-2.84,9.23,-117
1,74788.00,3739453.00,1238.29,87309.40,47.90,-7.76,-0.11,4.20,249.99,-12.15,-2.87,8.82,-116
1,74792.00,3739653.00,1187.90,87847.20,47.90,-7.74,0.80,-0.03,249.99,-12.79,-2.22,7.78,-115
1,74796.00,3739853.00,1138.13,88381.00,47.90,-8.32,0.19,4.03,249.99,-14.99,-4.80,9.25,-128
