Time (s),Oxidizer Mass (kg),Fuel Mass (kg)
3.419,6.3282172,1.364325
3.42,6.3263151,1.3640138
3.421,6.3244132,1.3637026
3.422,6.3225113,1.3633914
3.423,6.3206095,1.3630802
3.424,6.3187078,1.3627691
3.425,6.3168062,1.3624579
3.426,6.3149047,1.3621468
3.427,6.3130033,1.3618357
3.428,6.3111019,1.3615246
3.429,6.3092006,1.3612135
3.43,6.3072995,1.3609024
3.431,6.3053984,1.3605914
3.432,6.3034973,1.3602803
3.433,6.3015964,1.3599693
3.434,6.2996956,1.3596582
3.435,6.2977948,1.3593472
3.436,6.2958941,1.3590362
3.437,6.2939936,1.3587252
3.438,6.2920931,1.3584142
3.439,6.2901926,1.3581032
3.44,6.2882923,1.3577922
3.441,6.2863921,1.3574813
3.442,6.2844919,1.3571703
3.443,6.2825918,1.3568594
3.444,6.2806918,1.3565485
3.445,6.2787919,1.3562376
3.446,6.2768921,1.3559267
3.447,6.2749924,1.3556158
3.448,6.2730927,1.3553049
3.449,6.2711932,1.354994
3.45,6.2692937,1.3546832
3.451,6.2673943,1.3543724
3.452,6.265495,1.3540615
3.453,6.2635958,1.3537507
3.454,6.2616966,1.3534399
3.455,6.2597976,1.3531291
3.456,6.2578986,1.3528183
3.457,6.2559997,1.3525075
3.458,6.2541009,1.3521968
3.459,6.2522022,1.351886
3.46,6.2503036,1.3515753
3.461,6.248405,1.3512646
3.462,6.2465066,1.3509538
3.463,6.2446082,1.3506431
3.464,6.2427099,1.3503324
3.465,6.2408117,1.3500218
3.466,6.2389136,1.3497111
3.467,6.2370156,1.3494004
3.468,6.2351177,1.3490898
3.469,6.2332198,1.3487791
3.47,6.231322,1.3484685
3.471,6.2294243,1.3481579
3.472,6.2275267,1.3478473
3.473,6.2256292,1.3475367
3.474,6.2237318,1.3472261
3.475,6.2218344,1.3469156
3.476,6.2199372,1.346605
3.477,6.21804,1.3462945
3.478,6.2161429,1.3459839
3.479,6.2142459,1.3456734
3.48,6.212349,1.3453629
3.481,6.2104522,1.3450524
3.482,6.2085554,1.3447419
3.483,6.2066587,1.3444314
3.484,6.2047622,1.344121
3.485,6.2028657,1.3438105
3.486,6.2009693,1.3435001
3.487,6.199073,1.3431896
3.488,6.1971767,1.3428792
3.489,6.1952806,1.3425688
3.49,6.1933845,1.3422584
3.491,6.1914885,1.341948
3.492,6.1895926,1.3416376
3.493,6.1876968,1.3413273
3.494,6.1858011,1.3410169
3.495,6.1839055,1.3407066
3.496,6.1820099,1.3403963
3.497,6.1801144,1.3400859
3.498,6.1782191,1.3397756
3.499,6.1763238,1.3394653
3.5,6.1744286,1.3391551
3.501,6.1725334,1.3388448
3.502,6.1706384,1.3385345
3.503,6.1687434,1.3382243
3.504,6.1668486,1.337914
3.505,6.1649538,1.3376038
3.506,6.1630591,1.3372936
3.507,6.1611645,1.3369834
3.508,6.15927,1.3366732
3.509,6.1573755,1.336363
3.51,6.1554812,1.3360528
3.511,6.1535869,1.3357427
3.512,6.1516927,1.3354325
3.513,6.1497986,1.3351224
3.514,6.1479046,1.3348123
3.515,6.1460107,1.3345022
3.516,6.1441168,1.3341921
3.517,6.1422231,1.333882
3.518,6.1403294,1.3335719
3.519,6.1384358,1.3332618
3.52,6.1365423,1.3329518
3.521,6.1346489,1.3326417
3.522,6.1327556,1.3323317
3.523,6.1308624,1.3320217
3.524,6.1289692,1.3317117
3.525,6.1270761,1.3314017
3.526,6.1251832,1.3310917
3.527,6.1232903,1.3307817
3.528,6.1213974,1.3304717
3.529,6.1195047,1.3301618
3.53,6.1176121,1.3298518
3.531,6.1157195,1.3295419
3.532,6.1138271,1.329232
3.533,6.1119347,1.3289221
3.534,6.1100424,1.3286122
3.535,6.1081502,1.3283023
3.536,6.106258,1.3279924
3.537,6.104366,1.3276825
3.538,6.102474,1.3273727
3.539,6.1005822,1.3270629
3.54,6.0986904,1.326753
3.541,6.0967987,1.3264432
3.542,6.0949071,1.3261334
3.543,6.0930155,1.3258236
3.544,6.0911241,1.3255138
3.545,6.0892328,1.325204
3.546,6.0873415,1.3248943
3.547,6.0854503,1.3245845
3.548,6.0835592,1.3242748
3.549,6.0816682,1.3239651
3.55,6.0797773,1.3236554
3.551,6.0778864,1.3233456
3.552,6.0759957,1.323036
3.553,6.074105,1.3227263
3.554,6.0722144,1.3224166
3.555,6.0703239,1.3221069
3.556,6.0684335,1.3217973
3.557,6.0665432,1.3214877
3.558,6.0646529,1.321178
3.559,6.0627628,1.3208684
3.56,6.0608727,1.3205588
3.561,6.0589827,1.3202492
3.562,6.0570928,1.3199396
3.563,6.055203,1.3196301
3.564,6.0533133,1.3193205
3.565,6.0514237,1.319011
3.566,6.0495341,1.3187014
3.567,6.0476447,1.3183919
3.568,6.0457553,1.3180824
3.569,6.043866,1.3177729
3.57,6.0419768,1.3174634
3.571,6.0400876,1.3171539
3.572,6.0381986,1.3168445
3.573,6.0363097,1.316535
3.574,6.0344208,1.3162256
3.575,6.032532,1.3159161
3.576,6.0306433,1.3156067
3.577,6.0287547,1.3152973
3.578,6.0268662,1.3149879
3.579,6.0249778,1.3146785
3.58,6.0230894,1.3143692
3.581,6.0212011,1.3140598
3.582,6.019313,1.3137504
3.583,6.0174249,1.3134411
3.584,6.0155369,1.3131318
3.585,6.0136489,1.3128225
3.586,6.0117611,1.3125131
3.587,6.0098734,1.3122038
3.588,6.0079857,1.3118946
3.589,6.0060981,1.3115853
3.59,6.0042106,1.311276
3.591,6.0023232,1.3109668
3.592,6.0004359,1.3106575
3.593,5.9985487,1.3103483
3.594,5.9966615,1.3100391
3.595,5.9947745,1.3097299
3.596,5.9928875,1.3094207
3.597,5.9910006,1.3091115
3.598,5.9891138,1.3088023
3.599,5.9872271,1.3084932
3.6,5.9853405,1.308184
3.601,5.9834539,1.3078749
3.602,5.9815675,1.3075658
3.603,5.9796811,1.3072567
3.604,5.9777948,1.3069475
3.605,5.9759086,1.3066385
3.606,5.9740225,1.3063294
3.607,5.9721365,1.3060203
3.608,5.9702505,1.3057112
3.609,5.9683647,1.3054022
3.61,5.9664789,1.3050932
3.611,5.9645932,1.3047841
3.612,5.9627076,1.3044751
3.613,5.9608221,1.3041661
3.614,5.9589367,1.3038571
3.615,5.9570514,1.3035482
3.616,5.9551661,1.3032392
3.617,5.9532809,1.3029302
3.618,5.9513959,1.3026213
3.619,5.9495109,1.3023124
3.62,5.947626,1.3020034
3.621,5.9457411,1.3016945
3.622,5.9438564,1.3013856
3.623,5.9419718,1.3010767
3.624,5.9400872,1.3007679
3.625,5.9382027,1.300459
3.626,5.9363183,1.3001501
3.627,5.934434,1.2998413
3.628,5.9325498,1.2995325
3.629,5.9306657,1.2992236
3.63,5.9287816,1.2989148
3.631,5.9268977,1.298606
3.632,5.9250138,1.2982973
3.633,5.92313,1.2979885
3.634,5.9212463,1.2976797
3.635,5.9193627,1.297371
3.636,5.9174792,1.2970622
3.637,5.9155957,1.2967535
3.638,5.9137124,1.2964448
3.639,5.9118291,1.2961361
3.64,5.9099459,1.2958274
3.641,5.9080628,1.2955187
3.642,5.9061798,1.29521
3.643,5.9042969,1.2949014
3.644,5.9024141,1.2945927
3.645,5.9005313,1.2942841
3.646,5.8986487,1.2939754
3.647,5.8967661,1.2936668
3.648,5.8948836,1.2933582
3.649,5.8930012,1.2930496
3.65,5.8911189,1.292741
3.651,5.8892366,1.2924325
3.652,5.8873545,1.2921239
3.653,5.8854724,1.2918154
3.654,5.8835904,1.2915068
3.655,5.8817086,1.2911983
3.656,5.8798268,1.2908898
3.657,5.877945,1.2905813
3.658,5.8760634,1.2902728
3.659,5.8741819,1.2899643
3.66,5.8723004,1.2896558
3.661,5.870419,1.2893474
3.662,5.8685378,1.2890389
3.663,5.8666566,1.2887305
3.664,5.8647755,1.2884221
3.665,5.8628944,1.2881137
3.666,5.8610135,1.2878053
3.667,5.8591326,1.2874969
3.668,5.8572519,1.2871885
3.669,5.8553712,1.2868801
3.67,5.8534906,1.2865718
3.671,5.8516101,1.2862634
3.672,5.8497297,1.2859551
3.673,5.8478494,1.2856468
3.674,5.8459691,1.2853384
3.675,5.844089,1.2850301
3.676,5.8422089,1.2847219
3.677,5.8403289,1.2844136
3.678,5.838449,1.2841053
3.679,5.8365692,1.2837971
3.68,5.8346895,1.2834888
3.681,5.8328098,1.2831806
3.682,5.8309303,1.2828724
3.683,5.8290508,1.2825642
3.684,5.8271714,1.282256
3.685,5.8252921,1.2819478
3.686,5.8234129,1.2816396
3.687,5.8215338,1.2813314
3.688,5.8196548,1.2810233
3.689,5.8177758,1.2807151
3.69,5.815897,1.280407
3.691,5.8140182,1.2800989
3.692,5.8121395,1.2797908
3.693,5.8102609,1.2794827
3.694,5.8083824,1.2791746
3.695,5.806504,1.2788665
3.696,5.8046256,1.2785585
3.697,5.8027474,1.2782504
3.698,5.8008692,1.2779424
3.699,5.7989911,1.2776343
3.7,5.7971131,1.2773263
3.701,5.7952352,1.2770183
3.702,5.7933574,1.2767103
3.703,5.7914796,1.2764023
3.704,5.789602,1.2760944
3.705,5.7877244,1.2757864
3.706,5.785847,1.2754785
3.707,5.7839696,1.2751705
3.708,5.7820923,1.2748626
3.709,5.7802151,1.2745547
3.71,5.7783379,1.2742468
3.711,5.7764609,1.2739389
3.712,5.7745839,1.273631
3.713,5.7727071,1.2733231
3.714,5.7708303,1.2730153
3.715,5.7689536,1.2727074
3.716,5.767077,1.2723996
3.717,5.7652005,1.2720917
3.718,5.763324,1.2717839
3.719,5.7614477,1.2714761
3.72,5.7595714,1.2711683
3.721,5.7576952,1.2708606
3.722,5.7558192,1.2705528
3.723,5.7539431,1.270245
3.724,5.7520672,1.2699373
3.725,5.7501914,1.2696296
3.726,5.7483157,1.2693218
3.727,5.74644,1.2690141
3.728,5.7445644,1.2687064
3.729,5.742689,1.2683987
3.73,5.7408136,1.268091
3.731,5.7389383,1.2677834
3.732,5.737063,1.2674757
3.733,5.7351879,1.2671681
3.734,5.7333129,1.2668604
3.735,5.7314379,1.2665528
3.736,5.729563,1.2662452
3.737,5.7276882,1.2659376
3.738,5.7258135,1.26563
3.739,5.7239389,1.2653224
3.74,5.7220644,1.2650149
3.741,5.72019,1.2647073
3.742,5.7183156,1.2643998
3.743,5.7164414,1.2640922
3.744,5.7145672,1.2637847
3.745,5.7126931,1.2634772
3.746,5.7108191,1.2631697
3.747,5.7089452,1.2628622
3.748,5.7070713,1.2625548
3.749,5.7051976,1.2622473
3.75,5.7033239,1.2619398
3.751,5.7014504,1.2616324
3.752,5.6995769,1.261325
3.753,5.6977035,1.2610175
3.754,5.6958302,1.2607101
3.755,5.6939569,1.2604027
3.756,5.6920838,1.2600954
3.757,5.6902108,1.259788
3.758,5.6883378,1.2594806
3.759,5.6864649,1.2591733
3.76,5.6845921,1.2588659
3.761,5.6827194,1.2585586
3.762,5.6808468,1.2582513
3.763,5.6789743,1.257944
3.764,5.6771019,1.2576367
3.765,5.6752295,1.2573294
3.766,5.6733572,1.2570221
3.767,5.6714851,1.2567149
3.768,5.669613,1.2564076
3.769,5.667741,1.2561004
3.77,5.6658691,1.2557931
3.771,5.6639972,1.2554859
3.772,5.6621255,1.2551787
3.773,5.6602538,1.2548715
3.774,5.6583823,1.2545643
3.775,5.6565108,1.2542572
3.776,5.6546394,1.25395
3.777,5.6527681,1.2536429
3.778,5.6508968,1.2533357
3.779,5.6490257,1.2530286
3.78,5.6471547,1.2527215
3.781,5.6452837,1.2524144
3.782,5.6434128,1.2521073
3.783,5.641542,1.2518002
3.784,5.6396713,1.2514931
3.785,5.6378007,1.2511861
3.786,5.6359302,1.250879
3.787,5.6340598,1.250572
3.788,5.6321894,1.250265
3.789,5.6303192,1.2499579
3.79,5.628449,1.2496509
3.791,5.6265789,1.249344
3.792,5.6247089,1.249037
3.793,5.622839,1.24873
3.794,5.6209691,1.248423
3.795,5.6190994,1.2481161
3.796,5.6172298,1.2478092
3.797,5.6153602,1.2475022
3.798,5.6134907,1.2471953
3.799,5.6116213,1.2468884
3.8,5.609752,1.2465815
3.801,5.6078828,1.2462747
3.802,5.6060137,1.2459678
3.803,5.6041446,1.2456609
3.804,5.6022757,1.2453541
3.805,5.6004068,1.2450473
3.806,5.598538,1.2447404
3.807,5.5966693,1.2444336
3.808,5.5948007,1.2441268
3.809,5.5929322,1.24382
3.81,5.5910638,1.2435133
3.811,5.5891954,1.2432065
3.812,5.5873272,1.2428997
3.813,5.585459,1.242593
3.814,5.5835909,1.2422863
3.815,5.5817229,1.2419795
3.816,5.579855,1.2416728
3.817,5.5779872,1.2413661
3.818,5.5761194,1.2410594
3.819,5.5742518,1.2407528
3.82,5.5723842,1.2404461
3.821,5.5705168,1.2401395
3.822,5.5686494,1.2398328
3.823,5.5667821,1.2395262
3.824,5.5649149,1.2392196
3.825,5.5630477,1.2389129
3.826,5.5611807,1.2386064
3.827,5.5593138,1.2382998
3.828,5.5574469,1.2379932
3.829,5.5555801,1.2376866
3.83,5.5537134,1.2373801
3.831,5.5518468,1.2370735
3.832,5.5499803,1.236767
3.833,5.5481139,1.2364605
3.834,5.5462476,1.236154
3.835,5.5443813,1.2358475
3.836,5.5425152,1.235541
3.837,5.5406491,1.2352345
3.838,5.5387831,1.2349281
3.839,5.5369172,1.2346216
3.84,5.5350514,1.2343152
3.841,5.5331857,1.2340087
3.842,5.53132,1.2337023
3.843,5.5294545,1.2333959
3.844,5.527589,1.2330895
3.845,5.5257236,1.2327831
3.846,5.5238583,1.2324768
3.847,5.5219931,1.2321704
3.848,5.520128,1.2318641
3.849,5.518263,1.2315577
3.85,5.5163981,1.2312514
3.851,5.5145332,1.2309451
3.852,5.5126685,1.2306388
3.853,5.5108038,1.2303325
3.854,5.5089392,1.2300262
3.855,5.5070747,1.2297199
3.856,5.5052103,1.2294137
3.857,5.503346,1.2291074
3.858,5.5014817,1.2288012
3.859,5.4996176,1.228495
3.86,5.4977535,1.2281887
3.861,5.4958895,1.2278825
3.862,5.4940256,1.2275763
3.863,5.4921618,1.2272702
3.864,5.4902981,1.226964
3.865,5.4884345,1.2266578
3.866,5.486571,1.2263517
3.867,5.4847075,1.2260455
3.868,5.4828441,1.2257394
3.869,5.4809809,1.2254333
3.87,5.4791177,1.2251272
3.871,5.4772546,1.2248211
3.872,5.4753916,1.224515
3.873,5.4735286,1.224209
3.874,5.4716658,1.2239029
3.875,5.4698031,1.2235969
3.876,5.4679404,1.2232908
3.877,5.4660778,1.2229848
3.878,5.4642153,1.2226788
3.879,5.4623529,1.2223728
3.88,5.4604906,1.2220668
3.881,5.4586284,1.2217608
3.882,5.4567663,1.2214549
3.883,5.4549042,1.2211489
3.884,5.4530423,1.220843
3.885,5.4511804,1.220537
3.886,5.4493186,1.2202311
3.887,5.4474569,1.2199252
3.888,5.4455953,1.2196193
3.889,5.4437338,1.2193134
3.89,5.4418724,1.2190075
3.891,5.440011,1.2187017
3.892,5.4381498,1.2183958
3.893,5.4362885,1.21809
3.894,5.4344275,1.2177841
3.895,5.4325664,1.2174783
3.896,5.4307056,1.2171725
3.897,5.4288447,1.2168667
3.898,5.4269841,1.2165609
3.899,5.4251233,1.2162551
3.9,5.4232626,1.2159493
3.901,5.421402,1.2156436
3.902,5.4195415,1.2153378
3.903,5.4176811,1.2150321
3.904,5.4158208,1.2147264
3.905,5.4139606,1.2144206
3.906,5.4121004,1.2141149
3.907,5.4102404,1.2138092
3.908,5.4083804,1.2135035
3.909,5.4065205,1.2131979
3.91,5.4046607,1.2128922
3.911,5.402801,1.2125866
3.912,5.4009414,1.2122809
3.913,5.3990819,1.2119753
3.914,5.3972224,1.2116697
3.915,5.3953631,1.2113641
3.916,5.3935038,1.2110585
3.917,5.3916446,1.2107529
3.918,5.3897855,1.2104473
3.919,5.3879265,1.2101417
3.92,5.3860676,1.2098362
3.921,5.3842088,1.2095307
3.922,5.3823501,1.2092251
3.923,5.3804914,1.2089196
3.924,5.3786329,1.2086141
3.925,5.3767744,1.2083086
3.926,5.374916,1.2080031
3.927,5.3730577,1.2076977
3.928,5.3711995,1.2073922
3.929,5.3693414,1.2070867
3.93,5.3674834,1.2067813
3.931,5.3656254,1.2064759
3.932,5.3637676,1.2061705
3.933,5.3619098,1.2058651
3.934,5.3600521,1.2055597
3.935,5.3581946,1.2052543
3.936,5.3563371,1.2049489
3.937,5.3544797,1.2046436
3.938,5.3526223,1.2043382
3.939,5.3507651,1.2040329
3.94,5.348908,1.2037275
3.941,5.3470509,1.2034222
3.942,5.3451939,1.2031169
3.943,5.343337,1.2028116
3.944,5.3414803,1.2025064
3.945,5.3396236,1.2022011
3.946,5.3377669,1.2018958
3.947,5.3359104,1.2015906
3.948,5.334054,1.2012853
3.949,5.3321976,1.2009801
3.95,5.3303414,1.2006749
3.951,5.3284852,1.2003697
3.952,5.3266291,1.2000645
3.953,5.3247731,1.1997593
3.954,5.3229172,1.1994542
3.955,5.3210614,1.199149
3.956,5.3192056,1.1988439
3.957,5.31735,1.1985387
3.958,5.3154944,1.1982336
3.959,5.313639,1.1979285
3.96,5.3117836,1.1976234
3.961,5.3099283,1.1973183
3.962,5.3080731,1.1970132
3.963,5.306218,1.1967082
3.964,5.304363,1.1964031
3.965,5.302508,1.1960981
3.966,5.3006532,1.195793
3.967,5.2987984,1.195488
3.968,5.2969438,1.195183
3.969,5.2950892,1.194878
3.97,5.2932347,1.194573
3.971,5.2913803,1.194268
3.972,5.2895259,1.1939631
3.973,5.2876717,1.1936581
3.974,5.2858176,1.1933532
3.975,5.2839635,1.1930482
3.976,5.2821096,1.1927433
3.977,5.2802557,1.1924384
3.978,5.2784019,1.1921335
3.979,5.2765482,1.1918286
3.98,5.2746946,1.1915237
3.981,5.2728411,1.1912189
3.982,5.2709876,1.190914
3.983,5.2691343,1.1906092
3.984,5.267281,1.1903044
3.985,5.2654279,1.1899995
3.986,5.2635748,1.1896947
3.987,5.2617218,1.1893899
3.988,5.2598689,1.1890851
3.989,5.2580161,1.1887804
3.99,5.2561633,1.1884756
3.991,5.2543107,1.1881708
3.992,5.2524581,1.1878661
3.993,5.2506057,1.1875614
3.994,5.2487533,1.1872567
3.995,5.246901,1.186952
3.996,5.2450488,1.1866473
3.997,5.2431967,1.1863426
3.998,5.2413447,1.1860379
3.999,5.2394928,1.1857332
4,5.2376409,1.1854286
4.001,5.2357892,1.1851239
4.002,5.2339375,1.1848193
4.003,5.2320859,1.1845147
4.004,5.2302344,1.1842101
4.005,5.228383,1.1839055
4.006,5.2265317,1.1836009
4.007,5.2246805,1.1832963
4.008,5.2228294,1.1829918
4.009,5.2209783,1.1826872
4.01,5.2191274,1.1823827
4.011,5.2172765,1.1820782
4.012,5.2154257,1.1817736
4.013,5.213575,1.1814691
4.014,5.2117244,1.1811646
4.015,5.2098739,1.1808602
4.016,5.2080235,1.1805557
4.017,5.2061731,1.1802512
4.018,5.2043229,1.1799468
4.019,5.2024727,1.1796423
4.02,5.2006226,1.1793379
4.021,5.1987727,1.1790335
4.022,5.1969228,1.1787291
4.023,5.195073,1.1784247
4.024,5.1932232,1.1781203
4.025,5.1913736,1.1778159
4.026,5.1895241,1.1775116
4.027,5.1876746,1.1772072
4.028,5.1858252,1.1769029
4.029,5.183976,1.1765986
4.03,5.1821268,1.1762943
4.031,5.1802777,1.17599
4.032,5.1784287,1.1756857
4.033,5.1765797,1.1753814
4.034,5.1747309,1.1750771
4.035,5.1728822,1.1747728
4.036,5.1710335,1.1744686
4.037,5.1691849,1.1741644
4.038,5.1673365,1.1738601
4.039,5.1654881,1.1735559
4.04,5.1636398,1.1732517
4.041,5.1617915,1.1729475
4.042,5.1599434,1.1726433
4.043,5.1580954,1.1723392
4.044,5.1562474,1.172035
4.045,5.1543996,1.1717309
4.046,5.1525518,1.1714267
4.047,5.1507041,1.1711226
4.048,5.1488565,1.1708185
4.049,5.147009,1.1705144
4.05,5.1451616,1.1702103
4.051,5.1433143,1.1699062
4.052,5.141467,1.1696022
4.053,5.1396199,1.1692981
4.054,5.1377728,1.1689941
4.055,5.1359258,1.16869
4.056,5.1340789,1.168386
4.057,5.1322322,1.168082
4.058,5.1303854,1.167778
4.059,5.1285388,1.167474
4.06,5.1266923,1.16717
4.061,5.1248458,1.166866
4.062,5.1229995,1.1665621
4.063,5.1211532,1.1662581
4.064,5.119307,1.1659542
4.065,5.117461,1.1656503
4.066,5.115615,1.1653464
4.067,5.113769,1.1650425
4.068,5.1119232,1.1647386
4.069,5.1100775,1.1644347
4.07,5.1082318,1.1641308
4.071,5.1063863,1.163827
4.072,5.1045408,1.1635231
4.073,5.1026954,1.1632193
4.074,5.1008501,1.1629155
4.075,5.0990049,1.1626117
4.076,5.0971598,1.1623079
4.077,5.0953148,1.1620041
4.078,5.0934699,1.1617003
4.079,5.091625,1.1613965
4.08,5.0897803,1.1610928
4.081,5.0879356,1.160789
4.082,5.086091,1.1604853
4.083,5.0842465,1.1601816
4.084,5.0824021,1.1598779
4.085,5.0805578,1.1595742
4.086,5.0787136,1.1592705
4.087,5.0768694,1.1589668
4.088,5.0750254,1.1586631
4.089,5.0731814,1.1583595
4.09,5.0713376,1.1580558
4.091,5.0694938,1.1577522
4.092,5.0676501,1.1574486
4.093,5.0658065,1.157145
4.094,5.063963,1.1568414
4.095,5.0621195,1.1565378
4.096,5.0602762,1.1562342
4.097,5.0584329,1.1559307
4.098,5.0565898,1.1556271
4.099,5.0547467,1.1553236
4.1,5.0529037,1.15502
4.101,5.0510608,1.1547165
4.102,5.049218,1.154413
4.103,5.0473753,1.1541095
4.104,5.0455327,1.153806
4.105,5.0436901,1.1535025
4.106,5.0418477,1.1531991
4.107,5.0400053,1.1528956
4.108,5.038163,1.1525922
4.109,5.0363208,1.1522887
4.11,5.0344787,1.1519853
4.111,5.0326367,1.1516819
4.112,5.0307948,1.1513785
4.113,5.028953,1.1510751
4.114,5.0271112,1.1507718
4.115,5.0252696,1.1504684
4.116,5.023428,1.150165
4.117,5.0215866,1.1498617
4.118,5.0197452,1.1495584
4.119,5.0179039,1.149255
4.12,5.0160627,1.1489517
4.121,5.0142215,1.1486484
4.122,5.0123805,1.1483452
4.123,5.0105396,1.1480419
4.124,5.0086987,1.1477386
4.125,5.0068579,1.1474354
4.126,5.0050173,1.1471321
4.127,5.0031767,1.1468289
4.128,5.0013362,1.1465257
4.129,4.9994958,1.1462225
4.13,4.9976555,1.1459193
4.131,4.9958152,1.1456161
4.132,4.9939751,1.1453129
4.133,4.992135,1.1450097
4.134,4.9902951,1.1447066
4.135,4.9884552,1.1444035
4.136,4.9866154,1.1441003
4.137,4.9847757,1.1437972
4.138,4.9829361,1.1434941
4.139,4.9810966,1.143191
4.14,4.9792571,1.1428879
4.141,4.9774178,1.1425848
4.142,4.9755785,1.1422818
4.143,4.9737394,1.1419787
4.144,4.9719003,1.1416757
4.145,4.9700613,1.1413727
4.146,4.9682224,1.1410696
4.147,4.9663836,1.1407666
4.148,4.9645449,1.1404636
4.149,4.9627062,1.1401607
4.15,4.9608677,1.1398577
4.151,4.9590293,1.1395547
4.152,4.9571909,1.1392518
4.153,4.9553526,1.1389488
4.154,4.9535144,1.1386459
4.155,4.9516763,1.138343
4.156,4.9498383,1.1380401
4.157,4.9480004,1.1377372
4.158,4.9461626,1.1374343
4.159,4.9443248,1.1371314
4.16,4.9424872,1.1368286
4.161,4.9406496,1.1365257
4.162,4.9388121,1.1362229
4.163,4.9369747,1.13592
4.164,4.9351374,1.1356172
4.165,4.9333002,1.1353144
4.166,4.9314631,1.1350116
4.167,4.9296261,1.1347088
4.168,4.9277892,1.1344061
4.169,4.9259523,1.1341033
4.17,4.9241155,1.1338006
4.171,4.9222789,1.1334978
4.172,4.9204423,1.1331951
4.173,4.9186058,1.1328924
4.174,4.9167694,1.1325897
4.175,4.9149331,1.132287
4.176,4.9130968,1.1319843
4.177,4.9112607,1.1316816
4.178,4.9094246,1.131379
4.179,4.9075887,1.1310763
4.18,4.9057528,1.1307737
4.181,4.903917,1.130471
4.182,4.9020813,1.1301684
4.183,4.9002457,1.1298658
4.184,4.8984102,1.1295632
4.185,4.8965748,1.1292606
4.186,4.8947394,1.1289581
4.187,4.8929042,1.1286555
4.188,4.891069,1.128353
4.189,4.889234,1.1280504
4.19,4.887399,1.1277479
4.191,4.8855641,1.1274454
4.192,4.8837293,1.1271429
4.193,4.8818946,1.1268404
4.194,4.8800599,1.1265379
4.195,4.8782254,1.1262354
4.196,4.876391,1.125933
4.197,4.8745566,1.1256305
4.198,4.8727223,1.1253281
4.199,4.8708881,1.1250257
4.2,4.8690541,1.1247232
4.201,4.8672201,1.1244208
4.202,4.8653861,1.1241184
4.203,4.8635523,1.1238161
4.204,4.8617186,1.1235137
4.205,4.8598849,1.1232113
4.206,4.8580514,1.122909
4.207,4.8562179,1.1226066
4.208,4.8543845,1.1223043
4.209,4.8525513,1.122002
4.21,4.8507181,1.1216997
4.211,4.8488849,1.1213974
4.212,4.8470519,1.1210951
4.213,4.845219,1.1207928
4.214,4.8433862,1.1204906
4.215,4.8415534,1.1201883
4.216,4.8397207,1.1198861
4.217,4.8378882,1.1195839
4.218,4.8360557,1.1192817
4.219,4.8342233,1.1189795
4.22,4.832391,1.1186773
4.221,4.8305588,1.1183751
4.222,4.8287266,1.1180729
4.223,4.8268946,1.1177708
4.224,4.8250626,1.1174686
4.225,4.8232308,1.1171665
4.226,4.821399,1.1168643
4.227,4.8195673,1.1165622
4.228,4.8177357,1.1162601
4.229,4.8159042,1.115958
4.23,4.8140728,1.1156559
4.231,4.8122415,1.1153539
4.232,4.8104102,1.1150518
4.233,4.8085791,1.1147498
4.234,4.806748,1.1144477
4.235,4.8049171,1.1141457
4.236,4.8030862,1.1138437
4.237,4.8012554,1.1135417
4.238,4.7994247,1.1132397
4.239,4.7975941,1.1129377
4.24,4.7957636,1.1126357
4.241,4.7939331,1.1123338
4.242,4.7921028,1.1120318
4.243,4.7902725,1.1117299
4.244,4.7884424,1.111428
4.245,4.7866123,1.1111261
4.246,4.7847823,1.1108242
4.247,4.7829524,1.1105223
4.248,4.7811226,1.1102204
4.249,4.7792929,1.1099185
4.25,4.7774633,1.1096167
4.251,4.7756337,1.1093148
4.252,4.7738043,1.109013
4.253,4.7719749,1.1087111
4.254,4.7701457,1.1084093
4.255,4.7683165,1.1081075
4.256,4.7664874,1.1078057
4.257,4.7646584,1.107504
4.258,4.7628295,1.1072022
4.259,4.7610006,1.1069004
4.26,4.7591719,1.1065987
4.261,4.7573433,1.1062969
4.262,4.7555147,1.1059952
4.263,4.7536862,1.1056935
4.264,4.7518579,1.1053918
4.265,4.7500296,1.1050901
4.266,4.7482014,1.1047884
4.267,4.7463733,1.1044868
4.268,4.7445453,1.1041851
4.269,4.7427173,1.1038835
4.27,4.7408895,1.1035818
4.271,4.7390617,1.1032802
4.272,4.7372341,1.1029786
4.273,4.7354065,1.102677
4.274,4.733579,1.1023754
4.275,4.7317516,1.1020738
4.276,4.7299243,1.1017722
4.277,4.7280971,1.1014707
4.278,4.72627,1.1011691
4.279,4.7244429,1.1008676
4.28,4.722616,1.1005661
4.281,4.7207891,1.1002646
4.282,4.7189624,1.0999631
4.283,4.7171357,1.0996616
4.284,4.7153091,1.0993601
4.285,4.7134826,1.0990586
4.286,4.7116562,1.0987572
4.287,4.7098299,1.0984557
4.288,4.7080037,1.0981543
