type,time,cellADC1,cellADC2,pressureADC1,pressureADC2,kgf1,kgf2,mpa1,mpa2,fov,vov,pov,qd,abort,mov,ign1,ign2,rssi
0,645301.00,8388458.00,8913350.00,100.00,100.00,-3.73,19.81,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,648739.00,8388348.00,8913514.00,99.00,101.00,-3.75,19.81,-0.04,-0.02,0,0,0,0,0,0,0,0,-128
0,648941.00,8388511.00,8913571.00,99.00,100.00,-3.71,19.81,-0.04,-0.03,0,0,0,0,0,0,0,0,-109
0,649144.00,8388306.00,8913431.00,99.00,100.00,-3.76,19.81,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,649346.00,8388467.00,8913792.00,100.00,100.00,-3.72,19.82,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,649548.00,8388390.00,8913578.00,99.00,100.00,-3.74,19.82,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,649750.00,8388623.00,8913719.00,99.00,100.00,-3.69,19.82,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,649953.00,8388621.00,8913879.00,99.00,100.00,-3.69,19.83,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,650964.00,8388286.00,8915566.00,100.00,100.00,-3.76,19.89,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,651166.00,8388175.00,8915745.00,100.00,100.00,-3.79,19.90,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,653796.00,8388307.00,8917729.00,100.00,100.00,-3.76,19.98,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,653998.00,8388479.00,8917947.00,100.00,100.00,-3.72,19.99,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,654200.00,8388359.00,8917860.00,100.00,100.00,-3.75,19.99,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,655211.00,8388330.00,8917932.00,100.00,101.00,-3.75,19.99,-0.03,-0.02,0,0,0,0,0,0,0,0,-128
0,655414.00,8388593.00,8918049.00,99.00,100.00,-3.70,19.99,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,655616.00,8388499.00,8917886.00,99.00,100.00,-3.72,19.99,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,655818.00,8388363.00,8917893.00,99.00,100.00,-3.75,19.99,-0.04,-0.03,0,0,0,0,0,0,0,0,-116
0,656020.00,8388431.00,8917892.00,100.00,99.00,-3.73,19.99,-0.03,-0.04,0,0,0,0,0,0,0,0,-128
0,656223.00,8388351.00,8917880.00,99.00,100.00,-3.75,19.99,-0.04,-0.03,0,0,0,0,0,0,0,0,-111
0,656425.00,8388305.00,8917966.00,99.00,100.00,-3.76,19.99,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,656627.00,8388465.00,8918011.00,100.00,100.00,-3.72,19.99,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,656829.00,8388408.00,8917610.00,100.00,100.00,-3.74,19.98,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,657032.00,8388587.00,8918246.00,99.00,100.00,-3.70,20.00,-0.04,-0.03,0,0,0,0,0,0,0,0,-110
0,657234.00,8388281.00,8918215.00,100.00,100.00,-3.77,20.00,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,657436.00,8388270.00,8918359.00,100.00,100.00,-3.77,20.01,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,657841.00,8388434.00,8918020.00,98.00,100.00,-3.73,19.99,-0.06,-0.03,0,0,0,0,0,0,0,0,-112
0,658043.00,8388483.00,8918100.00,99.00,100.00,-3.72,20.00,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,658245.00,8388328.00,8918367.00,100.00,100.00,-3.75,20.01,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,658448.00,8388384.00,8918245.00,99.00,100.00,-3.74,20.00,-0.0,1.03,0,0,0,0,0,0,0,0,-128
0,658650.00,8388528.00,8918210.00,98.00,100.00,-3.71,20.00,-0.06,-0.03,0,0,0,0,0,0,0,0,-128
0,660470.00,8388386.00,8918130.00,99.00,100.00,-3.74,20.00,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,660672.00,8388543.00,8918401.00,99.00,100.00,-3.71,20.01,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,661279.00,8388327.00,8918683.00,99.00,100.00,-3.76,20.02,-0.04,-0.03,0,0,0,0,0,0,0,0,-129
0,661481.00,8388257.00,8918624.00,98.00,99.00,-3.77,20.02,-0.06,-0.04,0,0,0,0,0,0,0,0,-128
0,661684.00,8388580.00,8918916.00,99.00,101.00,-3.70,20.03,-0.04,-0.02,0,0,0,0,0,0,0,0,-128
0,661886.00,8388517.00,8918702.00,99.00,100.00,-3.71,20.02,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,662088.00,8388346.00,8918431.00,99.00,100.00,-3.75,20.01,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,662695.00,8388335.00,8918596.00,99.00,100.00,-3.75,20.02,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,663099.00,8388582.00,8918925.00,99.00,99.00,-3.70,20.03,-0.04,-0.04,0,0,0,0,0,0,0,0,-112
0,663302.00,8388479.00,8918695.00,99.00,100.00,-3.72,20.02,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,663504.00,8388379.00,8918564.00,99.00,100.00,-3.74,20.01,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,663706.00,8388291.00,8918622.00,100.00,101.00,-3.76,20.02,-0.03,-0.02,0,0,0,0,0,0,0,0,-128
0,663909.00,8388565.00,8919090.00,100.00,100.00,-3.70,20.03,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,664111.00,8388402.00,8918943.00,100.00,100.00,-3.74,20.03,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,664313.00,8388465.00,8918867.00,99.00,100.00,-3.72,20.03,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,664515.00,8388446.00,8919092.00,100.00,100.00,-3.73,20.04,-0.03,-0.03,0,0,0,0,0,0,0,0,-112
0,664718.00,8388473.00,8918816.00,100.00,101.00,-3.72,20.02,-0.03,-0.02,0,0,0,0,0,0,0,0,-112
0,664920.00,8388596.00,8918875.00,99.00,100.00,-3.69,20.03,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,665122.00,8388370.00,8918863.00,99.00,100.00,-3.75,20.03,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,665324.00,8388535.00,8918723.00,99.00,100.00,-3.71,20.02,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,665527.00,8388448.00,8919007.00,99.00,100.00,-3.73,20.03,-0.04,-0.03,0,0,0,0,0,0,0,0,-111
0,665729.00,8388463.00,8919097.00,100.00,100.00,-3.72,20.04,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,665931.00,8388524.00,8918841.00,99.00,100.00,-3.71,20.03,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,666133.00,8388258.00,8918823.00,99.00,100.00,-3.77,20.02,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,666336.00,8388291.00,8919215.00,99.00,100.00,-3.76,20.04,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,666538.00,8388377.00,8919415.00,99.00,100.00,-3.74,20.05,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,666740.00,8388389.00,8918970.00,100.00,100.00,-3.74,20.03,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,666943.00,8388304.00,8919230.00,100.00,100.00,-3.76,20.04,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,667347.00,8388291.00,8919038.00,100.00,101.00,-3.76,20.03,-0.03,-0.02,0,0,0,0,0,0,0,0,-128
0,667549.00,8388435.00,8919347.00,100.00,100.00,-3.73,20.05,-0.03,-0.03,0,0,0,0,0,0,0,0,-112
0,667752.00,8388380.00,8919402.00,98.00,100.00,-3.74,20.05,-0.06,-0.03,0,0,0,0,0,0,0,0,-128
0,667954.00,8388568.00,8919012.00,98.00,100.00,-3.70,20.03,-0.06,-0.03,0,0,0,0,0,0,0,0,-128
0,668156.00,8388286.00,8919299.00,99.00,100.00,-3.76,20.04,-0.04,-0.03,0,0,0,0,0,0,0,0,-112
0,668358.00,8388282.00,8919175.00,99.00,100.00,-3.77,20.04,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,668561.00,8388490.00,8919433.00,99.00,99.00,-3.72,20.05,-0.04,-0.04,0,0,0,0,0,0,0,0,-128
0,668763.00,8388285.00,8919017.00,99.00,100.00,-3.76,20.03,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,668965.00,8388329.00,8919090.00,100.00,101.00,-3.75,20.03,-0.03,-0.02,0,0,0,0,0,0,0,0,-128
0,669168.00,8388485.00,8919258.00,99.00,100.00,-3.72,20.04,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,669370.00,8388286.00,8919388.00,99.00,101.00,-3.76,20.05,-0.04,-0.02,0,0,0,0,0,0,0,0,-128
0,669572.00,8388579.00,8919277.00,99.00,100.00,-3.70,20.04,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,669774.00,8388555.00,8919667.00,99.00,100.00,-3.70,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,669977.00,8388347.00,8919488.00,99.00,101.00,-3.75,20.05,-0.04,-0.02,0,0,0,0,0,0,0,0,-128
0,670179.00,8388483.00,8919200.00,99.00,100.00,-3.72,20.04,-0.04,-0.03,0,0,0,0,0,0,0,0,-111
0,670381.00,8388334.00,8919267.00,99.00,100.00,-3.75,20.04,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,670583.00,8388614.00,8919576.00,99.00,100.00,-3.69,20.05,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,670786.00,8388385.00,8919582.00,100.00,100.00,-3.74,20.05,-0.03,-0.03,0,0,0,0,0,0,0,0,-114
0,670988.00,8388531.00,8919315.00,99.00,101.00,-3.71,20.04,-0.04,-0.02,0,0,0,0,0,0,0,0,-128
0,671190.00,8388633.00,8919679.00,99.00,100.00,-3.69,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,671392.00,8388587.00,8919721.00,99.00,100.00,-3.70,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-114
0,671595.00,8388515.00,8919649.00,100.00,100.00,-3.71,20.06,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,671797.00,8388408.00,8919728.00,100.00,100.00,-3.74,20.06,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,671999.00,8388446.00,8919556.00,100.00,100.00,-3.73,20.05,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,672202.00,8388442.00,8919748.00,99.00,100.00,-3.73,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,672404.00,8388336.00,8919595.00,99.00,100.00,-3.75,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,672606.00,8388549.00,8919879.00,99.00,100.00,-3.71,20.07,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,672808.00,8388600.00,8919891.00,99.00,100.00,-3.69,20.07,-0.04,-0.03,0,0,0,0,0,0,0,0,-111
0,673011.00,8388629.00,8919821.00,100.00,100.00,-3.69,20.06,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,673213.00,8388573.00,8919776.00,99.00,100.00,-3.70,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,673415.00,8388616.00,8919773.00,100.00,100.00,-3.69,20.06,-0.03,-0.03,0,0,0,0,0,0,0,0,-114
0,673617.00,8388453.00,8919641.00,100.00,101.00,-3.73,20.06,-0.03,-0.02,0,0,0,0,0,0,0,0,-116
0,673820.00,8388449.00,8920016.00,99.00,100.00,-3.73,20.07,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,674022.00,8388602.00,8919751.00,99.00,100.00,-3.69,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-114
0,674224.00,8388607.00,8919670.00,99.00,100.00,-3.69,20.06,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,674427.00,8388618.00,8919859.00,100.00,100.00,-3.69,20.07,-0.03,-0.03,0,0,0,0,0,0,0,0,-114
0,674629.00,8388381.00,8919844.00,99.00,100.00,-3.74,20.07,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,674831.00,8388476.00,8919878.00,99.00,100.00,-3.72,20.07,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,675033.00,8388420.00,8920281.00,99.00,100.00,-3.73,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,675236.00,8388447.00,8919633.00,98.00,101.00,-3.73,20.06,-0.06,-0.02,0,0,0,0,0,0,0,0,-128
0,675438.00,8388341.00,8920133.00,99.00,100.00,-3.75,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,675640.00,8388369.00,8920126.00,100.00,100.00,-3.75,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-111
0,675843.00,8388515.00,8919910.00,99.00,100.00,-3.71,20.07,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,676045.00,8388584.00,8920228.00,99.00,100.00,-3.70,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-109
0,676247.00,8388299.00,8920103.00,100.00,100.00,-3.76,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,676449.00,8388588.00,8919925.00,100.00,100.00,-3.70,20.07,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,676652.00,8388520.00,8920202.00,100.00,101.00,-3.71,20.08,-0.03,-0.02,0,0,0,0,0,0,0,0,-128
0,676854.00,8388307.00,8919983.00,100.00,100.00,-3.76,20.07,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,677056.00,8388598.00,8920166.00,100.00,99.00,-3.69,20.08,-0.03,-0.04,0,0,0,0,0,0,0,0,-128
0,677258.00,8388517.00,8920344.00,99.00,100.00,-3.71,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,677461.00,8388363.00,8920128.00,100.00,100.00,-3.75,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-111
0,677663.00,8388584.00,8920250.00,100.00,100.00,-3.70,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-110
0,677865.00,8388614.00,8920129.00,99.00,100.00,-3.69,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,678068.00,8388546.00,8920190.00,100.00,99.00,-3.71,20.08,-0.03,-0.04,0,0,0,0,0,0,0,0,-128
0,678270.00,8388367.00,8920113.00,99.00,100.00,-3.75,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-112
0,678472.00,8388592.00,8920329.00,100.00,100.00,-3.70,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-112
0,678674.00,8388431.00,8920232.00,100.00,100.00,-3.73,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-111
0,678877.00,8388481.00,8920169.00,100.00,100.00,-3.72,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,679079.00,8388633.00,8920343.00,99.00,100.00,-3.69,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-112
0,679281.00,8388444.00,8920123.00,99.00,100.00,-3.73,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,679484.00,8388357.00,8920274.00,98.00,100.00,-3.75,20.08,-0.06,-0.03,0,0,0,0,0,0,0,0,-114
0,679686.00,8388264.00,8920390.00,100.00,100.00,-3.77,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,679888.00,8388592.00,8920404.00,99.00,100.00,-3.70,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,680090.00,8388614.00,8920304.00,99.00,100.00,-3.69,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,680293.00,8388387.00,8920213.00,100.00,100.00,-3.74,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,680495.00,8388474.00,8920474.00,99.00,100.00,-3.72,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,680697.00,8388302.00,8920454.00,100.00,100.00,-3.76,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-114
0,680900.00,8388485.00,8920505.00,99.00,100.00,-3.72,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,681102.00,8388342.00,8920263.00,99.00,100.00,-3.75,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,681304.00,8388347.00,8920180.00,99.00,100.00,-3.75,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,681507.00,8388511.00,8920494.00,99.00,100.00,-3.71,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,681709.00,8388631.00,8920779.00,99.00,100.00,-3.69,20.10,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,681911.00,8388351.00,8920568.00,99.00,100.00,-3.75,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,682113.00,8388521.00,8920379.00,100.00,100.00,-3.71,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,682316.00,8388502.00,8920256.00,100.00,100.00,-3.72,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,682518.00,8388356.00,8920470.00,99.00,100.00,-3.75,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-114
0,682720.00,8388590.00,8920431.00,100.00,100.00,-3.70,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-114
0,682923.00,8388511.00,8920414.00,100.00,100.00,-3.71,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,683125.00,8388352.00,8920554.00,99.00,100.00,-3.75,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-111
0,683327.00,8388438.00,8920260.00,100.00,100.00,-3.73,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-129
0,683529.00,8388446.00,8920226.00,100.00,100.00,-3.73,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,683732.00,8388441.00,8920270.00,99.00,100.00,-3.73,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,683934.00,8388390.00,8920751.00,100.00,100.00,-3.74,20.10,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,684136.00,8388269.00,8920537.00,99.00,100.00,-3.77,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,684339.00,8388287.00,8920471.00,99.00,100.00,-3.76,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,684541.00,8388567.00,8920429.00,100.00,100.00,-3.70,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,684743.00,8388389.00,8920587.00,99.00,100.00,-3.74,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,684946.00,8388502.00,8920718.00,99.00,100.00,-3.72,20.10,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,685148.00,8388302.00,8920797.00,98.00,100.00,-3.76,20.10,-0.06,-0.03,0,0,0,0,0,0,0,0,-128
0,685350.00,8388550.00,8920340.00,99.00,100.00,-3.71,20.08,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,685552.00,8388468.00,8920338.00,99.00,101.00,-3.72,20.08,-0.04,-0.02,0,0,0,0,0,0,0,0,-128
0,685755.00,8388385.00,8920426.00,99.00,100.00,-3.74,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,685957.00,8388511.00,8920458.00,99.00,100.00,-3.71,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,686159.00,8388344.00,8920243.00,100.00,99.00,-3.75,20.08,-0.03,-0.04,0,0,0,0,0,0,0,0,-128
0,686362.00,8388331.00,8920202.00,100.00,100.00,-3.75,20.08,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,686564.00,8388587.00,8920352.00,100.00,100.00,-3.70,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,686766.00,8388613.00,8920541.00,100.00,100.00,-3.69,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,686969.00,8388486.00,8920529.00,99.00,100.00,-3.72,20.09,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,687171.00,8388344.00,8920599.00,99.00,100.00,-3.75,20.10,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,687373.00,8388311.00,8920683.00,99.00,100.00,-3.76,20.10,-0.04,-0.03,0,0,0,0,0,0,0,0,-128
0,687576.00,8388384.00,8920675.00,100.00,100.00,-3.74,20.10,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,687778.00,8388465.00,8920549.00,100.00,100.00,-3.72,20.09,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,687980.00,8388598.00,8920649.00,100.00,100.00,-3.69,20.10,-0.03,-0.03,0,0,0,0,0,0,0,0,-128
0,688182.00,8388427.00,8920454.00,100.00,101.00,-3.73,20.09,-0.03,-0.02,0,0,0,0,0,0,0,0,-128
0,688385.00,8388491.00,8920711.00,100.00,106.00,-3.72,20.10,-0.03,0.05,0,0,0,0,0,0,0,0,-128
0,688587.00,8388501.00,8920297.00,100.00,113.00,-3.72,20.08,-0.03,0.14,0,0,0,0,0,0,0,0,-114
0,688789.00,8388331.00,8920516.00,99.00,122.00,-3.75,20.09,-0.04,0.27,0,0,0,0,0,0,0,0,-128
0,688992.00,8388353.00,8920460.00,99.00,130.00,-3.75,20.09,-0.04,0.37,0,0,0,0,0,0,0,0,-128
0,689194.00,8388532.00,8920462.00,99.00,146.00,-3.71,20.09,-0.04,0.59,0,0,0,0,0,0,0,0,-128
0,689396.00,8388504.00,8920612.00,100.00,199.00,-3.72,20.10,-0.03,1.30,0,0,0,0,0,0,0,0,-111
0,689599.00,8388292.00,8920483.00,100.00,251.00,-3.76,20.09,-0.03,2.00,0,0,0,0,0,0,0,0,-128
0,689801.00,8388292.00,8920483.00,100.00,316.00,-3.76,20.09,-0.03,2.88,0,0,0,0,0,0,0,0,-128
0,690003.00,8388622.00,8920575.00,98.00,370.00,-3.69,20.09,-0.06,3.61,0,0,0,0,0,0,0,0,-128
0,690205.00,8388575.00,8920658.00,99.00,420.00,-3.70,20.10,-0.04,4.28,0,0,0,0,0,0,0,0,-128
0,690408.00,8388514.00,8920691.00,100.00,480.00,-3.71,20.10,-0.03,5.09,0,0,0,0,0,0,0,0,-111
0,690610.00,8388393.00,8920911.00,99.00,482.00,-3.74,20.11,-0.04,5.12,0,0,0,0,0,0,0,0,-128
0,690812.00,8388596.00,8920745.00,100.00,481.00,-3.69,20.10,-0.03,5.10,0,0,0,0,0,0,0,0,-128
0,691015.00,8388597.00,8920549.00,100.00,482.00,-3.69,20.09,-0.03,5.12,0,0,0,0,0,0,0,0,-128
0,691217.00,8388429.00,8920544.00,99.00,480.00,-3.73,20.09,-0.04,5.09,0,0,0,0,0,0,0,0,-116
0,691419.00,8388507.00,8920690.00,100.00,480.00,-3.71,20.10,-0.03,5.09,0,0,0,0,0,0,0,0,-111
0,691622.00,8388557.00,8920665.00,99.00,480.00,-3.70,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,691824.00,8388643.00,8920664.00,100.00,481.00,-3.68,20.10,-0.03,5.10,0,0,0,0,0,0,0,0,-114
0,692026.00,8388374.00,8920570.00,100.00,480.00,-3.74,20.09,-0.03,5.09,0,0,0,0,0,0,0,0,-111
0,692229.00,8388537.00,8920709.00,99.00,480.00,-3.71,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,692431.00,8388651.00,8920712.00,100.00,480.00,-3.68,20.10,-0.03,5.09,0,0,0,0,0,0,0,0,-128
0,692633.00,8388590.00,8920977.00,100.00,481.00,-3.70,20.11,-0.03,5.10,0,0,0,0,0,0,0,0,-128
0,692835.00,8388575.00,8920853.00,99.00,480.00,-3.70,20.11,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,693038.00,8388614.00,8920675.00,99.00,480.00,-3.69,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,693240.00,8388314.00,8920331.00,99.00,481.00,-3.76,20.08,-0.04,5.10,0,0,0,0,0,0,0,0,-111
0,693443.00,8388579.00,8920700.00,99.00,480.00,-3.70,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,693645.00,8388573.00,8920796.00,100.00,481.00,-3.70,20.10,-0.03,5.10,0,0,0,0,0,0,0,0,-129
0,693847.00,8388315.00,8920921.00,99.00,480.00,-3.76,20.11,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,694049.00,8388576.00,8921026.00,100.00,480.00,-3.70,20.11,-0.03,5.09,0,0,0,0,0,0,0,0,-128
0,694252.00,8388657.00,8920617.00,99.00,480.00,-3.68,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,694454.00,8388619.00,8920968.00,99.00,480.00,-3.69,20.11,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,694656.00,8388565.00,8920697.00,99.00,481.00,-3.70,20.10,-0.04,5.10,0,0,0,0,0,0,0,0,-114
0,694859.00,8388352.00,8920762.00,100.00,482.00,-3.75,20.10,-0.03,5.12,0,0,0,0,0,0,0,0,-111
0,695061.00,8388573.00,8920693.00,99.00,480.00,-3.70,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-112
0,695263.00,8388473.00,8920743.00,99.00,480.00,-3.72,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,695466.00,8388381.00,8920740.00,99.00,480.00,-3.74,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,695668.00,8388563.00,8920611.00,99.00,481.00,-3.70,20.10,-0.04,5.10,0,0,0,0,0,0,0,0,-128
0,695870.00,8388336.00,8921062.00,100.00,481.00,-3.75,20.11,-0.03,5.10,0,0,0,0,0,0,0,0,-128
0,696073.00,8388553.00,8920988.00,99.00,481.00,-3.70,20.11,-0.04,5.10,0,0,0,0,0,0,0,0,-128
0,696275.00,8388661.00,8920400.00,99.00,480.00,-3.68,20.09,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,696477.00,8388617.00,8920916.00,100.00,480.00,-3.69,20.11,-0.03,5.09,0,0,0,0,0,0,0,0,-112
0,696680.00,8388227.00,8920711.00,99.00,480.00,-3.78,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,696882.00,8388585.00,8920676.00,100.00,480.00,-3.70,20.10,-0.03,5.09,0,0,0,0,0,0,0,0,-128
0,697084.00,8388639.00,8920904.00,99.00,480.00,-3.69,20.11,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,697286.00,8388630.00,8920752.00,100.00,480.00,-3.69,20.10,-0.03,5.09,0,0,0,0,0,0,0,0,-112
0,697489.00,8388584.00,8920930.00,99.00,480.00,-3.70,20.11,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,697691.00,8388594.00,8920961.00,99.00,481.00,-3.70,20.11,-0.04,5.10,0,0,0,0,0,0,0,0,-128
0,697894.00,8388636.00,8920892.00,99.00,481.00,-3.69,20.11,-0.04,5.10,0,0,0,0,0,0,0,0,-112
0,698096.00,8388558.00,8920996.00,99.00,480.00,-3.70,20.11,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,698298.00,8388603.00,8920718.00,99.00,480.00,-3.69,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,698500.00,8388600.00,8920832.00,99.00,480.00,-3.69,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
0,698703.00,8388621.00,8920793.00,99.00,480.00,-3.69,20.10,-0.04,5.09,0,0,0,0,0,0,0,0,-128
