tiempo_recorrido	Thrust

0.005000000002993943	9473.23648449186
0.010000000003003606	9473.24855832979
0.015000000002999059	9473.15256925907
0.02000000000299451	9473.23971779101
0.025000000003004175	9335.74924185843
0.030000000002999627	9268.89601131504
0.03500000000299508	9211.19307326841
0.04000000000300474	9154.40500991108
0.045000000003000196	9119.4874998092
0.05000000000299565	9077.39563902684
0.05500000000300531	9056.35859255491
0.060000000003000764	9037.36387176522
0.06500000000299622	9019.17733644713
0.07000000000300588	9001.62524800226
0.07500000000300133	8984.85724784641
0.08000000000299679	8968.69172061554
0.08500000000300645	8953.19779218544
0.0900000000030019	8938.34497940078
0.09500000000299735	8924.14171614544
0.10000000000300702	8910.53775456636
0.10500000000300247	8897.56366624605
0.11000000000299792	8885.1448010585
0.11500000000299337	8873.31599695597
0.12000000000300304	8862.02392608054
0.1250000000029985	8851.2381276727
0.13000000000299394	8840.99518559052
0.1350000000030036	8831.22277956707
0.14000000000299906	8821.90059041076
0.1450000000029945	8813.05819694917
0.15000000000300417	8804.63969571246
0.15500000000299963	8796.62023015069
0.16000000000299508	8788.98919879213
0.16500000000300474	8781.76291188567
0.1700000000030002	8774.88872303247
0.17500000000299565	8768.34942315819
0.1800000000030053	8762.1305700359
0.18500000000300076	8756.2334171038
0.19000000000299622	8750.64735169492
0.19500000000300588	8745.34010542065
0.20000000000300133	8740.29776553395
0.20500000000299679	8735.50805968703
0.21000000000300645	8730.95908947141
0.2150000000030019	8726.64538941582
0.22000000000299735	8722.56869529922
0.22500000000300702	8718.69982269667
0.23000000000300247	8715.02753466866
0.23500000000299792	8711.54223831659
0.24000000000299337	8708.23472246118
0.24500000000300304	8705.09613231047
0.2500000000029985	8702.11811952874
0.25500000000299394	8699.29267154039
0.2600000000030036	8696.61213384555
0.26500000000299906	8694.082978525
0.2700000000029945	8691.68587240845
0.2750000000030042	8689.41207782038
0.2800000000029996	8687.25523411855
0.2850000000029951	8685.20936442997
0.29000000000300474	8683.26872059912
0.2950000000030002	8681.4279192812
0.30000000000299565	8679.68182308555
0.3050000000030053	8678.02554078742
0.31000000000300076	8676.45442389668
0.3150000000029962	8674.96405544053
0.3200000000030059	8673.55023895632
0.32500000000300133	8672.20898867234
0.3300000000029968	8670.9365196725
0.33500000000300645	8669.72923838611
0.3400000000030019	8668.58373346315
